Stage,Date,Time,HomeTeam,HomeTeamCountry,AwayTeam,AwayTeamCountry,Score
Group C,2020-11-25,18:55,Olympiakos Piraeus,GRE,Manchester City,ENG,0-1
Group C,2020-11-25,21:00,Olympique Marseille,FRA,FC Porto,POR,0-2
Group C,2020-12-01,21:00,FC Porto,POR,Manchester City,ENG,0-0
Group C,2020-12-01,21:00,Olympique Marseille,FRA,Olympiakos Piraeus,GRE,2-1
Group C,2020-12-09,21:00,Manchester City,ENG,Olympique Marseille,FRA,3-0
Group C,2020-12-09,21:00,Olympiakos Piraeus,GRE,FC Porto,POR,0-2
Group D,2020-10-21,21:00,AFC Ajax,NED,Liverpool FC,ENG,0-1
Group D,2020-10-21,21:00,FC Midtjylland,DEN,Atalanta,ITA,0-4
Group D,2020-10-27,21:00,Atalanta,ITA,AFC Ajax,NED,2-2
Group D,2020-10-27,21:00,Liverpool FC,ENG,FC Midtjylland,DEN,2-0
Group D,2020-11-03,21:00,Atalanta,ITA,Liverpool FC,ENG,0-5
Group D,2020-11-03,21:00,FC Midtjylland,DEN,AFC Ajax,NED,1-2
Group D,2020-11-25,21:00,AFC Ajax,NED,FC Midtjylland,DEN,3-1
Group D,2020-11-25,21:00,Liverpool FC,ENG,Atalanta,ITA,0-2
Group D,2020-12-01,21:00,Atalanta,ITA,FC Midtjylland,DEN,1-1
Group D,2020-12-01,21:00,Liverpool FC,ENG,AFC Ajax,NED,1-0
Group D,2020-12-09,18:55,AFC Ajax,NED,Atalanta,ITA,0-1
Group D,2020-12-09,18:55,FC Midtjylland,DEN,Liverpool FC,ENG,1-1
Group E,2020-10-20,21:00,Chelsea FC,ENG,Sevilla FC,ESP,0-0
Group E,2020-10-20,21:00,Stade Rennais,FRA,FK Krasnodar,RUS,1-1
Group E,2020-10-28,18:55,FK Krasnodar,RUS,Chelsea FC,ENG,0-4
Group E,2020-10-28,21:00,Sevilla FC,ESP,Stade Rennais,FRA,1-0
Group E,2020-11-04,21:00,Chelsea FC,ENG,Stade Rennais,FRA,3-0
Group E,2020-11-04,21:00,Sevilla FC,ESP,FK Krasnodar,RUS,3-2
Group E,2020-11-24,18:55,Stade Rennais,FRA,Chelsea FC,ENG,1-2
Group E,2020-11-24,18:55,FK Krasnodar,RUS,Sevilla FC,ESP,1-2
Group E,2020-12-02,18:55,FK Krasnodar,RUS,Stade Rennais,FRA,1-0
Group E,2020-12-02,21:00,Sevilla FC,ESP,Chelsea FC,ENG,0-4
Group E,2020-12-08,21:00,Chelsea FC,ENG,FK Krasnodar,RUS,1-1
Group E,2020-12-08,21:00,Stade Rennais,FRA,Sevilla FC,ESP,1-3
Group F,2020-10-20,18:55,Zenit St. Petersburg,RUS,Club Brugge KV,BEL,1-2
Group F,2020-10-20,21:00,Lazio Roma,ITA,Borussia Dortmund,GER,3-1
Group F,2020-10-28,21:00,Borussia Dortmund,GER,Zenit St. Petersburg,RUS,2-0
Group F,2020-10-28,21:00,Club Brugge KV,BEL,Lazio Roma,ITA,1-1
Group F,2020-11-04,18:55,Zenit St. Petersburg,RUS,Lazio Roma,ITA,1-1
Group F,2020-11-04,21:00,Club Brugge KV,BEL,Borussia Dortmund,GER,0-3
Group F,2020-11-24,21:00,Borussia Dortmund,GER,Club Brugge KV,BEL,3-0
Group F,2020-11-24,21:00,Lazio Roma,ITA,Zenit St. Petersburg,RUS,3-1
Group F,2020-12-02,21:00,Borussia Dortmund,GER,Lazio Roma,ITA,1-1
Group F,2020-12-02,21:00,Club Brugge KV,BEL,Zenit St. Petersburg,RUS,3-0
Group F,2020-12-08,18:55,Zenit St. Petersburg,RUS,Borussia Dortmund,GER,1-2
Group F,2020-12-08,18:55,Lazio Roma,ITA,Club Brugge KV,BEL,2-2
Gruppe G,2020-10-20,18:55,Dinamo Kiev,UKR,Juventus,ITA,0-2
Gruppe G,2020-10-20,21:00,FC Barcelona,ESP,Ferencvárosi TC,HUN,5-1
Gruppe G,2020-10-28,21:00,Ferencvárosi TC,HUN,Dinamo Kiev,UKR,2-2
Gruppe G,2020-10-28,21:00,Juventus,ITA,FC Barcelona,ESP,0-2
Gruppe G,2020-11-04,21:00,FC Barcelona,ESP,Dinamo Kiev,UKR,2-1
Gruppe G,2020-11-04,21:00,Ferencvárosi TC,HUN,Juventus,ITA,1-4
Gruppe G,2020-11-24,21:00,Dinamo Kiev,UKR,FC Barcelona,ESP,0-4
Gruppe G,2020-11-24,21:00,Juventus,ITA,Ferencvárosi TC,HUN,2-1
Gruppe G,2020-12-02,21:00,Juventus,ITA,Dinamo Kiev,UKR,3-0
Gruppe G,2020-12-02,21:00,Ferencvárosi TC,HUN,FC Barcelona,ESP,0-3
Gruppe G,2020-12-08,21:00,Dinamo Kiev,UKR,Ferencvárosi TC,HUN,1-0
Gruppe G,2020-12-08,21:00,FC Barcelona,ESP,Juventus,ITA,0-3
Gruppe H,2020-10-20,21:00,RB Leipzig,GER,İstanbul Başakşehir,TUR,2-0
Gruppe H,2020-10-20,21:00,Paris Saint-Germain,FRA,Manchester United,ENG,1-2
Gruppe H,2020-10-28,18:55,İstanbul Başakşehir,TUR,Paris Saint-Germain,FRA,0-2
Gruppe H,2020-10-28,21:00,Manchester United,ENG,RB Leipzig,GER,5-0
Gruppe H,2020-11-04,18:55,İstanbul Başakşehir,TUR,Manchester United,ENG,2-1
Gruppe H,2020-11-04,21:00,RB Leipzig,GER,Paris Saint-Germain,FRA,2-1
Gruppe H,2020-11-24,21:00,Manchester United,ENG,İstanbul Başakşehir,TUR,4-1
Gruppe H,2020-11-24,21:00,Paris Saint-Germain,FRA,RB Leipzig,GER,1-0
Gruppe H,2020-12-02,18:55,İstanbul Başakşehir,TUR,RB Leipzig,GER,3-4
Gruppe H,2020-12-02,21:00,Manchester United,ENG,Paris Saint-Germain,FRA,1-3
Gruppe H,2020-12-08,21:00,RB Leipzig,GER,Manchester United,ENG,3-2
Gruppe H,2020-12-09,18:55,Paris Saint-Germain,FRA,İstanbul Başakşehir,TUR,5-1
Round of 16,2021-02-16,21:00,RB Leipzig,GER,Liverpool FC,ENG,0-2
Round of 16,2021-02-16,21:00,FC Barcelona,ESP,Paris Saint-Germain,FRA,1-4
Round of 16,2020-02-17,21:00,FC Porto,POR,Juventus,ITA,2-1
Round of 16,2020-02-17,21:00,Sevilla FC,ESP,Borussia Dortmund,GER,2-3
Round of 16,2020-02-23,21:00,Lazio Roma,ITA,Bayern München,GER,1-4
Round of 16,2020-02-23,21:00,Atlético Madrid,ESP,Chelsea FC,ENG,0-1
Round of 16,2020-02-24,21:00,Bor. Mönchengladbach,GER,Manchester City,ENG,0-2
Round of 16,2020-02-24,21:00,Atalanta,ITA,Real Madrid,ESP,0-1
Round of 16,2020-03-09,21:00,Juventus,ITA,FC Porto,POR,3-2
Round of 16,2020-03-09,21:00,Borussia Dortmund,GER,Sevilla FC,ESP,2-2
Round of 16,2020-03-10,21:00,Liverpool FC,ENG,RB Leipzig,GER,2-0
Round of 16,2020-03-10,21:00,Paris Saint-Germain,FRA,FC Barcelona,ESP,1-1
Round of 16,2020-03-16,21:00,Manchester City,ENG,Bor. Mönchengladbach,GER,2-0
Round of 16,2020-03-16,21:00,Real Madrid,ESP,Atalanta,ITA,3-1
Round of 16,2020-03-17,21:00,Bayern München,GER,Lazio Roma,ITA,2-1
Round of 16,2020-03-17,21:00,Chelsea FC,ENG,Atlético Madrid,ESP,2-0
Quarterfinals,2020-04-06,21:00,Manchester City,ENG,Borussia Dortmund,GER,2-1
Quarterfinals,2020-04-06,21:00,Real Madrid,ESP,Liverpool FC,ENG,3-1
Quarterfinals,2020-04-07,21:00,FC Porto,POR,Chelsea FC,ENG,0-2
Quarterfinals,2020-04-07,21:00,Bayern München,GER,Paris Saint-Germain,FRA,2-3
Quarterfinals,2020-04-13,21:00,Chelsea FC,ENG,FC Porto,POR,0-1
Quarterfinals,2020-04-13,21:00,Paris Saint-Germain,FRA,Bayern München,GER,0-1
Quarterfinals,2020-04-14,21:00,Borussia Dortmund,GER,Manchester City,ENG,1-2
Quarterfinals,2020-04-14,21:00,Liverpool FC,ENG,Real Madrid,ESP,0-0
Semifinals,2020-04-27,21:00,Real Madrid,ESP,Chelsea FC,ENG,1-1
Semifinals,2020-04-28,21:00,Paris Saint-Germain,FRA,Manchester City,ENG,1-2
Semifinals,2020-05-04,21:00,Manchester City,ENG,Paris Saint-Germain,FRA,2-0
Semifinals,2020-05-05,21:00,Chelsea FC,ENG,Real Madrid,ESP,2-0
Final,2020-05-29,21:00,Manchester City,ENG,Chelsea FC,ENG,0-1
