Stage,Date,Time,HomeTeam,HomeTeamCountry,AwayTeam,AwayTeamCountry,Score
Group C,2016-11-23,20:45,Celtic FC,SCO,FC Barcelona,ESP,0-2
Group C,2016-12-06,20:45,FC Barcelona,ESP,Bor. Mönchengladbach,GER,4-0
Group C,2016-12-06,20:45,Manchester City,ENG,Celtic FC,SCO,1-1
Group D,2016-09-13,20:45,Bayern München,GER,FK Rostov,RUS,5-0
Group D,2016-09-13,20:45,PSV Eindhoven,NED,Atlético Madrid,ESP,0-1
Group D,2016-09-28,20:45,Atlético Madrid,ESP,Bayern München,GER,1-0
Group D,2016-09-28,20:45,FK Rostov,RUS,PSV Eindhoven,NED,2-2
Group D,2016-10-19,20:45,Bayern München,GER,PSV Eindhoven,NED,4-1
Group D,2016-10-19,20:45,FK Rostov,RUS,Atlético Madrid,ESP,0-1
Group D,2016-11-01,20:45,Atlético Madrid,ESP,FK Rostov,RUS,2-1
Group D,2016-11-01,20:45,PSV Eindhoven,NED,Bayern München,GER,1-2
Group D,2016-11-23,18:00,FK Rostov,RUS,Bayern München,GER,3-2
Group D,2016-11-23,20:45,Atlético Madrid,ESP,PSV Eindhoven,NED,2-0
Group D,2016-12-06,20:45,Bayern München,GER,Atlético Madrid,ESP,1-0
Group D,2016-12-06,20:45,PSV Eindhoven,NED,FK Rostov,RUS,0-0
Group E,2016-09-14,20:45,Bayer Leverkusen,GER,CSKA Moskva,RUS,2-2
Group E,2016-09-14,20:45,Tottenham Hotspur,ENG,AS Monaco,FRA,1-2
Group E,2016-09-27,20:45,AS Monaco,FRA,Bayer Leverkusen,GER,1-1
Group E,2016-09-27,20:45,CSKA Moskva,RUS,Tottenham Hotspur,ENG,0-1
Group E,2016-10-18,20:45,Bayer Leverkusen,GER,Tottenham Hotspur,ENG,0-0
Group E,2016-10-18,20:45,CSKA Moskva,RUS,AS Monaco,FRA,1-1
Group E,2016-11-02,20:45,AS Monaco,FRA,CSKA Moskva,RUS,3-0
Group E,2016-11-02,20:45,Tottenham Hotspur,ENG,Bayer Leverkusen,GER,0-1
Group E,2016-11-22,18:00,CSKA Moskva,RUS,Bayer Leverkusen,GER,1-1
Group E,2016-11-22,20:45,AS Monaco,FRA,Tottenham Hotspur,ENG,2-1
Group E,2016-12-07,20:45,Bayer Leverkusen,GER,AS Monaco,FRA,3-0
Group E,2016-12-07,20:45,Tottenham Hotspur,ENG,CSKA Moskva,RUS,3-1
Group F,2016-09-14,20:45,Legia Warszawa,POL,Borussia Dortmund,GER,0-6
Group F,2016-09-14,20:45,Real Madrid,ESP,Sporting CP,POR,2-1
Group F,2016-09-27,20:45,Borussia Dortmund,GER,Real Madrid,ESP,2-2
Group F,2016-09-27,20:45,Sporting CP,POR,Legia Warszawa,POL,2-0
Group F,2016-10-18,20:45,Real Madrid,ESP,Legia Warszawa,POL,5-1
Group F,2016-10-18,20:45,Sporting CP,POR,Borussia Dortmund,GER,1-2
Group F,2016-11-02,20:45,Borussia Dortmund,GER,Sporting CP,POR,1-0
Group F,2016-11-02,20:45,Legia Warszawa,POL,Real Madrid,ESP,3-3
Group F,2016-11-22,20:45,Borussia Dortmund,GER,Legia Warszawa,POL,8-4
Group F,2016-11-22,20:45,Sporting CP,POR,Real Madrid,ESP,1-2
Group F,2016-12-07,20:45,Legia Warszawa,POL,Sporting CP,POR,1-0
Group F,2016-12-07,20:45,Real Madrid,ESP,Borussia Dortmund,GER,2-2
Group G,2016-09-14,20:45,Club Brugge KV,BEL,Leicester City,ENG,0-3
Group G,2016-09-14,20:45,FC Porto,POR,FC København,DEN,1-1
Group G,2016-09-27,20:45,FC København,DEN,Club Brugge KV,BEL,4-0
Group G,2016-09-27,20:45,Leicester City,ENG,FC Porto,POR,1-0
Group G,2016-10-18,20:45,Club Brugge KV,BEL,FC Porto,POR,1-2
Group G,2016-10-18,20:45,Leicester City,ENG,FC København,DEN,1-0
Group G,2016-11-02,20:45,FC København,DEN,Leicester City,ENG,0-0
Group G,2016-11-02,20:45,FC Porto,POR,Club Brugge KV,BEL,1-0
Group G,2016-11-22,20:45,FC København,DEN,FC Porto,POR,0-0
Group G,2016-11-22,20:45,Leicester City,ENG,Club Brugge KV,BEL,2-1
Group G,2016-12-07,20:45,Club Brugge KV,BEL,FC København,DEN,0-2
Group G,2016-12-07,20:45,FC Porto,POR,Leicester City,ENG,5-0
Group H,2016-09-14,20:45,Juventus,ITA,Sevilla FC,ESP,0-0
Group H,2016-09-14,20:45,Olympique Lyonnais,FRA,Dinamo Zagreb,CRO,3-0
Group H,2016-09-27,20:45,Dinamo Zagreb,CRO,Juventus,ITA,0-4
Group H,2016-09-27,20:45,Sevilla FC,ESP,Olympique Lyonnais,FRA,1-0
Group H,2016-10-18,20:45,Dinamo Zagreb,CRO,Sevilla FC,ESP,0-1
Group H,2016-10-18,20:45,Olympique Lyonnais,FRA,Juventus,ITA,0-1
Group H,2016-11-02,20:45,Juventus,ITA,Olympique Lyonnais,FRA,1-1
Group H,2016-11-02,20:45,Sevilla FC,ESP,Dinamo Zagreb,CRO,4-0
Group H,2016-11-22,20:45,Dinamo Zagreb,CRO,Olympique Lyonnais,FRA,0-1
Group H,2016-11-22,20:45,Sevilla FC,ESP,Juventus,ITA,1-3
Group H,2016-12-07,20:45,Juventus,ITA,Dinamo Zagreb,CRO,2-0
Group H,2016-12-07,20:45,Olympique Lyonnais,FRA,Sevilla FC,ESP,0-0
Round of 16,2017-02-14,20:45,SL Benfica,POR,Borussia Dortmund,GER,1-0
Round of 16,2017-02-14,20:45,Paris Saint-Germain,FRA,FC Barcelona,ESP,4-0
Round of 16,2016-02-15,20:45,Real Madrid,ESP,SSC Napoli,ITA,3-1
Round of 16,2016-02-15,20:45,Bayern München,GER,Arsenal FC,ENG,5-1
Round of 16,2016-02-21,20:45,Manchester City,ENG,AS Monaco,FRA,5-3
Round of 16,2016-02-21,20:45,Bayer Leverkusen,GER,Atlético Madrid,ESP,2-4
Round of 16,2016-02-22,20:45,FC Porto,POR,Juventus,ITA,0-2
Round of 16,2016-02-22,20:45,Sevilla FC,ESP,Leicester City,ENG,2-1
Round of 16,2016-03-07,20:45,SSC Napoli,ITA,Real Madrid,ESP,1-3
Round of 16,2016-03-07,20:45,Arsenal FC,ENG,Bayern München,GER,1-5
Round of 16,2016-03-08,20:45,Borussia Dortmund,GER,SL Benfica,POR,4-0
Round of 16,2016-03-08,20:45,FC Barcelona,ESP,Paris Saint-Germain,FRA,6-1
Round of 16,2016-03-14,20:45,Juventus,ITA,FC Porto,POR,1-0
Round of 16,2016-03-14,20:45,Leicester City,ENG,Sevilla FC,ESP,2-0
Round of 16,2016-03-15,20:45,AS Monaco,FRA,Manchester City,ENG,3-1
Round of 16,2016-03-15,20:45,Atlético Madrid,ESP,Bayer Leverkusen,GER,0-0
Quarterfinals,2016-04-11,20:45,Juventus,ITA,FC Barcelona,ESP,3-0
Quarterfinals,2016-04-12,18:45,Borussia Dortmund,GER,AS Monaco,FRA,2-3
Quarterfinals,2016-04-12,20:45,Atlético Madrid,ESP,Leicester City,ENG,1-0
Quarterfinals,2016-04-12,20:45,Bayern München,GER,Real Madrid,ESP,1-2
Quarterfinals,2016-04-18,20:45,Leicester City,ENG,Atlético Madrid,ESP,1-1
Quarterfinals,2016-04-18,20:45,Real Madrid,ESP,Bayern München,GER,4-2
Quarterfinals,2016-04-19,20:45,FC Barcelona,ESP,Juventus,ITA,0-0
Quarterfinals,2016-04-19,20:50,AS Monaco,FRA,Borussia Dortmund,GER,3-1
Semifinals,2016-05-02,20:45,Real Madrid,ESP,Atlético Madrid,ESP,3-0
Semifinals,2016-05-03,20:45,AS Monaco,FRA,Juventus,ITA,0-2
Semifinals,2016-05-09,20:45,Juventus,ITA,AS Monaco,FRA,2-1
Semifinals,2016-05-10,20:45,Atlético Madrid,ESP,Real Madrid,ESP,2-1
Final,2016-06-03,20:45,Juventus,ITA,Real Madrid,ESP,1-4
