Stage,Date,HomeTeam,HomeTeamCountry,AwayTeam,AwayTeamCountry,Score
Qualifying,1999-08-11,Zimbru Chisinau,MDA,PSV Eindhoven,NED,0-0
Qualifying,1999-08-11,SK Sturm Graz,AUT,Servette Geneve,SUI,2-1
Qualifying,1999-08-11,Hapoel Haifa,ISR,Valencia CF,ESP,0-2
Qualifying,1999-08-25,RCD Mallorca,ESP,Molde FK,NOR,1-1
Qualifying,1999-08-25,Dinamo Kiev,UKR,Aalborg BK,DEN,2-2
Qualifying,1999-08-25,Widzew Lodz,POL,ACF Fiorentina,ITA,0-2
Qualifying,1999-08-25,AIK Solna,SWE,AEK Athens,GRE,1-0
Qualifying,1999-08-25,Anorthosis Famagusta,CYP,Hertha BSC,GER,0-0
Qualifying,1999-08-25,Boavista FC,POR,Brondby IF,DEN,2-1 (*)
Qualifying,1999-08-25,Borussia Dortmund,GER,Teplice,CZE,1-0
Qualifying,1999-08-25,Skonto,LVA,Chelsea FC,ENG,0-0
Qualifying,1999-08-25,MTK,HUN,Dinamo Zagreb,CRO,0-2
Qualifying,1999-08-25,Galatasaray İstanbul AŞ,TUR,Rapid Wien,AUT,1-0
Qualifying,1999-08-25,Valencia CF,ESP,Hapoel Haifa,ISR,2-0
Qualifying,1999-08-25,NK Maribor,SVN,Olympique Lyon,FRA,2-0
Qualifying,1999-08-25,Partizan Belgrade,SRB,Spartak Moskva,RUS,1-3
Qualifying,1999-08-25,PSV Eindhoven,NED,Zimbru Chisinau,MDA,2-0
Qualifying,1999-08-25,Servette Geneve,SUI,SK Sturm Graz,AUT,2-2
Qualifying,1999-08-25,Parma,ITA,Rangers FC,SCO,1-0
Group 1st,1999-09-14,Dinamo Kiev,UKR,NK Maribor,SVN,0-1
Group 1st,1999-09-14,Bayer 04 Leverkusen,GER,SS Lazio,ITA,1-1
Group 1st,1999-09-14,AIK Solna,SWE,FC Barcelona,ESP,1-2
Group 1st,1999-09-14,ACF Fiorentina,ITA,Arsenal FC,ENG,0-0
Group 1st,1999-09-14,Boavista FC,POR,Rosenborg BK,NOR,0-3
Group 1st,1999-09-14,Feyenoord Rotterdam,NED,Borussia Dortmund,GER,1-1
Group 1st,1999-09-14,Manchester United FC,ENG,Dinamo Zagreb,CRO,0-0
Group 1st,1999-09-14,Olympique Marseille,FRA,SK Sturm Graz,AUT,2-0
Group 1st,1999-09-15,Olympiacos,GRE,Real Madrid CF,ESP,3-3
Group 1st,1999-09-15,Molde FK,NOR,FC Porto,POR,0-1
Group 1st,1999-09-15,Bayern München,GER,PSV Eindhoven,NED,2-1
Group 1st,1999-09-15,Valencia CF,ESP,Rangers FC,SCO,2-0
Group 1st,1999-09-15,Sparta Praha,CZE,Girondins Bordeaux,FRA,0-0
Group 1st,1999-09-15,Willem II Tilburg,NED,Spartak Moskva,RUS,1-3
Group 1st,1999-09-15,Chelsea FC,ENG,AC Milan,ITA,0-0
Group 1st,1999-09-15,Galatasaray İstanbul AŞ,TUR,Hertha BSC,GER,2-2
Group 1st,1999-09-21,FC Porto,POR,Olympiacos,GRE,2-0
Group 1st,1999-09-21,Real Madrid CF,ESP,Molde FK,NOR,4-1
Group 1st,1999-09-21,PSV Eindhoven,NED,Valencia CF,ESP,1-1
Group 1st,1999-09-21,Rangers FC,SCO,Bayern München,GER,1-1
Group 1st,1999-09-21,Girondins Bordeaux,FRA,Willem II Tilburg,NED,3-2
Group 1st,1999-09-21,Spartak Moskva,RUS,Sparta Praha,CZE,1-1
Group 1st,1999-09-21,Hertha BSC,GER,Chelsea FC,ENG,2-1
Group 1st,1999-09-21,AC Milan,ITA,Galatasaray İstanbul AŞ,TUR,2-1
Group 1st,1999-09-22,SS Lazio,ITA,Dinamo Kiev,UKR,2-1
Group 1st,1999-09-22,NK Maribor,SVN,Bayer 04 Leverkusen,GER,0-2
Group 1st,1999-09-22,Arsenal FC,ENG,AIK Solna,SWE,3-1
Group 1st,1999-09-22,FC Barcelona,ESP,ACF Fiorentina,ITA,4-2
Group 1st,1999-09-22,Borussia Dortmund,GER,Boavista FC,POR,3-1
Group 1st,1999-09-22,Rosenborg BK,NOR,Feyenoord Rotterdam,NED,2-2
Group 1st,1999-09-22,SK Sturm Graz,AUT,Manchester United FC,ENG,0-3
Group 1st,1999-09-22,Dinamo Zagreb,CRO,Olympique Marseille,FRA,1-2
Group 1st,1999-09-28,Olympiacos,GRE,Molde FK,NOR,3-1
Group 1st,1999-09-28,Real Madrid CF,ESP,FC Porto,POR,3-1
Group 1st,1999-09-28,Bayern München,GER,Valencia CF,ESP,1-1
Group 1st,1999-09-28,PSV Eindhoven,NED,Rangers FC,SCO,0-1
Group 1st,1999-09-28,Girondins Bordeaux,FRA,Spartak Moskva,RUS,2-1
Group 1st,1999-09-28,Sparta Praha,CZE,Willem II Tilburg,NED,4-0
Group 1st,1999-09-28,Chelsea FC,ENG,Galatasaray İstanbul AŞ,TUR,1-0
Group 1st,1999-09-28,AC Milan,ITA,Hertha BSC,GER,1-1
Group 1st,1999-09-29,SS Lazio,ITA,NK Maribor,SVN,4-0
Group 1st,1999-09-29,Bayer 04 Leverkusen,GER,Dinamo Kiev,UKR,1-1
Group 1st,1999-09-29,AIK Solna,SWE,ACF Fiorentina,ITA,0-0
Group 1st,1999-09-29,FC Barcelona,ESP,Arsenal FC,ENG,1-1
Group 1st,1999-09-29,Rosenborg BK,NOR,Borussia Dortmund,GER,2-2
Group 1st,1999-09-29,Boavista FC,POR,Feyenoord Rotterdam,NED,1-1
Group 1st,1999-09-29,Dinamo Zagreb,CRO,SK Sturm Graz,AUT,3-0
Group 1st,1999-09-29,Manchester United FC,ENG,Olympique Marseille,FRA,2-1
Group 1st,1999-10-19,Dinamo Kiev,UKR,Bayer 04 Leverkusen,GER,4-2
Group 1st,1999-10-19,NK Maribor,SVN,SS Lazio,ITA,0-4
Group 1st,1999-10-19,Arsenal FC,ENG,FC Barcelona,ESP,2-4
Group 1st,1999-10-19,ACF Fiorentina,ITA,AIK Solna,SWE,3-0
Group 1st,1999-10-19,Feyenoord Rotterdam,NED,Boavista FC,POR,1-1
Group 1st,1999-10-19,Borussia Dortmund,GER,Rosenborg BK,NOR,0-3
Group 1st,1999-10-19,SK Sturm Graz,AUT,Dinamo Zagreb,CRO,1-0
Group 1st,1999-10-19,Olympique Marseille,FRA,Manchester United FC,ENG,1-0
Group 1st,1999-10-20,Molde FK,NOR,Olympiacos,GRE,3-2
Group 1st,1999-10-20,FC Porto,POR,Real Madrid CF,ESP,2-1
Group 1st,1999-10-20,Valencia CF,ESP,Bayern München,GER,1-1
Group 1st,1999-10-20,Rangers FC,SCO,PSV Eindhoven,NED,4-1
Group 1st,1999-10-20,Willem II Tilburg,NED,Sparta Praha,CZE,3-4
Group 1st,1999-10-20,Spartak Moskva,RUS,Girondins Bordeaux,FRA,1-2
Group 1st,1999-10-20,Galatasaray İstanbul AŞ,TUR,Chelsea FC,ENG,0-5
Group 1st,1999-10-20,Hertha BSC,GER,AC Milan,ITA,1-0
Group 1st,1999-10-26,Real Madrid CF,ESP,Olympiacos,GRE,3-0
Group 1st,1999-10-26,FC Porto,POR,Molde FK,NOR,3-1
Group 1st,1999-10-26,PSV Eindhoven,NED,Bayern München,GER,2-1
Group 1st,1999-10-26,Rangers FC,SCO,Valencia CF,ESP,1-2
Group 1st,1999-10-26,Spartak Moskva,RUS,Willem II Tilburg,NED,1-1
Group 1st,1999-10-26,Girondins Bordeaux,FRA,Sparta Praha,CZE,0-0
Group 1st,1999-10-26,AC Milan,ITA,Chelsea FC,ENG,1-1
Group 1st,1999-10-26,Hertha BSC,GER,Galatasaray İstanbul AŞ,TUR,1-4
Group 1st,1999-10-27,NK Maribor,SVN,Dinamo Kiev,UKR,1-2
Group 1st,1999-10-27,SS Lazio,ITA,Bayer 04 Leverkusen,GER,1-1
Group 1st,1999-10-27,FC Barcelona,ESP,AIK Solna,SWE,5-0
Group 1st,1999-10-27,Arsenal FC,ENG,ACF Fiorentina,ITA,0-1
Group 1st,1999-10-27,Rosenborg BK,NOR,Boavista FC,POR,2-0
Group 1st,1999-10-27,Borussia Dortmund,GER,Feyenoord Rotterdam,NED,1-1
Group 1st,1999-10-27,Dinamo Zagreb,CRO,Manchester United FC,ENG,1-2
Group 1st,1999-10-27,SK Sturm Graz,AUT,Olympique Marseille,FRA,3-2
Group 1st,1999-11-02,Bayer 04 Leverkusen,GER,NK Maribor,SVN,0-0
Group 1st,1999-11-02,Dinamo Kiev,UKR,SS Lazio,ITA,0-1
Group 1st,1999-11-02,AIK Solna,SWE,Arsenal FC,ENG,2-3
Group 1st,1999-11-02,ACF Fiorentina,ITA,FC Barcelona,ESP,3-3
Group 1st,1999-11-02,Boavista FC,POR,Borussia Dortmund,GER,1-0
Group 1st,1999-11-02,Feyenoord Rotterdam,NED,Rosenborg BK,NOR,1-0
Group 1st,1999-11-02,Olympique Marseille,FRA,Dinamo Zagreb,CRO,2-2
Group 1st,1999-11-02,Manchester United FC,ENG,SK Sturm Graz,AUT,2-1
Group 1st,1999-11-03,Olympiacos,GRE,FC Porto,POR,1-0
Group 1st,1999-11-03,Molde FK,NOR,Real Madrid CF,ESP,0-1
Group 1st,1999-11-03,Valencia CF,ESP,PSV Eindhoven,NED,1-0
Group 1st,1999-11-03,Bayern München,GER,Rangers FC,SCO,1-0
Group 1st,1999-11-03,Willem II Tilburg,NED,Girondins Bordeaux,FRA,0-0
Group 1st,1999-11-03,Sparta Praha,CZE,Spartak Moskva,RUS,5-2
Group 1st,1999-11-03,Chelsea FC,ENG,Hertha BSC,GER,2-0
Group 1st,1999-11-03,Galatasaray İstanbul AŞ,TUR,AC Milan,ITA,3-2
Group 2nd,1999-11-23,Sparta Praha,CZE,FC Porto,POR,0-2
Group 2nd,1999-11-23,Hertha BSC,GER,FC Barcelona,ESP,1-1
Group 2nd,1999-11-23,ACF Fiorentina,ITA,Manchester United FC,ENG,2-0
Group 2nd,1999-11-23,Valencia CF,ESP,Girondins Bordeaux,FRA,3-0
Group 2nd,1999-11-24,Rosenborg BK,NOR,Bayern München,GER,1-1
Group 2nd,1999-11-24,Dinamo Kiev,UKR,Real Madrid CF,ESP,1-2
Group 2nd,1999-11-24,Chelsea FC,ENG,Feyenoord Rotterdam,NED,3-1
Group 2nd,1999-11-24,Olympique Marseille,FRA,SS Lazio,ITA,0-2
Group 2nd,1999-12-07,Real Madrid CF,ESP,Rosenborg BK,NOR,3-1
Group 2nd,1999-12-07,Bayern München,GER,Dinamo Kiev,UKR,2-1
Group 2nd,1999-12-07,Feyenoord Rotterdam,NED,Olympique Marseille,FRA,3-0
Group 2nd,1999-12-07,SS Lazio,ITA,Chelsea FC,ENG,0-0
Group 2nd,1999-12-08,FC Porto,POR,Hertha BSC,GER,1-0
Group 2nd,1999-12-08,FC Barcelona,ESP,Sparta Praha,CZE,5-0
Group 2nd,1999-12-08,Girondins Bordeaux,FRA,ACF Fiorentina,ITA,0-0
Group 2nd,1999-12-08,Manchester United FC,ENG,Valencia CF,ESP,3-0
Group 2nd,2000-02-29,Dinamo Kiev,UKR,Rosenborg BK,NOR,2-1
Group 2nd,2000-02-29,Real Madrid CF,ESP,Bayern München,GER,2-4
Group 2nd,2000-02-29,Olympique Marseille,FRA,Chelsea FC,ENG,1-0
Group 2nd,2000-02-29,SS Lazio,ITA,Feyenoord Rotterdam,NED,1-2
Group 2nd,2000-03-01,FC Barcelona,ESP,FC Porto,POR,4-2
Group 2nd,2000-03-01,Hertha BSC,GER,Sparta Praha,CZE,1-1
Group 2nd,2000-03-01,ACF Fiorentina,ITA,Valencia CF,ESP,1-0
Group 2nd,2000-03-01,Manchester United FC,ENG,Girondins Bordeaux,FRA,2-0
Group 2nd,2000-03-07,Sparta Praha,CZE,Hertha BSC,GER,1-0
Group 2nd,2000-03-07,FC Porto,POR,FC Barcelona,ESP,0-2
Group 2nd,2000-03-07,Girondins Bordeaux,FRA,Manchester United FC,ENG,1-2
Group 2nd,2000-03-07,Valencia CF,ESP,ACF Fiorentina,ITA,2-0
Group 2nd,2000-03-08,Bayern München,GER,Real Madrid CF,ESP,4-1
Group 2nd,2000-03-08,Rosenborg BK,NOR,Dinamo Kiev,UKR,1-2
Group 2nd,2000-03-08,Chelsea FC,ENG,Olympique Marseille,FRA,1-0
Group 2nd,2000-03-08,Feyenoord Rotterdam,NED,SS Lazio,ITA,0-0
Group 2nd,2000-03-14,Bayern München,GER,Rosenborg BK,NOR,2-1
Group 2nd,2000-03-14,Real Madrid CF,ESP,Dinamo Kiev,UKR,2-2
Group 2nd,2000-03-14,Feyenoord Rotterdam,NED,Chelsea FC,ENG,1-3
Group 2nd,2000-03-14,SS Lazio,ITA,Olympique Marseille,FRA,5-1
Group 2nd,2000-03-15,FC Porto,POR,Sparta Praha,CZE,2-2
Group 2nd,2000-03-15,FC Barcelona,ESP,Hertha BSC,GER,3-1
Group 2nd,2000-03-15,Manchester United FC,ENG,ACF Fiorentina,ITA,3-1
Group 2nd,2000-03-15,Girondins Bordeaux,FRA,Valencia CF,ESP,1-4
Group 2nd,2000-03-21,Hertha BSC,GER,FC Porto,POR,0-1
Group 2nd,2000-03-21,Sparta Praha,CZE,FC Barcelona,ESP,1-2
Group 2nd,2000-03-21,ACF Fiorentina,ITA,Girondins Bordeaux,FRA,3-3
Group 2nd,2000-03-21,Valencia CF,ESP,Manchester United FC,ENG,0-0
Group 2nd,2000-03-22,Dinamo Kiev,UKR,Bayern München,GER,2-0
Group 2nd,2000-03-22,Rosenborg BK,NOR,Real Madrid CF,ESP,0-1
Group 2nd,2000-03-22,Chelsea FC,ENG,SS Lazio,ITA,1-2
Group 2nd,2000-03-22,Olympique Marseille,FRA,Feyenoord Rotterdam,NED,0-0
Knockout,2000-04-04,FC Porto,POR,Bayern München,GER,1-1
Knockout,2000-04-04,Real Madrid CF,ESP,Manchester United FC,ENG,0-0
Knockout,2000-04-05,Chelsea FC,ENG,FC Barcelona,ESP,3-1
Knockout,2000-04-05,Valencia CF,ESP,SS Lazio,ITA,5-2
Knockout,2000-04-18,FC Barcelona,ESP,Chelsea FC,ENG,3-1 (*)
Knockout,2000-04-18,SS Lazio,ITA,Valencia CF,ESP,1-0
Knockout,2000-04-19,Manchester United FC,ENG,Real Madrid CF,ESP,2-3
Knockout,2000-04-19,Bayern München,GER,FC Porto,POR,2-1
Knockout,2000-05-02,Real Madrid CF,ESP,Bayern München,GER,2-0
Knockout,2000-05-02,Valencia CF,ESP,FC Barcelona,ESP,4-1
Knockout,2000-05-10,FC Barcelona,ESP,Valencia CF,ESP,2-1
Knockout,2000-05-10,Bayern München,GER,Real Madrid CF,ESP,2-1
Knockout,2000-05-24,Real Madrid CF,ESP,Valencia CF,ESP,3-0
