Stage,Date,Time,HomeTeam,HomeTeamCountry,AwayTeam,AwayTeamCountry,Score
"League, Matchday 3",2024-10-22,21:00,Juventus FC,ITA,VfB Stuttgart,GER,0-1
"League, Matchday 3",2024-10-23,18:45,Stade Brestois 29,FRA,Bayer 04 Leverkusen,GER,1-1
"League, Matchday 3",2024-10-23,18:45,Atalanta BC,ITA,Celtic FC,SCO,0-0
"League, Matchday 3",2024-10-23,21:00,BSC Young Boys,SUI,FC Internazionale Milano,ITA,0-1
"League, Matchday 3",2024-10-23,21:00,FC Barcelona,ESP,FC Bayern München,GER,4-1
"League, Matchday 3",2024-10-23,21:00,Manchester City FC,ENG,AC Sparta Praha,CZE,5-0
"League, Matchday 3",2024-10-23,21:00,RB Leipzig,GER,Liverpool FC,ENG,0-1
"League, Matchday 3",2024-10-23,21:00,Club Atlético de Madrid,ESP,Lille OSC,FRA,1-3
"League, Matchday 3",2024-10-23,21:00,Sport Lisboa e Benfica,POR,Feyenoord Rotterdam,NED,1-3
"League, Matchday 3",2024-10-23,21:00,FC Red Bull Salzburg,AUT,GNK Dinamo Zagreb,CRO,0-2
"League, Matchday 4",2024-11-05,18:45,ŠK Slovan Bratislava,SVK,GNK Dinamo Zagreb,CRO,1-4
"League, Matchday 4",2024-11-05,18:45,PSV,NED,Girona FC,ESP,4-0
"League, Matchday 4",2024-11-05,21:00,Sporting Clube de Portugal,POR,Manchester City FC,ENG,4-1
"League, Matchday 4",2024-11-05,21:00,Bologna FC 1909,ITA,AS Monaco FC,MCO,0-1
"League, Matchday 4",2024-11-05,21:00,Borussia Dortmund,GER,SK Sturm Graz,AUT,1-0
"League, Matchday 4",2024-11-05,21:00,Liverpool FC,ENG,Bayer 04 Leverkusen,GER,4-0
"League, Matchday 4",2024-11-05,21:00,Real Madrid CF,ESP,AC Milan,ITA,1-3
"League, Matchday 4",2024-11-05,21:00,Celtic FC,SCO,RB Leipzig,GER,3-1
"League, Matchday 4",2024-11-05,21:00,Lille OSC,FRA,Juventus FC,ITA,1-1
"League, Matchday 4",2024-11-06,18:45,Club Brugge KV,BEL,Aston Villa FC,ENG,1-0
"League, Matchday 4",2024-11-06,18:45,FK Shakhtar Donetsk,UKR,BSC Young Boys,SUI,2-1
"League, Matchday 4",2024-11-06,21:00,AC Sparta Praha,CZE,Stade Brestois 29,FRA,1-2
"League, Matchday 4",2024-11-06,21:00,VfB Stuttgart,GER,Atalanta BC,ITA,0-2
"League, Matchday 4",2024-11-06,21:00,FC Internazionale Milano,ITA,Arsenal FC,ENG,1-0
"League, Matchday 4",2024-11-06,21:00,Paris Saint-Germain FC,FRA,Club Atlético de Madrid,ESP,1-2
"League, Matchday 4",2024-11-06,21:00,Feyenoord Rotterdam,NED,FC Red Bull Salzburg,AUT,1-3
"League, Matchday 4",2024-11-06,21:00,FK Crvena Zvezda,SRB,FC Barcelona,ESP,2-5
"League, Matchday 4",2024-11-06,21:15,FC Bayern München,GER,Sport Lisboa e Benfica,POR,1-0
"League, Matchday 5",2024-11-26,18:45,ŠK Slovan Bratislava,SVK,AC Milan,ITA,2-3
"League, Matchday 5",2024-11-26,18:45,AC Sparta Praha,CZE,Club Atlético de Madrid,ESP,0-6
"League, Matchday 5",2024-11-26,21:00,Sporting Clube de Portugal,POR,Arsenal FC,ENG,1-5
"League, Matchday 5",2024-11-26,21:00,BSC Young Boys,SUI,Atalanta BC,ITA,1-6
"League, Matchday 5",2024-11-26,21:00,FC Bayern München,GER,Paris Saint-Germain FC,FRA,1-0
"League, Matchday 5",2024-11-26,21:00,FC Barcelona,ESP,Stade Brestois 29,FRA,3-0
"League, Matchday 5",2024-11-26,21:00,FC Internazionale Milano,ITA,RB Leipzig,GER,1-0
"League, Matchday 5",2024-11-26,21:00,Manchester City FC,ENG,Feyenoord Rotterdam,NED,3-3
"League, Matchday 5",2024-11-26,21:00,Bayer 04 Leverkusen,GER,FC Red Bull Salzburg,AUT,5-0
"League, Matchday 5",2024-11-27,18:45,SK Sturm Graz,AUT,Girona FC,ESP,1-0
"League, Matchday 5",2024-11-27,18:45,FK Crvena Zvezda,SRB,VfB Stuttgart,GER,5-1
"League, Matchday 5",2024-11-27,21:00,AS Monaco FC,MCO,Sport Lisboa e Benfica,POR,2-3
"League, Matchday 5",2024-11-27,21:00,Aston Villa FC,ENG,Juventus FC,ITA,0-0
"League, Matchday 5",2024-11-27,21:00,Bologna FC 1909,ITA,Lille OSC,FRA,1-2
"League, Matchday 5",2024-11-27,21:00,Liverpool FC,ENG,Real Madrid CF,ESP,2-0
"League, Matchday 5",2024-11-27,21:00,Celtic FC,SCO,Club Brugge KV,BEL,1-1
"League, Matchday 5",2024-11-27,21:00,GNK Dinamo Zagreb,CRO,Borussia Dortmund,GER,0-3
"League, Matchday 5",2024-11-27,21:00,PSV,NED,FK Shakhtar Donetsk,UKR,3-2
"League, Matchday 6",2024-12-10,18:45,Girona FC,ESP,Liverpool FC,ENG,0-1
"League, Matchday 6",2024-12-10,18:45,GNK Dinamo Zagreb,CRO,Celtic FC,SCO,0-0
"League, Matchday 6",2024-12-10,21:00,Stade Brestois 29,FRA,PSV,NED,1-0
"League, Matchday 6",2024-12-10,21:00,RB Leipzig,GER,Aston Villa FC,ENG,2-3
"League, Matchday 6",2024-12-10,21:00,Atalanta BC,ITA,Real Madrid CF,ESP,2-3
"League, Matchday 6",2024-12-10,21:00,Bayer 04 Leverkusen,GER,FC Internazionale Milano,ITA,1-0
"League, Matchday 6",2024-12-10,21:00,Club Brugge KV,BEL,Sporting Clube de Portugal,POR,2-1
"League, Matchday 6",2024-12-10,21:00,FK Shakhtar Donetsk,UKR,FC Bayern München,GER,1-5
"League, Matchday 6",2024-12-10,21:00,FC Red Bull Salzburg,AUT,Paris Saint-Germain FC,FRA,0-3
"League, Matchday 6",2024-12-11,18:45,Club Atlético de Madrid,ESP,ŠK Slovan Bratislava,SVK,3-1
"League, Matchday 6",2024-12-11,18:45,Lille OSC,FRA,SK Sturm Graz,AUT,3-2
"League, Matchday 6",2024-12-11,21:00,VfB Stuttgart,GER,BSC Young Boys,SUI,5-1
"League, Matchday 6",2024-12-11,21:00,Borussia Dortmund,GER,FC Barcelona,ESP,2-3
"League, Matchday 6",2024-12-11,21:00,AC Milan,ITA,FK Crvena Zvezda,SRB,2-1
"League, Matchday 6",2024-12-11,21:00,Sport Lisboa e Benfica,POR,Bologna FC 1909,ITA,0-0
"League, Matchday 6",2024-12-11,21:00,Arsenal FC,ENG,AS Monaco FC,MCO,3-0
"League, Matchday 6",2024-12-11,21:00,Juventus FC,ITA,Manchester City FC,ENG,2-0
"League, Matchday 6",2024-12-11,21:00,Feyenoord Rotterdam,NED,AC Sparta Praha,CZE,4-2
"League, Matchday 7",2025-01-21,18:45,AS Monaco FC,MCO,Aston Villa FC,ENG,1-0
"League, Matchday 7",2025-01-21,18:45,Atalanta BC,ITA,SK Sturm Graz,AUT,5-0
"League, Matchday 7",2025-01-21,21:00,Bologna FC 1909,ITA,Borussia Dortmund,GER,2-1
"League, Matchday 7",2025-01-21,21:00,ŠK Slovan Bratislava,SVK,VfB Stuttgart,GER,1-3
"League, Matchday 7",2025-01-21,21:00,Liverpool FC,ENG,Lille OSC,FRA,2-1
"League, Matchday 7",2025-01-21,21:00,Club Atlético de Madrid,ESP,Bayer 04 Leverkusen,GER,2-1
"League, Matchday 7",2025-01-21,21:00,Sport Lisboa e Benfica,POR,FC Barcelona,ESP,4-5
"League, Matchday 7",2025-01-21,21:00,Club Brugge KV,BEL,Juventus FC,ITA,0-0
"League, Matchday 7",2025-01-21,21:00,FK Crvena Zvezda,SRB,PSV,NED,2-3
"League, Matchday 7",2024-01-22,18:45,RB Leipzig,GER,Sporting Clube de Portugal,POR,2-1
"League, Matchday 7",2024-01-22,18:45,FK Shakhtar Donetsk,UKR,Stade Brestois 29,FRA,2-0
"League, Matchday 7",2024-01-22,21:00,AC Sparta Praha,CZE,FC Internazionale Milano,ITA,0-1
"League, Matchday 7",2024-01-22,21:00,Paris Saint-Germain FC,FRA,Manchester City FC,ENG,4-2
"League, Matchday 7",2024-01-22,21:00,Real Madrid CF,ESP,FC Red Bull Salzburg,AUT,5-1
"League, Matchday 7",2024-01-22,21:00,AC Milan,ITA,Girona FC,ESP,1-0
"League, Matchday 7",2024-01-22,21:00,Arsenal FC,ENG,GNK Dinamo Zagreb,CRO,3-0
"League, Matchday 7",2024-01-22,21:00,Celtic FC,SCO,BSC Young Boys,SUI,1-0
"League, Matchday 7",2024-01-22,21:00,Feyenoord Rotterdam,NED,FC Bayern München,GER,3-0
"League, Matchday 8",2024-01-29,21:00,Sporting Clube de Portugal,POR,Bologna FC 1909,ITA,1-1
"League, Matchday 8",2024-01-29,21:00,BSC Young Boys,SUI,FK Crvena Zvezda,SRB,0-1
"League, Matchday 8",2024-01-29,21:00,Aston Villa FC,ENG,Celtic FC,SCO,4-2
"League, Matchday 8",2024-01-29,21:00,Girona FC,ESP,Arsenal FC,ENG,1-2
"League, Matchday 8",2024-01-29,21:00,Stade Brestois 29,FRA,Real Madrid CF,ESP,0-3
"League, Matchday 8",2024-01-29,21:00,SK Sturm Graz,AUT,RB Leipzig,GER,1-0
"League, Matchday 8",2024-01-29,21:00,VfB Stuttgart,GER,Paris Saint-Germain FC,FRA,1-4
"League, Matchday 8",2024-01-29,21:00,FC Bayern München,GER,ŠK Slovan Bratislava,SVK,3-1
"League, Matchday 8",2024-01-29,21:00,Borussia Dortmund,GER,FK Shakhtar Donetsk,UKR,3-1
"League, Matchday 8",2024-01-29,21:00,FC Barcelona,ESP,Atalanta BC,ITA,2-2
"League, Matchday 8",2024-01-29,21:00,FC Internazionale Milano,ITA,AS Monaco FC,MCO,3-0
"League, Matchday 8",2024-01-29,21:00,Manchester City FC,ENG,Club Brugge KV,BEL,3-1
"League, Matchday 8",2024-01-29,21:00,Bayer 04 Leverkusen,GER,AC Sparta Praha,CZE,2-0
"League, Matchday 8",2024-01-29,21:00,Juventus FC,ITA,Sport Lisboa e Benfica,POR,0-2
"League, Matchday 8",2024-01-29,21:00,GNK Dinamo Zagreb,CRO,AC Milan,ITA,2-1
"League, Matchday 8",2024-01-29,21:00,Lille OSC,FRA,Feyenoord Rotterdam,NED,6-1
"League, Matchday 8",2024-01-29,21:00,PSV,NED,Liverpool FC,ENG,3-2
"League, Matchday 8",2024-01-29,21:00,FC Red Bull Salzburg,AUT,Club Atlético de Madrid,ESP,1-4
"Playoffs, Matchday 1",2024-02-11,18:45,Stade Brestois 29,FRA,Paris Saint-Germain FC,FRA,0-3
"Playoffs, Matchday 1",2024-02-11,21:00,Manchester City FC,ENG,Real Madrid CF,ESP,2-3
"Playoffs, Matchday 1",2024-02-11,21:00,Juventus FC,ITA,PSV,NED,2-1
"Playoffs, Matchday 1",2024-02-11,21:00,Sporting Clube de Portugal,POR,Borussia Dortmund,GER,0-3
"Playoffs, Matchday 1",2024-02-12,18:45,Club Brugge KV,BEL,Atalanta BC,ITA,2-1
"Playoffs, Matchday 1",2024-02-12,21:00,AS Monaco FC,MCO,Sport Lisboa e Benfica,POR,0-1
"Playoffs, Matchday 1",2024-02-12,21:00,Celtic FC,SCO,FC Bayern München,GER,1-2
"Playoffs, Matchday 1",2024-02-12,21:00,Feyenoord Rotterdam,NED,AC Milan,ITA,1-0
"Playoffs, Matchday 2",2024-02-18,18:45,AC Milan,ITA,Feyenoord Rotterdam,NED,1-1
"Playoffs, Matchday 2",2024-02-18,21:00,Sport Lisboa e Benfica,POR,AS Monaco FC,MCO,3-3
"Playoffs, Matchday 2",2024-02-18,21:00,FC Bayern München,GER,Celtic FC,SCO,1-1
"Playoffs, Matchday 2",2024-02-18,21:00,Atalanta BC,ITA,Club Brugge KV,BEL,1-3
"Playoffs, Matchday 2",2024-02-19,18:45,Borussia Dortmund,GER,Sporting Clube de Portugal,POR,0-0
"Playoffs, Matchday 2",2024-02-19,21:00,Paris Saint-Germain FC,FRA,Stade Brestois 29,FRA,7-0
"Playoffs, Matchday 2",2024-02-19,21:00,Real Madrid CF,ESP,Manchester City FC,ENG,3-1
"Playoffs, Matchday 2",2024-02-19,21:00,PSV,NED,Juventus FC,ITA,3-1
"Finals, Round of 16",2024-03-04,18:45,Club Brugge KV,BEL,Aston Villa FC,ENG,1-3
"Finals, Round of 16",2024-03-04,21:00,Real Madrid CF,ESP,Club Atlético de Madrid,ESP,2-1
"Finals, Round of 16",2024-03-04,21:00,PSV,NED,Arsenal FC,ENG,1-7
"Finals, Round of 16",2024-03-04,21:00,Borussia Dortmund,GER,Lille OSC,FRA,1-1
"Finals, Round of 16",2024-03-05,18:45,Feyenoord Rotterdam,NED,FC Internazionale Milano,ITA,0-2
"Finals, Round of 16",2024-03-05,21:00,Paris Saint-Germain FC,FRA,Liverpool FC,ENG,0-1
"Finals, Round of 16",2024-03-05,21:00,FC Bayern München,GER,Bayer 04 Leverkusen,GER,3-0
"Finals, Round of 16",2024-03-05,21:00,Sport Lisboa e Benfica,POR,FC Barcelona,ESP,0-1
"Finals, Round of 16",2024-03-11,18:45,FC Barcelona,ESP,Sport Lisboa e Benfica,POR,3-1
"Finals, Round of 16",2024-03-11,21:00,Liverpool FC,ENG,Paris Saint-Germain FC,FRA,1-4
"Finals, Round of 16",2024-03-11,21:00,FC Internazionale Milano,ITA,Feyenoord Rotterdam,NED,2-1
"Finals, Round of 16",2024-03-11,21:00,Bayer 04 Leverkusen,GER,FC Bayern München,GER,0-2
"Finals, Round of 16",2024-03-12,18:45,Lille OSC,FRA,Borussia Dortmund,GER,1-2
"Finals, Round of 16",2024-03-12,21:00,Aston Villa FC,ENG,Club Brugge KV,BEL,3-0
"Finals, Round of 16",2024-03-12,21:00,Club Atlético de Madrid,ESP,Real Madrid CF,ESP,2-4
"Finals, Round of 16",2024-03-12,21:00,Arsenal FC,ENG,PSV,NED,2-2
"Finals, Quarterfinals",2024-04-08,21:00,Arsenal FC,ENG,Real Madrid CF,ESP,3-0
"Finals, Quarterfinals",2024-04-08,21:00,FC Bayern München,GER,FC Internazionale Milano,ITA,1-2
"Finals, Quarterfinals",2024-04-09,21:00,Paris Saint-Germain FC,FRA,Aston Villa FC,ENG,3-1
"Finals, Quarterfinals",2024-04-09,21:00,FC Barcelona,ESP,Borussia Dortmund,GER,4-0
"Finals, Quarterfinals",2024-04-15,21:00,Aston Villa FC,ENG,Paris Saint-Germain FC,FRA,3-2
"Finals, Quarterfinals",2024-04-15,21:00,Borussia Dortmund,GER,FC Barcelona,ESP,3-1
"Finals, Quarterfinals",2024-04-16,21:00,Real Madrid CF,ESP,Arsenal FC,ENG,1-2
"Finals, Quarterfinals",2024-04-16,21:00,FC Internazionale Milano,ITA,FC Bayern München,GER,2-2
"Finals, Semifinals",2024-04-29,21:00,Arsenal FC,ENG,Paris Saint-Germain FC,FRA,0-1
"Finals, Semifinals",2024-04-30,21:00,FC Barcelona,ESP,FC Internazionale Milano,ITA,3-3
"Finals, Semifinals",2024-05-06,21:00,FC Internazionale Milano,ITA,FC Barcelona,ESP,4-3
"Finals, Semifinals",2024-05-07,21:00,Paris Saint-Germain FC,FRA,Arsenal FC,ENG,2-1
"Finals, Final",2024-05-31,21:00,Paris Saint-Germain FC,FRA,FC Internazionale Milano,ITA,5-0
