Stage,Date,Time,HomeTeam,HomeTeamCountry,AwayTeam,AwayTeamCountry,Score
Group E,2012-10-23,20:45,Shakhtar Donetsk,UKR,Chelsea FC,ENG,2-1
Group E,2012-10-23,20:45,FC Nordsjælland,DEN,Juventus,ITA,1-1
Group E,2012-11-07,20:45,Chelsea FC,ENG,Shakhtar Donetsk,UKR,3-2
Group E,2012-11-07,20:45,Juventus,ITA,FC Nordsjælland,DEN,4-0
Group E,2012-11-20,20:45,Juventus,ITA,Chelsea FC,ENG,3-0
Group E,2012-11-20,20:45,FC Nordsjælland,DEN,Shakhtar Donetsk,UKR,2-5
Group E,2012-12-05,20:45,Shakhtar Donetsk,UKR,Juventus,ITA,0-1
Group E,2012-12-05,20:45,Chelsea FC,ENG,FC Nordsjælland,DEN,6-1
Group F,2012-09-19,20:45,Bayern München,GER,Valencia CF,ESP,2-1
Group F,2012-09-19,20:45,Lille OSC,FRA,BATE Borisov,BLR,1-3
Group F,2012-10-02,20:45,Valencia CF,ESP,Lille OSC,FRA,2-0
Group F,2012-10-02,20:45,BATE Borisov,BLR,Bayern München,GER,3-1
Group F,2012-10-23,20:45,Lille OSC,FRA,Bayern München,GER,0-1
Group F,2012-10-23,20:45,BATE Borisov,BLR,Valencia CF,ESP,0-3
Group F,2012-11-07,20:45,Bayern München,GER,Lille OSC,FRA,6-1
Group F,2012-11-07,20:45,Valencia CF,ESP,BATE Borisov,BLR,4-2
Group F,2012-11-20,18:00,BATE Borisov,BLR,Lille OSC,FRA,0-2
Group F,2012-11-20,20:45,Valencia CF,ESP,Bayern München,GER,1-1
Group F,2012-12-05,20:45,Lille OSC,FRA,Valencia CF,ESP,0-1
Group F,2012-12-05,20:45,Bayern München,GER,BATE Borisov,BLR,4-1
Group G,2012-09-19,20:45,FC Barcelona,ESP,Spartak Moskva,RUS,3-2
Group G,2012-09-19,20:45,Celtic FC,SCO,SL Benfica,POR,0-0
Group G,2012-10-02,18:00,Spartak Moskva,RUS,Celtic FC,SCO,2-3
Group G,2012-10-02,20:45,SL Benfica,POR,FC Barcelona,ESP,0-2
Group G,2012-10-23,18:00,Spartak Moskva,RUS,SL Benfica,POR,2-1
Group G,2012-10-23,20:45,FC Barcelona,ESP,Celtic FC,SCO,2-1
Group G,2012-11-07,20:45,SL Benfica,POR,Spartak Moskva,RUS,2-0
Group G,2012-11-07,20:45,Celtic FC,SCO,FC Barcelona,ESP,2-1
Group G,2012-11-20,18:00,Spartak Moskva,RUS,FC Barcelona,ESP,0-3
Group G,2012-11-20,20:45,SL Benfica,POR,Celtic FC,SCO,2-1
Group G,2012-12-05,20:45,FC Barcelona,ESP,SL Benfica,POR,0-0
Group G,2012-12-05,20:45,Celtic FC,SCO,Spartak Moskva,RUS,2-1
Group H,2012-09-19,20:45,Manchester United,ENG,Galatasaray,TUR,1-0
Group H,2012-09-19,20:45,Sporting Braga,POR,CFR Cluj,ROU,0-2
Group H,2012-10-02,20:45,Galatasaray,TUR,Sporting Braga,POR,0-2
Group H,2012-10-02,20:45,CFR Cluj,ROU,Manchester United,ENG,1-2
Group H,2012-10-23,20:45,Manchester United,ENG,Sporting Braga,POR,3-2
Group H,2012-10-23,20:45,Galatasaray,TUR,CFR Cluj,ROU,1-1
Group H,2012-11-07,20:45,Sporting Braga,POR,Manchester United,ENG,1-3
Group H,2012-11-07,20:45,CFR Cluj,ROU,Galatasaray,TUR,1-3
Group H,2012-11-20,20:45,Galatasaray,TUR,Manchester United,ENG,1-0
Group H,2012-11-20,20:45,CFR Cluj,ROU,Sporting Braga,POR,3-1
Group H,2012-12-05,20:45,Sporting Braga,POR,Galatasaray,TUR,1-2
Group H,2012-12-05,20:45,Manchester United,ENG,CFR Cluj,ROU,0-1
Round of 16,2013-02-12,20:45,Celtic FC,SCO,Juventus,ITA,0-3
Round of 16,2013-02-12,20:45,Valencia CF,ESP,Paris Saint-Germain,FRA,1-2
Round of 16,2012-02-13,20:45,Shakhtar Donetsk,UKR,Borussia Dortmund,GER,2-2
Round of 16,2012-02-13,20:45,Real Madrid,ESP,Manchester United,ENG,1-1
Round of 16,2012-02-19,20:45,Arsenal FC,ENG,Bayern München,GER,1-3
Round of 16,2012-02-19,20:45,FC Porto,POR,Málaga CF,ESP,1-0
Round of 16,2012-02-20,20:45,Galatasaray,TUR,FC Schalke 04,GER,1-1
Round of 16,2012-02-20,20:45,AC Milan,ITA,FC Barcelona,ESP,2-0
Round of 16,2012-03-05,20:45,Borussia Dortmund,GER,Shakhtar Donetsk,UKR,3-0
Round of 16,2012-03-05,20:45,Manchester United,ENG,Real Madrid,ESP,1-2
Round of 16,2012-03-06,20:45,Juventus,ITA,Celtic FC,SCO,2-0
Round of 16,2012-03-06,20:45,Paris Saint-Germain,FRA,Valencia CF,ESP,1-1
Round of 16,2012-03-12,20:45,FC Schalke 04,GER,Galatasaray,TUR,2-3
Round of 16,2012-03-12,20:45,FC Barcelona,ESP,AC Milan,ITA,4-0
Round of 16,2012-03-13,20:45,Bayern München,GER,Arsenal FC,ENG,0-2
Round of 16,2012-03-13,20:45,Málaga CF,ESP,FC Porto,POR,2-0
Quarterfinals,2012-04-02,20:45,Paris Saint-Germain,FRA,FC Barcelona,ESP,2-2
Quarterfinals,2012-04-02,20:45,Bayern München,GER,Juventus,ITA,2-0
Quarterfinals,2012-04-03,20:45,Málaga CF,ESP,Borussia Dortmund,GER,0-0
Quarterfinals,2012-04-03,20:45,Real Madrid,ESP,Galatasaray,TUR,3-0
Quarterfinals,2012-04-09,20:45,Borussia Dortmund,GER,Málaga CF,ESP,3-2
Quarterfinals,2012-04-09,20:45,Galatasaray,TUR,Real Madrid,ESP,3-2
Quarterfinals,2012-04-10,20:45,FC Barcelona,ESP,Paris Saint-Germain,FRA,1-1
Quarterfinals,2012-04-10,20:45,Juventus,ITA,Bayern München,GER,0-2
Semifinals,2012-04-23,20:45,Bayern München,GER,FC Barcelona,ESP,4-0
Semifinals,2012-04-24,20:45,Borussia Dortmund,GER,Real Madrid,ESP,4-1
Semifinals,2012-04-30,20:45,Real Madrid,ESP,Borussia Dortmund,GER,2-0
Semifinals,2012-05-01,20:45,FC Barcelona,ESP,Bayern München,GER,0-3
Final,2012-05-25,20:45,Borussia Dortmund,GER,Bayern München,GER,1-2
