Stage,Date,Time,HomeTeam,HomeTeamCountry,AwayTeam,AwayTeamCountry,Score
Group G,2019-10-02,21:00,Zenit St. Petersburg,RUS,SL Benfica,POR,3-1
Group G,2019-10-02,21:00,RB Leipzig,GER,Olympique Lyonnais,FRA,0-2
Group G,2019-10-23,18:55,RB Leipzig,GER,Zenit St. Petersburg,RUS,2-1
Group G,2019-10-23,21:00,SL Benfica,POR,Olympique Lyonnais,FRA,2-1
Group G,2019-11-05,18:55,Zenit St. Petersburg,RUS,RB Leipzig,GER,0-2
Group G,2019-11-05,21:00,Olympique Lyonnais,FRA,SL Benfica,POR,3-1
Group G,2019-11-27,18:55,Zenit St. Petersburg,RUS,Olympique Lyonnais,FRA,2-0
Group G,2019-11-27,21:00,RB Leipzig,GER,SL Benfica,POR,2-2
Group G,2019-12-10,21:00,SL Benfica,POR,Zenit St. Petersburg,RUS,3-0
Group G,2019-12-10,21:00,Olympique Lyonnais,FRA,RB Leipzig,GER,2-2
Group H,2019-09-17,21:00,Chelsea FC,ENG,Valencia CF,ESP,0-1
Group H,2019-09-17,21:00,AFC Ajax,NED,Lille OSC,FRA,3-0
Group H,2019-10-02,21:00,Valencia CF,ESP,AFC Ajax,NED,0-3
Group H,2019-10-02,21:00,Lille OSC,FRA,Chelsea FC,ENG,1-2
Group H,2019-10-23,18:55,AFC Ajax,NED,Chelsea FC,ENG,0-1
Group H,2019-10-23,21:00,Lille OSC,FRA,Valencia CF,ESP,1-1
Group H,2019-11-05,21:00,Chelsea FC,ENG,AFC Ajax,NED,4-4
Group H,2019-11-05,21:00,Valencia CF,ESP,Lille OSC,FRA,4-1
Group H,2019-11-27,18:55,Valencia CF,ESP,Chelsea FC,ENG,2-2
Group H,2019-11-27,21:00,Lille OSC,FRA,AFC Ajax,NED,0-2
Group H,2019-12-10,21:00,Chelsea FC,ENG,Lille OSC,FRA,2-1
Group H,2019-12-10,21:00,AFC Ajax,NED,Valencia CF,ESP,0-1
Round of 16,2020-02-18,21:00,Borussia Dortmund,GER,Paris Saint-Germain,FRA,2-1
Round of 16,2020-02-18,21:00,Atlético Madrid,ESP,Liverpool FC,ENG,1-0
Round of 16,2019-02-19,21:00,Atalanta,ITA,Valencia CF,ESP,4-1
Round of 16,2019-02-19,21:00,Tottenham Hotspur,ENG,RB Leipzig,GER,0-1
Round of 16,2019-02-25,21:00,Chelsea FC,ENG,Bayern München,GER,0-3
Round of 16,2019-02-25,21:00,SSC Napoli,ITA,FC Barcelona,ESP,1-1
Round of 16,2019-02-26,21:00,Real Madrid,ESP,Manchester City,ENG,1-2
Round of 16,2019-02-26,21:00,Olympique Lyonnais,FRA,Juventus,ITA,1-0
Round of 16,2019-03-10,21:00,Valencia CF,ESP,Atalanta,ITA,3-4
Round of 16,2019-03-10,21:00,RB Leipzig,GER,Tottenham Hotspur,ENG,3-0
Round of 16,2019-03-11,21:00,Paris Saint-Germain,FRA,Borussia Dortmund,GER,2-0
Round of 16,2019-03-11,21:00,Liverpool FC,ENG,Atlético Madrid,ESP,2-3
Round of 16,2019-08-07,21:00,Manchester City,ENG,Real Madrid,ESP,2-1
Round of 16,2019-08-07,21:00,Juventus,ITA,Olympique Lyonnais,FRA,2-1
Round of 16,2019-08-08,21:00,Bayern München,GER,Chelsea FC,ENG,4-1
Round of 16,2019-08-08,21:00,FC Barcelona,ESP,SSC Napoli,ITA,3-1
Quarterfinals,2019-08-12,21:00,Atalanta,ITA,Paris Saint-Germain,FRA,1-2
Quarterfinals,2019-08-13,21:00,RB Leipzig,GER,Atlético Madrid,ESP,2-1
Quarterfinals,2019-08-14,21:00,FC Barcelona,ESP,Bayern München,GER,2-8
Quarterfinals,2019-08-15,21:00,Manchester City,ENG,Olympique Lyonnais,FRA,1-3
Semifinals,2019-08-18,21:00,RB Leipzig,GER,Paris Saint-Germain,FRA,0-3
Semifinals,2019-08-19,21:00,Olympique Lyonnais,FRA,Bayern München,GER,0-3
Final,2019-08-23,21:00,Paris Saint-Germain,FRA,Bayern München,GER,0-1
