Stage,Date,HomeTeam,HomeTeamCountry,AwayTeam,AwayTeamCountry,Score
Group,1994-10-19,Hajduk Split,CRO,RSC Anderlecht,BEL,2-1
Group,1994-10-19,FC RB Salzburg,AUT,AFC Ajax,NED,0-0
Group,1994-10-19,AEK Athens,GRE,AC Milan,ITA,0-0
Group,1994-11-02,Galatasaray İstanbul AŞ,TUR,IFK Goteborg,SWE,0-1
Group,1994-11-02,FC Barcelona,ESP,Manchester United FC,ENG,4-0
Group,1994-11-02,Paris Saint-Germain,FRA,Dinamo Kiev,UKR,1-0
Group,1994-11-02,Bayern München,GER,Spartak Moskva,RUS,2-2
Group,1994-11-02,RSC Anderlecht,BEL,Hajduk Split,CRO,0-0
Group,1994-11-02,Steaua Bucuresti,ROU,SL Benfica,POR,1-1
Group,1994-11-02,AFC Ajax,NED,FC RB Salzburg,AUT,1-1
Group,1994-11-02,AC Milan,ITA,AEK Athens,GRE,2-1
Group,1994-11-23,IFK Goteborg,SWE,Manchester United FC,ENG,3-1
Group,1994-11-23,Galatasaray İstanbul AŞ,TUR,FC Barcelona,ESP,2-1
Group,1994-11-23,Spartak Moskva,RUS,Dinamo Kiev,UKR,1-0
Group,1994-11-23,Bayern München,GER,Paris Saint-Germain,FRA,0-1
Group,1994-11-23,SL Benfica,POR,Hajduk Split,CRO,2-1
Group,1994-11-23,Steaua Bucuresti,ROU,RSC Anderlecht,BEL,1-1
Group,1994-11-23,AEK Athens,GRE,FC RB Salzburg,AUT,1-3
Group,1994-11-23,AC Milan,ITA,AFC Ajax,NED,0-2
Group,1994-12-07,FC Barcelona,ESP,IFK Goteborg,SWE,1-1
Group,1994-12-07,Manchester United FC,ENG,Galatasaray İstanbul AŞ,TUR,4-0
Group,1994-12-07,Dinamo Kiev,UKR,Bayern München,GER,1-4
Group,1994-12-07,Paris Saint-Germain,FRA,Spartak Moskva,RUS,4-1
Group,1994-12-07,RSC Anderlecht,BEL,SL Benfica,POR,1-1
Group,1994-12-07,Hajduk Split,CRO,Steaua Bucuresti,ROU,1-4
Group,1994-12-07,FC RB Salzburg,AUT,AC Milan,ITA,0-1
Group,1994-12-07,AFC Ajax,NED,AEK Athens,GRE,2-0
Knockout,1995-03-01,Bayern München,GER,IFK Goteborg,SWE,0-0
Knockout,1995-03-01,AC Milan,ITA,SL Benfica,POR,2-0
Knockout,1995-03-01,Hajduk Split,CRO,AFC Ajax,NED,0-0
Knockout,1995-03-01,FC Barcelona,ESP,Paris Saint-Germain,FRA,1-1
Knockout,1995-03-15,IFK Goteborg,SWE,Bayern München,GER,2-2
Knockout,1995-03-15,SL Benfica,POR,AC Milan,ITA,0-0
Knockout,1995-03-15,Paris Saint-Germain,FRA,FC Barcelona,ESP,2-1
Knockout,1995-03-15,AFC Ajax,NED,Hajduk Split,CRO,3-0
Knockout,1995-04-05,Paris Saint-Germain,FRA,AC Milan,ITA,0-1
Knockout,1995-04-05,Bayern München,GER,AFC Ajax,NED,0-0
Knockout,1995-04-19,AFC Ajax,NED,Bayern München,GER,5-2
Knockout,1995-04-19,AC Milan,ITA,Paris Saint-Germain,FRA,2-0
Knockout,1995-05-24,AFC Ajax,NED,AC Milan,ITA,1-0
