Stage,Date,HomeTeam,HomeTeamCountry,AwayTeam,AwayTeamCountry,Score
Qualifying,2002-07-31,Skonto,LVA,Levski Sofia,BUL,0-0
Qualifying,2002-07-31,Hammarby,SWE,Partizan Belgrade,SRB,1-1
Qualifying,2002-07-31,Sparta Praha,CZE,Torpedo Kutaisi,GEO,3-0
Qualifying,2002-07-31,Lillestrom,NOR,Zeljeznicar Sarajevo,BIH,0-1
Qualifying,2002-08-07,NK Zagreb,CRO,Zalaegerszegi TE,HUN,2-1
Qualifying,2002-08-07,APOEL Nikosia,CYP,NK Maribor,SVN,4-2
Qualifying,2002-08-07,Basel,SUI,MSK Zilina,SVK,3-0
Qualifying,2002-08-07,Belshina Bobruisk,BLR,Maccabi Haifa,ISR,0-1
Qualifying,2002-08-07,Hibernians,MLT,Boavista FC,POR,3-3
Qualifying,2002-08-07,Dinamo Tirana,ALB,Brondby IF,DEN,0-4
Qualifying,2002-08-07,Dinamo Bucuresti,ROU,Club Brugge,BEL,0-1
Qualifying,2002-08-07,Pyunik,ARM,Dinamo Kiev,UKR,2-2
Qualifying,2002-08-07,Grazer AK,AUT,Sheriff Tiraspol,MDA,2-0
Qualifying,2002-08-07,Legia Warsaw,POL,Vardar Skopje,MKD,1-1
Qualifying,2002-08-07,Levski Sofia,BUL,Skonto,LVA,2-0
Qualifying,2002-08-07,Zeljeznicar Sarajevo,BIH,Lillestrom,NOR,1-0
Qualifying,2002-08-07,Torpedo Kutaisi,GEO,Sparta Praha,CZE,1-2
Qualifying,2002-08-07,Partizan Belgrade,SRB,Hammarby,SWE,4-0
Qualifying,2002-08-13,Shakhtar Donetsk,UKR,Club Brugge,BEL,1-1
Qualifying,2002-08-13,AC Milan,ITA,Slovan Liberec,CZE,1-0
Qualifying,2002-08-13,Celtic FC,SCO,Basel,SUI,3-1
Qualifying,2002-08-13,KRC Genk,BEL,Sparta Praha,CZE,2-0
Qualifying,2002-08-13,APOEL Nikosia,CYP,AEK Athens,GRE,2-3
Qualifying,2002-08-13,Boavista FC,POR,AJ Auxerre,FRA,0-1
Qualifying,2002-08-13,FC Barcelona,ESP,Legia Warsaw,POL,3-0
Qualifying,2002-08-13,Rosenborg BK,NOR,Brondby IF,DEN,1-0
Qualifying,2002-08-13,Partizan Belgrade,SRB,Bayern München,GER,0-3
Qualifying,2002-08-13,Grazer AK,AUT,Lokomotiv Moskva,RUS,0-2
Qualifying,2002-08-13,Sporting CP,POR,Internazionale,ITA,0-0
Qualifying,2002-08-13,Maccabi Haifa,ISR,SK Sturm Graz,AUT,2-0
Qualifying,2002-08-13,Zalaegerszegi TE,HUN,Manchester United FC,ENG,1-0
Qualifying,2002-08-13,Zeljeznicar Sarajevo,BIH,Newcastle United FC,ENG,0-1
Qualifying,2002-08-13,Feyenoord Rotterdam,NED,Fenerbahçe İstanbul SK,TUR,1-0
Qualifying,2002-08-14,Levski Sofia,BUL,Dinamo Kiev,UKR,0-1
Qualifying,2002-08-27,Club Brugge,BEL,Shakhtar Donetsk,UKR,1-1 (*)
Qualifying,2002-08-27,Slovan Liberec,CZE,AC Milan,ITA,2-1
Qualifying,2002-08-27,Basel,SUI,Celtic FC,SCO,2-0
Qualifying,2002-08-27,Sparta Praha,CZE,KRC Genk,BEL,4-2
Qualifying,2002-08-27,AEK Athens,GRE,APOEL Nikosia,CYP,1-0
Qualifying,2002-08-27,AJ Auxerre,FRA,Boavista FC,POR,0-0
Qualifying,2002-08-27,Legia Warsaw,POL,FC Barcelona,ESP,0-1
Qualifying,2002-08-27,Brondby IF,DEN,Rosenborg BK,NOR,2-3
Qualifying,2002-08-27,Dinamo Kiev,UKR,Levski Sofia,BUL,1-0
Qualifying,2002-08-27,Fenerbahçe İstanbul SK,TUR,Feyenoord Rotterdam,NED,0-2
Qualifying,2002-08-27,Lokomotiv Moskva,RUS,Grazer AK,AUT,3-3
Qualifying,2002-08-27,Internazionale,ITA,Sporting CP,POR,2-0
Qualifying,2002-08-27,SK Sturm Graz,AUT,Maccabi Haifa,ISR,3-3
Qualifying,2002-08-27,Manchester United FC,ENG,Zalaegerszegi TE,HUN,5-0
Qualifying,2002-08-27,Bayern München,GER,Partizan Belgrade,SRB,3-1
Qualifying,2002-08-27,Newcastle United FC,ENG,Zeljeznicar Sarajevo,BIH,4-0
Group 1st,2002-09-17,Arsenal FC,ENG,Borussia Dortmund,GER,2-0
Group 1st,2002-09-17,AJ Auxerre,FRA,PSV Eindhoven,NED,0-0
Group 1st,2002-09-17,Basel,SUI,Spartak Moskva,RUS,2-0
Group 1st,2002-09-17,Valencia CF,ESP,Liverpool FC,ENG,2-0
Group 1st,2002-09-17,AS Roma,ITA,Real Madrid CF,ESP,0-3
Group 1st,2002-09-17,KRC Genk,BEL,AEK Athens,GRE,0-0
Group 1st,2002-09-17,AFC Ajax,NED,Olympique Lyon,FRA,2-1
Group 1st,2002-09-17,Rosenborg BK,NOR,Internazionale,ITA,2-2
Group 1st,2002-09-18,Feyenoord Rotterdam,NED,Juventus,ITA,1-1
Group 1st,2002-09-18,Dinamo Kiev,UKR,Newcastle United FC,ENG,2-0
Group 1st,2002-09-18,Manchester United FC,ENG,Maccabi Haifa,ISR,5-2
Group 1st,2002-09-18,Olympiacos,GRE,Bayer 04 Leverkusen,GER,6-2
Group 1st,2002-09-18,Bayern München,GER,Deportivo La Coruna,ESP,2-3
Group 1st,2002-09-18,AC Milan,ITA,RC Lens,FRA,2-1
Group 1st,2002-09-18,Lokomotiv Moskva,RUS,Galatasaray İstanbul AŞ,TUR,0-2
Group 1st,2002-09-18,FC Barcelona,ESP,Club Brugge,BEL,3-2
Group 1st,2002-09-24,Newcastle United FC,ENG,Feyenoord Rotterdam,NED,0-1
Group 1st,2002-09-24,Juventus,ITA,Dinamo Kiev,UKR,5-0
Group 1st,2002-09-24,Bayer 04 Leverkusen,GER,Manchester United FC,ENG,1-2
Group 1st,2002-09-24,Maccabi Haifa,ISR,Olympiacos,GRE,3-0
Group 1st,2002-09-24,Deportivo La Coruna,ESP,AC Milan,ITA,0-4
Group 1st,2002-09-24,RC Lens,FRA,Bayern München,GER,1-1
Group 1st,2002-09-24,Club Brugge,BEL,Lokomotiv Moskva,RUS,0-0
Group 1st,2002-09-24,Galatasaray İstanbul AŞ,TUR,FC Barcelona,ESP,0-2
Group 1st,2002-09-25,PSV Eindhoven,NED,Arsenal FC,ENG,0-4
Group 1st,2002-09-25,Borussia Dortmund,GER,AJ Auxerre,FRA,2-1
Group 1st,2002-09-25,Spartak Moskva,RUS,Valencia CF,ESP,0-3
Group 1st,2002-09-25,Liverpool FC,ENG,Basel,SUI,1-1
Group 1st,2002-09-25,AEK Athens,GRE,AS Roma,ITA,0-0
Group 1st,2002-09-25,Real Madrid CF,ESP,KRC Genk,BEL,6-0
Group 1st,2002-09-25,Internazionale,ITA,AFC Ajax,NED,1-0
Group 1st,2002-09-25,Olympique Lyon,FRA,Rosenborg BK,NOR,5-0
Group 1st,2002-10-01,Feyenoord Rotterdam,NED,Dinamo Kiev,UKR,0-0
Group 1st,2002-10-01,Juventus,ITA,Newcastle United FC,ENG,2-0
Group 1st,2002-10-01,Maccabi Haifa,ISR,Bayer 04 Leverkusen,GER,0-2
Group 1st,2002-10-01,Manchester United FC,ENG,Olympiacos,GRE,4-0
Group 1st,2002-10-01,Deportivo La Coruna,ESP,RC Lens,FRA,3-1
Group 1st,2002-10-01,Bayern München,GER,AC Milan,ITA,1-2
Group 1st,2002-10-01,Galatasaray İstanbul AŞ,TUR,Club Brugge,BEL,0-0
Group 1st,2002-10-01,Lokomotiv Moskva,RUS,FC Barcelona,ESP,1-3
Group 1st,2002-10-02,AJ Auxerre,FRA,Arsenal FC,ENG,0-1
Group 1st,2002-10-02,PSV Eindhoven,NED,Borussia Dortmund,GER,1-3
Group 1st,2002-10-02,Liverpool FC,ENG,Spartak Moskva,RUS,5-0
Group 1st,2002-10-02,Valencia CF,ESP,Basel,SUI,6-2
Group 1st,2002-10-02,KRC Genk,BEL,AS Roma,ITA,0-1
Group 1st,2002-10-02,AEK Athens,GRE,Real Madrid CF,ESP,3-3
Group 1st,2002-10-02,Rosenborg BK,NOR,AFC Ajax,NED,0-0
Group 1st,2002-10-02,Internazionale,ITA,Olympique Lyon,FRA,1-2
Group 1st,2002-10-22,Borussia Dortmund,GER,PSV Eindhoven,NED,1-1
Group 1st,2002-10-22,Arsenal FC,ENG,AJ Auxerre,FRA,1-2
Group 1st,2002-10-22,Spartak Moskva,RUS,Liverpool FC,ENG,1-3
Group 1st,2002-10-22,Basel,SUI,Valencia CF,ESP,2-2
Group 1st,2002-10-22,AS Roma,ITA,KRC Genk,BEL,0-0
Group 1st,2002-10-22,Real Madrid CF,ESP,AEK Athens,GRE,2-2
Group 1st,2002-10-22,Olympique Lyon,FRA,Internazionale,ITA,3-3
Group 1st,2002-10-22,AFC Ajax,NED,Rosenborg BK,NOR,1-1
Group 1st,2002-10-23,Dinamo Kiev,UKR,Feyenoord Rotterdam,NED,2-0
Group 1st,2002-10-23,Newcastle United FC,ENG,Juventus,ITA,1-0
Group 1st,2002-10-23,Bayer 04 Leverkusen,GER,Maccabi Haifa,ISR,2-1
Group 1st,2002-10-23,Olympiacos,GRE,Manchester United FC,ENG,2-3
Group 1st,2002-10-23,RC Lens,FRA,Deportivo La Coruna,ESP,3-1
Group 1st,2002-10-23,AC Milan,ITA,Bayern München,GER,2-1
Group 1st,2002-10-23,FC Barcelona,ESP,Lokomotiv Moskva,RUS,1-0
Group 1st,2002-10-23,Club Brugge,BEL,Galatasaray İstanbul AŞ,TUR,3-1
Group 1st,2002-10-29,Juventus,ITA,Feyenoord Rotterdam,NED,2-0
Group 1st,2002-10-29,Newcastle United FC,ENG,Dinamo Kiev,UKR,2-1
Group 1st,2002-10-29,Bayer 04 Leverkusen,GER,Olympiacos,GRE,2-0
Group 1st,2002-10-29,Maccabi Haifa,ISR,Manchester United FC,ENG,3-0
Group 1st,2002-10-29,Deportivo La Coruna,ESP,Bayern München,GER,2-1
Group 1st,2002-10-29,RC Lens,FRA,AC Milan,ITA,2-1
Group 1st,2002-10-29,Galatasaray İstanbul AŞ,TUR,Lokomotiv Moskva,RUS,1-2
Group 1st,2002-10-29,Club Brugge,BEL,FC Barcelona,ESP,0-1
Group 1st,2002-10-30,Borussia Dortmund,GER,Arsenal FC,ENG,2-1
Group 1st,2002-10-30,PSV Eindhoven,NED,AJ Auxerre,FRA,3-0
Group 1st,2002-10-30,Liverpool FC,ENG,Valencia CF,ESP,0-1
Group 1st,2002-10-30,AEK Athens,GRE,KRC Genk,BEL,1-1
Group 1st,2002-10-30,Real Madrid CF,ESP,AS Roma,ITA,0-1
Group 1st,2002-10-30,Olympique Lyon,FRA,AFC Ajax,NED,0-2
Group 1st,2002-10-30,Internazionale,ITA,Rosenborg BK,NOR,3-0
Group 1st,2002-11-05,Spartak Moskva,RUS,Basel,SUI,0-2
Group 1st,2002-11-12,Arsenal FC,ENG,PSV Eindhoven,NED,0-0
Group 1st,2002-11-12,AJ Auxerre,FRA,Borussia Dortmund,GER,1-0
Group 1st,2002-11-12,Valencia CF,ESP,Spartak Moskva,RUS,3-0
Group 1st,2002-11-12,Basel,SUI,Liverpool FC,ENG,3-3
Group 1st,2002-11-12,AS Roma,ITA,AEK Athens,GRE,1-1
Group 1st,2002-11-12,KRC Genk,BEL,Real Madrid CF,ESP,1-1
Group 1st,2002-11-12,AFC Ajax,NED,Internazionale,ITA,1-2
Group 1st,2002-11-12,Rosenborg BK,NOR,Olympique Lyon,FRA,1-1
Group 1st,2002-11-13,Dinamo Kiev,UKR,Juventus,ITA,1-2
Group 1st,2002-11-13,Feyenoord Rotterdam,NED,Newcastle United FC,ENG,2-3
Group 1st,2002-11-13,Manchester United FC,ENG,Bayer 04 Leverkusen,GER,2-0
Group 1st,2002-11-13,Olympiacos,GRE,Maccabi Haifa,ISR,3-3
Group 1st,2002-11-13,AC Milan,ITA,Deportivo La Coruna,ESP,1-2
Group 1st,2002-11-13,Bayern München,GER,RC Lens,FRA,3-3
Group 1st,2002-11-13,Lokomotiv Moskva,RUS,Club Brugge,BEL,2-0
Group 1st,2002-11-13,FC Barcelona,ESP,Galatasaray İstanbul AŞ,TUR,3-1
Group 2nd,2002-11-26,AC Milan,ITA,Real Madrid CF,ESP,1-0
Group 2nd,2002-11-26,Lokomotiv Moskva,RUS,Borussia Dortmund,GER,1-2
Group 2nd,2002-11-26,Deportivo La Coruna,ESP,Juventus,ITA,2-2
Group 2nd,2002-11-26,Basel,SUI,Manchester United FC,ENG,1-3
Group 2nd,2002-11-27,Bayer 04 Leverkusen,GER,FC Barcelona,ESP,1-2
Group 2nd,2002-11-27,Newcastle United FC,ENG,Internazionale,ITA,1-4
Group 2nd,2002-11-27,Valencia CF,ESP,AFC Ajax,NED,1-1
Group 2nd,2002-11-27,AS Roma,ITA,Arsenal FC,ENG,1-3
Group 2nd,2002-12-10,Internazionale,ITA,Bayer 04 Leverkusen,GER,3-2
Group 2nd,2002-12-10,AFC Ajax,NED,AS Roma,ITA,2-1
Group 2nd,2002-12-10,Arsenal FC,ENG,Valencia CF,ESP,0-0
Group 2nd,2002-12-11,FC Barcelona,ESP,Newcastle United FC,ENG,3-1
Group 2nd,2002-12-11,Real Madrid CF,ESP,Lokomotiv Moskva,RUS,2-2
Group 2nd,2002-12-11,Borussia Dortmund,GER,AC Milan,ITA,0-1
Group 2nd,2002-12-11,Manchester United FC,ENG,Deportivo La Coruna,ESP,2-0
Group 2nd,2002-12-11,Juventus,ITA,Basel,SUI,4-0
Group 2nd,2003-02-18,Bayer 04 Leverkusen,GER,Newcastle United FC,ENG,1-3
Group 2nd,2003-02-18,FC Barcelona,ESP,Internazionale,ITA,3-0
Group 2nd,2003-02-18,Arsenal FC,ENG,AFC Ajax,NED,1-1
Group 2nd,2003-02-18,AS Roma,ITA,Valencia CF,ESP,0-1
Group 2nd,2003-02-19,AC Milan,ITA,Lokomotiv Moskva,RUS,1-0
Group 2nd,2003-02-19,Real Madrid CF,ESP,Borussia Dortmund,GER,2-1
Group 2nd,2003-02-19,Basel,SUI,Deportivo La Coruna,ESP,1-0
Group 2nd,2003-02-19,Manchester United FC,ENG,Juventus,ITA,2-1
Group 2nd,2003-02-25,Lokomotiv Moskva,RUS,AC Milan,ITA,0-1
Group 2nd,2003-02-25,Borussia Dortmund,GER,Real Madrid CF,ESP,1-1
Group 2nd,2003-02-25,Deportivo La Coruna,ESP,Basel,SUI,1-0
Group 2nd,2003-02-25,Juventus,ITA,Manchester United FC,ENG,0-3
Group 2nd,2003-02-26,Newcastle United FC,ENG,Bayer 04 Leverkusen,GER,3-1
Group 2nd,2003-02-26,Internazionale,ITA,FC Barcelona,ESP,0-0
Group 2nd,2003-02-26,Valencia CF,ESP,AS Roma,ITA,0-3
Group 2nd,2003-02-26,AFC Ajax,NED,Arsenal FC,ENG,0-0
Group 2nd,2003-03-11,FC Barcelona,ESP,Bayer 04 Leverkusen,GER,2-0
Group 2nd,2003-03-11,Internazionale,ITA,Newcastle United FC,ENG,2-2
Group 2nd,2003-03-11,AFC Ajax,NED,Valencia CF,ESP,1-1
Group 2nd,2003-03-11,Arsenal FC,ENG,AS Roma,ITA,1-1
Group 2nd,2003-03-12,Real Madrid CF,ESP,AC Milan,ITA,3-1
Group 2nd,2003-03-12,Borussia Dortmund,GER,Lokomotiv Moskva,RUS,3-0
Group 2nd,2003-03-12,Manchester United FC,ENG,Basel,SUI,1-1
Group 2nd,2003-03-12,Juventus,ITA,Deportivo La Coruna,ESP,3-2
Group 2nd,2003-03-18,Lokomotiv Moskva,RUS,Real Madrid CF,ESP,0-1
Group 2nd,2003-03-18,AC Milan,ITA,Borussia Dortmund,GER,0-1
Group 2nd,2003-03-18,Deportivo La Coruna,ESP,Manchester United FC,ENG,2-0
Group 2nd,2003-03-18,Basel,SUI,Juventus,ITA,2-1
Group 2nd,2003-03-19,Bayer 04 Leverkusen,GER,Internazionale,ITA,0-2
Group 2nd,2003-03-19,Newcastle United FC,ENG,FC Barcelona,ESP,0-2
Group 2nd,2003-03-19,Valencia CF,ESP,Arsenal FC,ENG,2-1
Group 2nd,2003-03-19,AS Roma,ITA,AFC Ajax,NED,1-1
Knockout,2003-04-08,AFC Ajax,NED,AC Milan,ITA,0-0
Knockout,2003-04-08,Real Madrid CF,ESP,Manchester United FC,ENG,3-1
Knockout,2003-04-09,Internazionale,ITA,Valencia CF,ESP,1-0
Knockout,2003-04-09,Juventus,ITA,FC Barcelona,ESP,1-1
Knockout,2003-04-22,Valencia CF,ESP,Internazionale,ITA,2-1
Knockout,2003-04-22,FC Barcelona,ESP,Juventus,ITA,1-1 (*)
Knockout,2003-04-23,AC Milan,ITA,AFC Ajax,NED,3-2
Knockout,2003-04-23,Manchester United FC,ENG,Real Madrid CF,ESP,4-3
Knockout,2003-05-06,Real Madrid CF,ESP,Juventus,ITA,2-1
Knockout,2003-05-07,AC Milan,ITA,Internazionale,ITA,0-0
Knockout,2003-05-13,Internazionale,ITA,AC Milan,ITA,1-1
Knockout,2003-05-14,Juventus,ITA,Real Madrid CF,ESP,3-1
Knockout,2003-05-28,AC Milan,ITA,Juventus,ITA,0-0 (*)
