Stage,Date,Time,HomeTeam,HomeTeamCountry,AwayTeam,AwayTeamCountry,Score
Group B,2017-12-05,20:45,Bayern München,GER,Paris Saint-Germain,FRA,3-1
Group B,2017-12-05,20:45,Celtic FC,SCO,RSC Anderlecht,BEL,0-1
Group C,2017-09-12,20:45,AS Roma,ITA,Atlético Madrid,ESP,0-0
Group C,2017-09-12,20:45,Chelsea FC,ENG,Qarabağ FK,AZE,6-0
Group C,2017-09-27,18:00,Qarabağ FK,AZE,AS Roma,ITA,1-2
Group C,2017-09-27,20:45,Atlético Madrid,ESP,Chelsea FC,ENG,1-2
Group C,2017-10-18,18:00,Qarabağ FK,AZE,Atlético Madrid,ESP,0-0
Group C,2017-10-18,20:45,Chelsea FC,ENG,AS Roma,ITA,3-3
Group C,2017-10-31,20:45,AS Roma,ITA,Chelsea FC,ENG,3-0
Group C,2017-10-31,20:45,Atlético Madrid,ESP,Qarabağ FK,AZE,1-1
Group C,2017-11-22,18:00,Qarabağ FK,AZE,Chelsea FC,ENG,0-4
Group C,2017-11-22,20:45,Atlético Madrid,ESP,AS Roma,ITA,2-0
Group C,2017-12-05,20:45,Chelsea FC,ENG,Atlético Madrid,ESP,1-1
Group C,2017-12-05,20:45,AS Roma,ITA,Qarabağ FK,AZE,1-0
Group D,2017-09-12,20:45,FC Barcelona,ESP,Juventus,ITA,3-0
Group D,2017-09-12,20:45,Olympiakos Piraeus,GRE,Sporting CP,POR,2-3
Group D,2017-09-27,20:45,Juventus,ITA,Olympiakos Piraeus,GRE,2-0
Group D,2017-09-27,20:45,Sporting CP,POR,FC Barcelona,ESP,0-1
Group D,2017-10-18,20:45,FC Barcelona,ESP,Olympiakos Piraeus,GRE,3-1
Group D,2017-10-18,20:45,Juventus,ITA,Sporting CP,POR,2-1
Group D,2017-10-31,20:45,Olympiakos Piraeus,GRE,FC Barcelona,ESP,0-0
Group D,2017-10-31,20:45,Sporting CP,POR,Juventus,ITA,1-1
Group D,2017-11-22,20:45,Juventus,ITA,FC Barcelona,ESP,0-0
Group D,2017-11-22,20:45,Sporting CP,POR,Olympiakos Piraeus,GRE,3-1
Group D,2017-12-05,20:45,FC Barcelona,ESP,Sporting CP,POR,2-0
Group D,2017-12-05,20:45,Olympiakos Piraeus,GRE,Juventus,ITA,0-2
Group E,2017-09-13,20:45,Liverpool FC,ENG,Sevilla FC,ESP,2-2
Group E,2017-09-13,20:45,NK Maribor,SVN,Spartak Moskva,RUS,1-1
Group E,2017-09-26,20:45,Spartak Moskva,RUS,Liverpool FC,ENG,1-1
Group E,2017-09-26,20:45,Sevilla FC,ESP,NK Maribor,SVN,3-0
Group E,2017-10-17,20:45,Spartak Moskva,RUS,Sevilla FC,ESP,5-1
Group E,2017-10-17,20:45,NK Maribor,SVN,Liverpool FC,ENG,0-7
Group E,2017-11-01,20:45,Sevilla FC,ESP,Spartak Moskva,RUS,2-1
Group E,2017-11-01,20:45,Liverpool FC,ENG,NK Maribor,SVN,3-0
Group E,2017-11-21,18:00,Spartak Moskva,RUS,NK Maribor,SVN,1-1
Group E,2017-11-21,20:45,Sevilla FC,ESP,Liverpool FC,ENG,3-3
Group E,2017-12-06,20:45,Liverpool FC,ENG,Spartak Moskva,RUS,7-0
Group E,2017-12-06,20:45,NK Maribor,SVN,Sevilla FC,ESP,1-1
Group F,2017-09-13,20:45,Shakhtar Donetsk,UKR,SSC Napoli,ITA,2-1
Group F,2017-09-13,20:45,Feyenoord,NED,Manchester City,ENG,0-4
Group F,2017-09-26,20:45,Manchester City,ENG,Shakhtar Donetsk,UKR,2-0
Group F,2017-09-26,20:45,SSC Napoli,ITA,Feyenoord,NED,3-1
Group F,2017-10-17,20:45,Manchester City,ENG,SSC Napoli,ITA,2-1
Group F,2017-10-17,20:45,Feyenoord,NED,Shakhtar Donetsk,UKR,1-2
Group F,2017-11-01,20:45,SSC Napoli,ITA,Manchester City,ENG,2-4
Group F,2017-11-01,20:45,Shakhtar Donetsk,UKR,Feyenoord,NED,3-1
Group F,2017-11-21,20:45,SSC Napoli,ITA,Shakhtar Donetsk,UKR,3-0
Group F,2017-11-21,20:45,Manchester City,ENG,Feyenoord,NED,1-0
Group F,2017-12-06,20:45,Shakhtar Donetsk,UKR,Manchester City,ENG,2-1
Group F,2017-12-06,20:45,Feyenoord,NED,SSC Napoli,ITA,2-1
Group G,2017-09-13,20:45,FC Porto,POR,Beşiktaş,TUR,1-3
Group G,2017-09-13,20:45,RB Leipzig,GER,AS Monaco,FRA,1-1
Group G,2017-09-26,20:45,AS Monaco,FRA,FC Porto,POR,0-3
Group G,2017-09-26,20:45,Beşiktaş,TUR,RB Leipzig,GER,2-0
Group G,2017-10-17,20:45,AS Monaco,FRA,Beşiktaş,TUR,1-2
Group G,2017-10-17,20:45,RB Leipzig,GER,FC Porto,POR,3-2
Group G,2017-11-01,18:00,Beşiktaş,TUR,AS Monaco,FRA,1-1
Group G,2017-11-01,20:45,FC Porto,POR,RB Leipzig,GER,3-1
Group G,2017-11-21,18:00,Beşiktaş,TUR,FC Porto,POR,1-1
Group G,2017-11-21,20:45,AS Monaco,FRA,RB Leipzig,GER,1-4
Group G,2017-12-06,20:45,FC Porto,POR,AS Monaco,FRA,5-2
Group G,2017-12-06,20:45,RB Leipzig,GER,Beşiktaş,TUR,1-2
Group H,2017-09-13,20:45,Tottenham Hotspur,ENG,Borussia Dortmund,GER,3-1
Group H,2017-09-13,20:45,Real Madrid,ESP,APOEL Nikosia,CYP,3-0
Group H,2017-09-26,20:45,Borussia Dortmund,GER,Real Madrid,ESP,1-3
Group H,2017-09-26,20:45,APOEL Nikosia,CYP,Tottenham Hotspur,ENG,0-3
Group H,2017-10-17,20:45,Real Madrid,ESP,Tottenham Hotspur,ENG,1-1
Group H,2017-10-17,20:45,APOEL Nikosia,CYP,Borussia Dortmund,GER,1-1
Group H,2017-11-01,20:45,Tottenham Hotspur,ENG,Real Madrid,ESP,3-1
Group H,2017-11-01,20:45,Borussia Dortmund,GER,APOEL Nikosia,CYP,1-1
Group H,2017-11-21,20:45,Borussia Dortmund,GER,Tottenham Hotspur,ENG,1-2
Group H,2017-11-21,20:45,APOEL Nikosia,CYP,Real Madrid,ESP,0-6
Group H,2017-12-06,20:45,Real Madrid,ESP,Borussia Dortmund,GER,3-2
Group H,2017-12-06,20:45,Tottenham Hotspur,ENG,APOEL Nikosia,CYP,3-0
Round of 16,2018-02-13,20:45,Juventus,ITA,Tottenham Hotspur,ENG,2-2
Round of 16,2018-02-13,20:45,FC Basel 1893,SUI,Manchester City,ENG,0-4
Round of 16,2017-02-14,20:45,FC Porto,POR,Liverpool FC,ENG,0-5
Round of 16,2017-02-14,20:45,Real Madrid,ESP,Paris Saint-Germain,FRA,3-1
Round of 16,2017-02-20,20:45,Chelsea FC,ENG,FC Barcelona,ESP,1-1
Round of 16,2017-02-20,20:45,Bayern München,GER,Beşiktaş,TUR,5-0
Round of 16,2017-02-21,20:45,Sevilla FC,ESP,Manchester United,ENG,0-0
Round of 16,2017-02-21,20:45,Shakhtar Donetsk,UKR,AS Roma,ITA,2-1
Round of 16,2017-03-06,20:45,Liverpool FC,ENG,FC Porto,POR,0-0
Round of 16,2017-03-06,20:45,Paris Saint-Germain,FRA,Real Madrid,ESP,1-2
Round of 16,2017-03-07,20:45,Tottenham Hotspur,ENG,Juventus,ITA,1-2
Round of 16,2017-03-07,20:45,Manchester City,ENG,FC Basel 1893,SUI,1-2
Round of 16,2017-03-13,20:45,Manchester United,ENG,Sevilla FC,ESP,1-2
Round of 16,2017-03-13,20:45,AS Roma,ITA,Shakhtar Donetsk,UKR,1-0
Round of 16,2017-03-14,18:00,Beşiktaş,TUR,Bayern München,GER,1-3
Round of 16,2017-03-14,20:45,FC Barcelona,ESP,Chelsea FC,ENG,3-0
Quarterfinals,2017-04-03,20:45,Sevilla FC,ESP,Bayern München,GER,1-2
Quarterfinals,2017-04-03,20:45,Juventus,ITA,Real Madrid,ESP,0-3
Quarterfinals,2017-04-04,20:45,FC Barcelona,ESP,AS Roma,ITA,4-1
Quarterfinals,2017-04-04,20:45,Liverpool FC,ENG,Manchester City,ENG,3-0
Quarterfinals,2017-04-10,20:45,AS Roma,ITA,FC Barcelona,ESP,3-0
Quarterfinals,2017-04-10,20:45,Manchester City,ENG,Liverpool FC,ENG,1-2
Quarterfinals,2017-04-11,20:45,Bayern München,GER,Sevilla FC,ESP,0-0
Quarterfinals,2017-04-11,20:45,Real Madrid,ESP,Juventus,ITA,1-3
Semifinals,2017-04-24,20:45,Liverpool FC,ENG,AS Roma,ITA,5-2
Semifinals,2017-04-25,20:45,Bayern München,GER,Real Madrid,ESP,1-2
Semifinals,2017-05-01,20:45,Real Madrid,ESP,Bayern München,GER,2-2
Semifinals,2017-05-02,20:45,AS Roma,ITA,Liverpool FC,ENG,4-2
Final,2017-05-26,20:45,Real Madrid,ESP,Liverpool FC,ENG,3-1
