Stage,Date,Time,HomeTeam,HomeTeamCountry,AwayTeam,AwayTeamCountry,Score
Round of 16,2021-03-15,21:00,AFC Ajax,NED,SL Benfica,POR,0-1
Round of 16,2021-03-15,21:00,Manchester United,ENG,Atlético Madrid,ESP,0-1
Round of 16,2021-03-16,21:00,Lille OSC,FRA,Chelsea FC,ENG,1-2
Round of 16,2021-03-16,21:00,Juventus,ITA,Villarreal CF,ESP,0-3
Quarterfinals,2021-04-05,21:00,Manchester City,ENG,Atlético Madrid,ESP,1-0
Quarterfinals,2021-04-05,21:00,SL Benfica,POR,Liverpool FC,ENG,1-3
Quarterfinals,2021-04-06,21:00,Chelsea FC,ENG,Real Madrid,ESP,1-3
Quarterfinals,2021-04-06,21:00,Villarreal CF,ESP,Bayern München,GER,1-0
Quarterfinals,2021-04-12,21:00,Real Madrid,ESP,Chelsea FC,ENG,2-3
Quarterfinals,2021-04-12,21:00,Bayern München,GER,Villarreal CF,ESP,1-1
Quarterfinals,2021-04-13,21:00,Atlético Madrid,ESP,Manchester City,ENG,0-0
Quarterfinals,2021-04-13,21:00,Liverpool FC,ENG,SL Benfica,POR,3-3
Semifinals,2021-04-26,21:00,Manchester City,ENG,Real Madrid,ESP,4-3
Semifinals,2021-04-27,21:00,Liverpool FC,ENG,Villarreal CF,ESP,2-0
Semifinals,2021-05-03,21:00,Villarreal CF,ESP,Liverpool FC,ENG,2-3
Semifinals,2021-05-04,21:00,Real Madrid,ESP,Manchester City,ENG,3-1
Final,2021-05-28,21:35,Liverpool FC,ENG,Real Madrid,ESP,0-1
