season_year,team_id,team_code,team_name_en,team_name_es,country_en,country_es,attacking__attacks,attacking__assists,attacking__corners,attacking__offsides,attacking__dribbling,attacking__matches_appearance
2020,52816,ATA,Atalanta,Atalanta,Italy,Italia,378.0,9.0,37.0,15.0,36.0,9.0
2020,50139,JUV,Juventus,Juventus,Italy,Italia,369.0,10.0,39.0,19.0,45.0,8.0
2020,50080,BAR,Barcelona,Barcelona,Spain,España,345.0,12.0,35.0,14.0,62.0,9.0
2020,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,325.0,8.0,24.0,13.0,33.0,8.0
2020,50136,NAP,Napoli,Napoli,Italy,Italia,317.0,7.0,37.0,15.0,42.0,8.0
2020,52914,CHE,Chelsea,Chelsea,England,Inglaterra,312.0,8.0,49.0,15.0,35.0,8.0
2020,1652,TOT,Tottenham,Tottenham,England,Inglaterra,310.0,15.0,32.0,11.0,42.0,8.0
2020,50143,AJX,Ajax,Ajax,Netherlands,Holanda,294.0,11.0,35.0,11.0,23.0,6.0
2020,52498,SLA,Slavia Praha,Slavia Praha,Czechia,Chequia,286.0,3.0,32.0,10.0,14.0,6.0
2020,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,283.0,4.0,42.0,10.0,20.0,6.0
2020,50147,BEN,Benfica,Benfica,Portugal,Portugal,272.0,6.0,34.0,8.0,30.0,6.0
2020,52268,VAL,Valencia,Valencia,Spain,España,262.0,10.0,35.0,15.0,37.0,8.0
2020,50030,SAL,Salzburg,Salzburg,Austria,Austria,241.0,14.0,34.0,17.0,38.0,6.0
2020,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,239.0,3.0,25.0,23.0,30.0,6.0
2020,61582,GEN,Genk,Genk,Belgium,Bélgica,235.0,4.0,33.0,15.0,36.0,6.0
2020,75797,LIL,Lille,Lille,France,Francia,230.0,3.0,30.0,16.0,22.0,6.0
2020,52826,ZEN,Zenit,Zenit,Russia,Rusia,206.0,6.0,27.0,10.0,12.0,6.0
2020,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,192.0,7.0,17.0,9.0,27.0,6.0
2020,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,185.0,1.0,21.0,10.0,24.0,6.0
2020,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,180.0,5.0,24.0,8.0,45.0,6.0
2020,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,174.0,9.0,22.0,10.0,41.0,6.0
2020,50138,INT,Inter,Inter,Italy,Italia,167.0,9.0,12.0,22.0,29.0,6.0
2020,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,148.0,2.0,18.0,8.0,17.0,6.0
2020,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,143.0,2.0,18.0,9.0,17.0,6.0
2021,52919,MCI,Man City,Man City,England,Inglaterra,690.0,18.0,73.0,22.0,139.0,13.0
2021,50051,RMA,Real Madrid,Real Madrid,Spain,España,595.0,14.0,66.0,19.0,76.0,12.0
2021,50037,BAY,Bayern München,Bayern München,Germany,Alemania,558.0,20.0,59.0,15.0,98.0,10.0
2021,50080,BAR,Barcelona,Barcelona,Spain,España,526.0,10.0,43.0,14.0,89.0,8.0
2021,52914,CHE,Chelsea,Chelsea,England,Inglaterra,521.0,15.0,54.0,27.0,92.0,13.0
2021,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,434.0,12.0,43.0,8.0,58.0,10.0
2021,52747,PSG,Paris,Paris,France,Francia,423.0,17.0,59.0,32.0,170.0,12.0
2021,50139,JUV,Juventus,Juventus,Italy,Italia,411.0,15.0,47.0,30.0,70.0,8.0
2021,7889,LIV,Liverpool,Liverpool,England,Inglaterra,398.0,11.0,46.0,17.0,70.0,10.0
2021,52714,SEV,Sevilla,Sevilla,Spain,España,347.0,8.0,44.0,12.0,45.0,8.0
2021,50124,ATM,Atleti,Atleti,Spain,España,347.0,6.0,57.0,19.0,54.0,8.0
2021,52816,ATA,Atalanta,Atalanta,Italy,Italia,315.0,10.0,34.0,19.0,49.0,8.0
2021,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,299.0,10.0,33.0,22.0,41.0,8.0
2021,50064,POR,Porto,Porto,Portugal,Portugal,285.0,5.0,40.0,14.0,94.0,10.0
2021,52682,MUN,Man Utd,Man Utd,England,Inglaterra,270.0,9.0,34.0,9.0,41.0,6.0
2021,52973,LAZ,Lazio,Lazio,Italy,Italia,269.0,9.0,34.0,15.0,41.0,8.0
2021,50138,INT,Inter,Inter,Italy,Italia,253.0,6.0,31.0,12.0,16.0,6.0
2021,50030,SAL,Salzburg,Salzburg,Austria,Austria,248.0,7.0,43.0,13.0,33.0,6.0
2021,50143,AJX,Ajax,Ajax,Netherlands,Holanda,247.0,5.0,32.0,19.0,33.0,6.0
2021,55031,REN,Rennes,Rennes,France,Francia,222.0,1.0,34.0,4.0,39.0,6.0
2021,2600288,IST,Başakşehir,Başakşehir,Türkiye,Turquía,209.0,5.0,21.0,9.0,39.0,6.0
2021,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,208.0,4.0,24.0,14.0,42.0,6.0
2021,75795,MID,Midtjylland,Midtjylland,Denmark,Dinamarca,194.0,2.0,21.0,12.0,31.0,6.0
2021,52748,MAR,Marseille,Marseille,France,Francia,188.0,0.0,22.0,12.0,28.0,6.0
2021,52757,MON,Mönchengladbach,Mönchengladbach,Germany,Alemania,186.0,11.0,19.0,14.0,36.0,8.0
2021,52826,ZEN,Zenit,Zenit,Russia,Rusia,171.0,4.0,23.0,15.0,37.0,6.0
2021,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,171.0,3.0,22.0,6.0,28.0,6.0
2021,52298,FER,Ferencváros,Ferencváros,Hungary,Hungría,165.0,3.0,23.0,10.0,30.0,6.0
2021,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,164.0,2.0,20.0,28.0,41.0,6.0
2021,2601038,KRA,Krasnodar,Krasnodar,Russia,Rusia,153.0,3.0,25.0,12.0,29.0,6.0
2021,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,145.0,3.0,17.0,13.0,37.0,6.0
2021,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,138.0,3.0,13.0,3.0,50.0,6.0
2022,52919,MCI,Man City,Man City,England,Inglaterra,807.0,23.0,83.0,38.0,155.0,12.0
2022,7889,LIV,Liverpool,Liverpool,England,Inglaterra,797.0,23.0,92.0,26.0,181.0,13.0
2022,50037,BAY,Bayern München,Bayern München,Germany,Alemania,683.0,24.0,57.0,28.0,161.0,10.0
2022,50051,RMA,Real Madrid,Real Madrid,Spain,España,658.0,21.0,55.0,19.0,193.0,13.0
2022,52914,CHE,Chelsea,Chelsea,England,Inglaterra,655.0,16.0,71.0,8.0,115.0,10.0
2022,50143,AJX,Ajax,Ajax,Netherlands,Holanda,535.0,17.0,38.0,21.0,125.0,8.0
2022,70691,VIL,Villarreal,Villarreal,Spain,España,434.0,16.0,41.0,17.0,147.0,12.0
2022,50139,JUV,Juventus,Juventus,Italy,Italia,385.0,6.0,27.0,15.0,77.0,8.0
2022,50138,INT,Inter,Inter,Italy,Italia,372.0,6.0,51.0,18.0,63.0,8.0
2022,50124,ATM,Atleti,Atleti,Spain,España,352.0,7.0,32.0,22.0,103.0,10.0
2022,50147,BEN,Benfica,Benfica,Portugal,Portugal,337.0,10.0,32.0,20.0,132.0,10.0
2022,52682,MUN,Man Utd,Man Utd,England,Inglaterra,335.0,11.0,30.0,12.0,105.0,8.0
2022,50030,SAL,Salzburg,Salzburg,Austria,Austria,335.0,6.0,38.0,17.0,83.0,8.0
2022,50080,BAR,Barcelona,Barcelona,Spain,España,335.0,1.0,36.0,20.0,61.0,6.0
2022,75797,LIL,Lille,Lille,France,Francia,317.0,4.0,29.0,22.0,104.0,8.0
2022,52747,PSG,Paris,Paris,France,Francia,316.0,7.0,29.0,17.0,140.0,8.0
2022,52816,ATA,Atalanta,Atalanta,Italy,Italia,314.0,11.0,27.0,13.0,76.0,6.0
2022,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,308.0,2.0,34.0,9.0,89.0,6.0
2022,52714,SEV,Sevilla,Sevilla,Spain,España,303.0,3.0,37.0,9.0,73.0,6.0
2022,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,290.0,8.0,34.0,18.0,86.0,6.0
2022,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,255.0,12.0,22.0,14.0,46.0,6.0
2022,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,255.0,4.0,29.0,12.0,82.0,6.0
2022,52826,ZEN,Zenit,Zenit,Russia,Rusia,253.0,8.0,39.0,10.0,51.0,6.0
2022,50064,POR,Porto,Porto,Portugal,Portugal,245.0,3.0,27.0,6.0,51.0,6.0
2022,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,239.0,9.0,27.0,11.0,90.0,8.0
2022,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,231.0,5.0,37.0,21.0,61.0,6.0
2022,50058,MIL,Milan,Milan,Italy,Italia,213.0,5.0,17.0,20.0,70.0,6.0
2022,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,207.0,1.0,22.0,26.0,51.0,6.0
2022,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,193.0,2.0,20.0,19.0,91.0,6.0
2022,64332,WOB,Wolfsburg,Wolfsburg,Germany,Alemania,167.0,4.0,15.0,3.0,82.0,6.0
2022,69606,SHE,Sheriff,Sheriff,Moldova,Moldavia,145.0,5.0,16.0,12.0,62.0,6.0
2022,50152,MAL,Malmö,Malmö,Sweden,Suecia,133.0,1.0,8.0,4.0,48.0,6.0
2023,52919,MCI,Man City,Man City,England,Inglaterra,770.0,27.0,78.0,15.0,203.0,13.0
2023,50051,RMA,Real Madrid,Real Madrid,Spain,España,619.0,21.0,64.0,14.0,211.0,12.0
2023,52914,CHE,Chelsea,Chelsea,England,Inglaterra,530.0,7.0,53.0,26.0,131.0,10.0
2023,50037,BAY,Bayern München,Bayern München,Germany,Alemania,507.0,20.0,38.0,26.0,172.0,10.0
2023,50138,INT,Inter,Inter,Italy,Italia,505.0,17.0,65.0,28.0,104.0,13.0
2023,50136,NAP,Napoli,Napoli,Italy,Italia,477.0,20.0,58.0,19.0,177.0,10.0
2023,50147,BEN,Benfica,Benfica,Portugal,Portugal,476.0,17.0,49.0,16.0,144.0,10.0
2023,7889,LIV,Liverpool,Liverpool,England,Inglaterra,446.0,15.0,59.0,14.0,117.0,8.0
2023,50058,MIL,Milan,Milan,Italy,Italia,444.0,9.0,36.0,19.0,193.0,12.0
2023,50080,BAR,Barcelona,Barcelona,Spain,España,398.0,11.0,40.0,8.0,107.0,6.0
2023,52747,PSG,Paris,Paris,France,Francia,392.0,13.0,39.0,19.0,176.0,8.0
2023,1652,TOT,Tottenham,Tottenham,England,Inglaterra,349.0,7.0,45.0,20.0,92.0,8.0
2023,52748,MAR,Marseille,Marseille,France,Francia,336.0,6.0,30.0,26.0,89.0,6.0
2023,50064,POR,Porto,Porto,Portugal,Portugal,314.0,7.0,35.0,14.0,98.0,8.0
2023,50124,ATM,Atleti,Atleti,Spain,España,309.0,5.0,39.0,20.0,83.0,6.0
2023,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,302.0,10.0,27.0,8.0,116.0,8.0
2023,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,293.0,13.0,32.0,20.0,73.0,8.0
2023,50139,JUV,Juventus,Juventus,Italy,Italia,283.0,8.0,27.0,17.0,80.0,6.0
2023,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,278.0,4.0,31.0,13.0,82.0,6.0
2023,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,275.0,7.0,28.0,14.0,116.0,8.0
2023,50030,SAL,Salzburg,Salzburg,Austria,Austria,249.0,3.0,24.0,8.0,58.0,6.0
2023,50143,AJX,Ajax,Ajax,Netherlands,Holanda,247.0,8.0,26.0,18.0,56.0,6.0
2023,50050,CEL,Celtic,Celtic,Scotland,Escocia,246.0,2.0,32.0,4.0,59.0,6.0
2023,50072,FRA,Frankfurt,Frankfurt,Germany,Alemania,243.0,5.0,26.0,17.0,71.0,8.0
2023,59045,MHA,Maccabi Haifa,Maccabi Haifa,Israel,Israel,222.0,6.0,30.0,16.0,54.0,6.0
2023,52714,SEV,Sevilla,Sevilla,Spain,España,201.0,6.0,17.0,8.0,75.0,6.0
2023,64388,PLZ,Viktoria Plzeň,Viktoria Plzeň,Czechia,Chequia,184.0,4.0,22.0,7.0,51.0,6.0
2023,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,177.0,2.0,15.0,2.0,55.0,6.0
2023,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,170.0,1.0,21.0,7.0,58.0,6.0
2023,50121,RAN,Rangers,Rangers,Scotland,Escocia,166.0,1.0,20.0,15.0,61.0,6.0
2023,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,158.0,4.0,20.0,4.0,93.0,6.0
2023,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,133.0,7.0,15.0,9.0,55.0,6.0
2024,52747,PSG,Paris,Paris,France,Francia,751.0,13.0,88.0,33.0,290.0,12.0
2024,52919,MCI,Man City,Man City,England,Inglaterra,729.0,18.0,64.0,10.0,188.0,10.0
2024,50051,RMA,Real Madrid,Real Madrid,Spain,España,660.0,21.0,82.0,17.0,245.0,13.0
2024,50037,BAY,Bayern München,Bayern München,Germany,Alemania,584.0,16.0,64.0,20.0,211.0,12.0
2024,50080,BAR,Barcelona,Barcelona,Spain,España,546.0,18.0,55.0,11.0,185.0,10.0
2024,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,533.0,14.0,74.0,21.0,216.0,13.0
2024,52280,ARS,Arsenal,Arsenal,England,Inglaterra,499.0,16.0,48.0,15.0,167.0,10.0
2024,50124,ATM,Atleti,Atleti,Spain,España,448.0,13.0,49.0,13.0,123.0,10.0
2024,50062,PSV,PSV,PSV,Netherlands,Holanda,396.0,6.0,36.0,16.0,156.0,8.0
2024,50123,RSO,Real Sociedad,Real Sociedad,Spain,España,379.0,4.0,54.0,15.0,146.0,8.0
2024,50136,NAP,Napoli,Napoli,Italy,Italia,364.0,9.0,57.0,15.0,159.0,8.0
2024,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,331.0,13.0,48.0,18.0,98.0,8.0
2024,50138,INT,Inter,Inter,Italy,Italia,328.0,7.0,30.0,14.0,95.0,8.0
2024,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,318.0,6.0,45.0,13.0,106.0,6.0
2024,50064,POR,Porto,Porto,Portugal,Portugal,315.0,13.0,24.0,13.0,115.0,8.0
2024,52973,LAZ,Lazio,Lazio,Italy,Italia,312.0,5.0,38.0,11.0,105.0,8.0
2024,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,300.0,7.0,32.0,13.0,73.0,6.0
2024,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,292.0,6.0,26.0,10.0,111.0,8.0
2024,52336,BRA,Braga,Braga,Portugal,Portugal,287.0,6.0,35.0,6.0,89.0,6.0
2024,50058,MIL,Milan,Milan,Italy,Italia,275.0,5.0,36.0,7.0,119.0,6.0
2024,50147,BEN,Benfica,Benfica,Portugal,Portugal,263.0,5.0,25.0,9.0,88.0,6.0
2024,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,245.0,6.0,23.0,18.0,80.0,6.0
2024,52682,MUN,Man Utd,Man Utd,England,Inglaterra,243.0,10.0,27.0,7.0,96.0,6.0
2024,52714,SEV,Sevilla,Sevilla,Spain,España,237.0,6.0,29.0,9.0,83.0,6.0
2024,59324,NEW,Newcastle,Newcastle,England,Inglaterra,231.0,6.0,24.0,6.0,84.0,6.0
2024,50030,SAL,Salzburg,Salzburg,Austria,Austria,224.0,3.0,20.0,10.0,88.0,6.0
2024,50050,CEL,Celtic,Celtic,Scotland,Escocia,213.0,4.0,22.0,9.0,84.0,6.0
2024,50113,ANT,Antwerp,Antwerp,Belgium,Bélgica,209.0,4.0,25.0,12.0,84.0,6.0
2024,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,207.0,6.0,27.0,17.0,82.0,6.0
2024,52277,LEN,Lens,Lens,France,Francia,188.0,4.0,20.0,18.0,72.0,6.0
2024,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,184.0,8.0,16.0,13.0,67.0,6.0
2024,77977,UBE,Union Berlin,Union Berlin,Germany,Alemania,176.0,5.0,17.0,13.0,45.0,6.0
2025,52747,PSG,Paris,Paris,France,Francia,1005.0,32.0,105.0,27.0,353.0,17.0
2025,50037,BAY,Bayern München,Bayern München,Germany,Alemania,884.0,20.0,105.0,21.0,257.0,14.0
2025,50080,BAR,Barcelona,Barcelona,Spain,España,751.0,34.0,68.0,14.0,288.0,14.0
2025,50051,RMA,Real Madrid,Real Madrid,Spain,España,708.0,19.0,93.0,14.0,259.0,14.0
2025,52280,ARS,Arsenal,Arsenal,England,Inglaterra,697.0,22.0,77.0,23.0,220.0,14.0
2025,52919,MCI,Man City,Man City,England,Inglaterra,662.0,11.0,75.0,10.0,156.0,10.0
2025,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,657.0,17.0,83.0,33.0,209.0,14.0
2025,52816,ATA,Atalanta,Atalanta,Italy,Italia,599.0,18.0,65.0,25.0,182.0,10.0
2025,50062,PSV,PSV,PSV,Netherlands,Holanda,566.0,16.0,68.0,16.0,159.0,12.0
2025,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,534.0,13.0,54.0,14.0,118.0,10.0
2025,50138,INT,Inter,Inter,Italy,Italia,518.0,19.0,48.0,41.0,160.0,15.0
2025,7889,LIV,Liverpool,Liverpool,England,Inglaterra,498.0,14.0,53.0,14.0,163.0,10.0
2025,52683,AVL,Aston Villa,Aston Villa,England,Inglaterra,482.0,19.0,46.0,16.0,195.0,12.0
2025,50058,MIL,Milan,Milan,Italy,Italia,478.0,13.0,50.0,14.0,190.0,10.0
2025,50147,BEN,Benfica,Benfica,Portugal,Portugal,474.0,13.0,61.0,37.0,137.0,12.0
2025,50124,ATM,Atleti,Atleti,Spain,España,459.0,17.0,52.0,12.0,104.0,10.0
2025,50107,STU,Stuttgart,Stuttgart,Germany,Alemania,438.0,13.0,60.0,17.0,110.0,8.0
2025,50139,JUV,Juventus,Juventus,Italy,Italia,425.0,7.0,39.0,25.0,173.0,10.0
2025,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,416.0,14.0,45.0,20.0,163.0,12.0
2025,50023,MON,Monaco,Monaco,France,Francia,399.0,12.0,42.0,28.0,143.0,10.0
2025,75797,LIL,Lille,Lille,France,Francia,399.0,12.0,37.0,16.0,158.0,10.0
2025,50050,CEL,Celtic,Celtic,Scotland,Escocia,384.0,12.0,58.0,18.0,114.0,10.0
2025,2601306,BRE,Brest,Brest,France,Francia,380.0,7.0,37.0,14.0,119.0,10.0
2025,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,372.0,10.0,35.0,12.0,102.0,12.0
2025,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,369.0,11.0,40.0,13.0,151.0,10.0
2025,52969,BOL,Bologna,Bologna,Italy,Italia,323.0,3.0,36.0,25.0,97.0,8.0
2025,50030,SAL,Salzburg,Salzburg,Austria,Austria,321.0,5.0,27.0,14.0,140.0,8.0
2025,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,317.0,10.0,40.0,19.0,111.0,8.0
2025,2602798,GIR,Girona,Girona,Spain,España,277.0,3.0,43.0,12.0,110.0,8.0
2025,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,250.0,8.0,25.0,15.0,92.0,8.0
2025,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,246.0,3.0,28.0,15.0,122.0,8.0
2025,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,243.0,7.0,42.0,19.0,105.0,8.0
2025,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,237.0,5.0,31.0,10.0,107.0,8.0
2025,50033,SPA,Sparta Praha,Sparta Praha,Czechia,Chequia,195.0,5.0,19.0,7.0,81.0,8.0
2025,50111,SGR,Sturm Graz,Sturm Graz,Austria,Austria,183.0,4.0,22.0,18.0,81.0,8.0
2025,52797,SLB,S. Bratislava,S. Bratislava,Slovakia,Eslovaquia,181.0,6.0,32.0,12.0,115.0,8.0
