season_year,team_id,team_code,team_name_en,team_name_es,country_en,country_es,player_id,player_name,player_age,player_birth_date,player_country_code,player_birth_country_code,player_gender,player_field_position,player_detailed_field_position,club_id,club_shirt_name,club_jersey_number,attacking__assists,attacking__corners,attacking__offsides,attacking__dribbling,attacking__matches_appearance
2002,5312,LYO,Lyon,Lyon,France,Francia,56478,Edmílson,49.0,1976-07-10,BRA,BRA,MALE,DEFENDER,,52822,Edmílson,3,1.0,,,,5.0
2002,5312,LYO,Lyon,Lyon,France,Francia,51768,Mahamadou Diarra,44.0,1981-05-18,MLI,,MALE,MIDFIELDER,UNKNOWN,75386,Diarra,6,1.0,,,,5.0
2002,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,51754,Daniel Bierofka,46.0,1979-02-07,GER,,MALE,MIDFIELDER,,60571,Bierofka,,1.0,,,,5.0
2002,7889,LIV,Liverpool,Liverpool,England,Inglaterra,43545,Milan Baroš,44.0,1981-10-28,CZE,CZE,MALE,FORWARD,STRIKER,51886,Baroš,27,1.0,,,,5.0
2002,59044,DEP,Deportivo,Deportivo,Spain,España,25918,José Emilio Amavisca,54.0,1971-06-19,ESP,,MALE,FORWARD,,,Amavisca,,1.0,,,,5.0
2002,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,20899,Ergün Penbe,53.0,1972-05-17,TUR,,MALE,DEFENDER,,,Ergün Penbe,67,1.0,,,,5.0
2002,59045,MHA,Maccabi Haifa,Maccabi Haifa,Israel,Israel,13340,Alon Harazi,54.0,1971-02-13,ISR,,MALE,,,,,3,1.0,,,,5.0
2002,50129,AEK,AEK Athens,AEK Athens,Greece,Grecia,7264,Ilija  Ivić,54.0,1971-02-17,SRB,,MALE,FORWARD,,,Ivic,,1.0,,,,4.0
2002,52268,VAL,Valencia,Valencia,Spain,España,61680,Gonzalo De los Santos,49.0,1976-07-19,URU,,MALE,MIDFIELDER,,,De los Santos,,1.0,,,,4.0
2002,50139,JUV,Juventus,Juventus,Italy,Italia,54625,Davide Baiocco,50.0,1975-05-08,ITA,,MALE,MIDFIELDER,,2601014,Baiocco,,1.0,,,,4.0
2002,50143,AJX,Ajax,Ajax,Netherlands,Holanda,24127,Victor Sikora,47.0,1978-04-11,NED,,MALE,FORWARD,,,Sikora,,1.0,,,,4.0
2002,52280,ARS,Arsenal,Arsenal,England,Inglaterra,13131,Giovanni van Bronckhorst,50.0,1975-02-05,NED,NED,MALE,,UNKNOWN,,,8,1.0,,,,4.0
2002,5312,LYO,Lyon,Lyon,France,Francia,15438,Eric Deflandre,52.0,1973-08-02,BEL,,MALE,,,2600281,,2,1.0,,,,1.0
2002,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,55364,Brett Emerton,46.0,1979-02-22,AUS,,MALE,DEFENDER,UNKNOWN,53344,Emerton,7,,17.0,3.0,,6.0
2002,52806,ROS,Rosenborg,Rosenborg,Norway,Noruega,7158,Bent Skammelsrud,59.0,1966-05-18,NOR,,MALE,MIDFIELDER,,,Skammelsrud,,,16.0,,,6.0
2002,59044,DEP,Deportivo,Deportivo,Spain,España,45477,Sergio González,49.0,1976-11-10,ESP,,MALE,MIDFIELDER,UNKNOWN,87959,Sergio,8,,10.0,1.0,,10.0
2002,59044,DEP,Deportivo,Deportivo,Spain,España,34417,Sánchez Víctor,49.0,1976-02-23,ESP,,MALE,,,,,23,,10.0,,,7.0
2002,52268,VAL,Valencia,Valencia,Spain,España,51053,Kily González,51.0,1974-08-04,ARG,,MALE,MIDFIELDER,UNKNOWN,2601232,Kily González,,,10.0,,,6.0
2002,50062,PSV,PSV,PSV,Netherlands,Holanda,20554,Arnold Bruggink,48.0,1977-07-24,NED,,MALE,FORWARD,,,Bruggink,17,,9.0,1.0,,5.0
2002,52269,AJA,Auxerre,Auxerre,France,Francia,22868,Yann Lachuer,53.0,1972-08-05,FRA,,MALE,MIDFIELDER,,73556,Lachuer,,,9.0,,,6.0
2002,59045,MHA,Maccabi Haifa,Maccabi Haifa,Israel,Israel,19770,Adoram Keise,53.0,1972-06-17,ISR,,MALE,,UNKNOWN,,,6,,8.0,,,6.0
2002,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,40911,Marcio Amoroso,51.0,1974-07-05,BRA,,MALE,FORWARD,,,Amoroso,,,7.0,6.0,,9.0
2002,50058,MIL,Milan,Milan,Italy,Italia,41022,Rivaldo,53.0,1972-04-19,BRA,,MALE,MIDFIELDER,,50129,Rivaldo,10,,7.0,3.0,,12.0
2002,59324,NEW,Newcastle,Newcastle,England,Inglaterra,49112,Hugo Viana,42.0,1983-01-15,POR,,MALE,,UNKNOWN,,,45,,7.0,1.0,,8.0
2002,50137,ROM,Roma,Roma,Italy,Italia,56200,Gianni Guigou,50.0,1975-02-22,URU,,MALE,MIDFIELDER,,,Guigou,,,7.0,,,6.0
2002,52806,ROS,Rosenborg,Rosenborg,Norway,Noruega,3791,Dagfinn Enerly,52.0,1972-12-09,NOR,,MALE,FORWARD,,,Enerly,,,7.0,,,4.0
2002,50143,AJX,Ajax,Ajax,Netherlands,Holanda,47516,Rafael van der Vaart,42.0,1983-02-11,NED,NED,MALE,MIDFIELDER,UNKNOWN,,Van Der Vaart,8,,6.0,4.0,,6.0
2002,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,33970,Hasan Şaş,49.0,1976-08-01,TUR,,MALE,MIDFIELDER,,,Hasan Şaş,11,,6.0,3.0,,5.0
2002,52269,AJA,Auxerre,Auxerre,France,Francia,40084,Khalilou Fadiga,50.0,1974-12-30,SEN,,MALE,MIDFIELDER,,52881,Fadiga,99,,6.0,1.0,,6.0
2002,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,34900,Gaëtan Englebert,49.0,1976-06-11,BEL,,MALE,MIDFIELDER,,,Englebert,8,,6.0,1.0,,6.0
2002,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,23763,Nastja Čeh,47.0,1978-01-26,SVN,,MALE,MIDFIELDER,,,Čeh,19,,6.0,,,4.0
2002,50137,ROM,Roma,Roma,Italy,Italia,40979,Vincenzo Montella,51.0,1974-06-18,ITA,ITA,MALE,,,,,23,,5.0,14.0,,11.0
2002,50137,ROM,Roma,Roma,Italy,Italia,43818,Antonio Cassano,43.0,1982-07-12,ITA,ITA,MALE,FORWARD,UNKNOWN,,Cassano,99,,5.0,5.0,,11.0
2002,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,55280,Andrés Mendoza,47.0,1978-04-26,PER,,MALE,FORWARD,,78024,Mendoza,,,5.0,3.0,,4.0
2002,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,57315,Marat Izmailov,43.0,1982-09-21,RUS,,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,,Izmaylov,2,,5.0,2.0,,4.0
2002,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,45236,Florin Cernat,45.0,1980-03-10,ROU,,MALE,MIDFIELDER,,2607321,Cernat,50,,5.0,1.0,,5.0
2002,52277,LEN,Lens,Lens,France,Francia,66278,Stéphane Pedron,54.0,1971-02-20,FRA,,MALE,MIDFIELDER,,,Pedron,,,5.0,,,1.0
2002,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,27230,Stelios Giannakopoulos,51.0,1974-07-12,GRE,GRE,MALE,MIDFIELDER,UNKNOWN,50053,Giannakopoulos,7,,4.0,4.0,,6.0
2002,50080,BAR,Barcelona,Barcelona,Spain,España,15729,Gaizka Mendieta,51.0,1974-03-27,ESP,ESP,MALE,MIDFIELDER,,,Mendieta,,,4.0,3.0,,13.0
2002,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,54634,Hanno Balitsch,44.0,1981-01-02,GER,,MALE,MIDFIELDER,,50108,Balitsch,14,,4.0,1.0,,9.0
2002,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,61501,Shinji Ono,46.0,1979-09-27,JPN,,MALE,MIDFIELDER,,,Ono,,,4.0,1.0,,5.0
2002,50058,MIL,Milan,Milan,Italy,Italia,26917,Andrea Pirlo,46.0,1979-05-19,ITA,,MALE,MIDFIELDER,DEFENSIVE_MIDFIELDER,2607186,Pirlo,21,,4.0,,,12.0
2002,52268,VAL,Valencia,Valencia,Spain,España,58786,Fábio Aurélio,46.0,1979-09-24,BRA,,MALE,DEFENDER,,,F. Aurelio,6,,4.0,,,8.0
2002,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,43034,Maxym Kalynychenko,46.0,1979-01-26,UKR,,MALE,MIDFIELDER,UNKNOWN,57489,Kalinichenko,26,,4.0,,,6.0
2002,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,29922,Artem Bezrodny,46.0,1979-02-10,RUS,,MALE,MIDFIELDER,,,Bezrodny,,,4.0,,,4.0
2002,50143,AJX,Ajax,Ajax,Netherlands,Holanda,25946,Wamberto,50.0,1974-12-13,BRA,,MALE,MIDFIELDER,,,Wamberto,,,4.0,,,2.0
2002,52268,VAL,Valencia,Valencia,Spain,España,23356,Juan Sánchez,53.0,1972-05-15,ESP,,MALE,FORWARD,,,Sánchez,,,3.0,9.0,,9.0
2002,50058,MIL,Milan,Milan,Italy,Italia,30014,Gennaro Gattuso,47.0,1978-01-09,ITA,,MALE,,UNKNOWN,,,8,,3.0,2.0,,12.0
2003,50023,MON,Monaco,Monaco,France,Francia,60277,Jérôme Rothen,47.0,1978-03-31,FRA,,MALE,MIDFIELDER,,,Rothen,25,6.0,57.0,4.0,,12.0
2003,50064,POR,Porto,Porto,Portugal,Portugal,51643,Deco,48.0,1977-08-27,POR,BRA,MALE,MIDFIELDER,UNKNOWN,,Deco,20,6.0,38.0,8.0,,12.0
2003,52280,ARS,Arsenal,Arsenal,England,Inglaterra,24057,Thierry Henry,48.0,1977-08-17,FRA,FRA,MALE,FORWARD,UNKNOWN,,Henry,14,5.0,15.0,11.0,,10.0
2003,52682,MUN,Man Utd,Man Utd,England,Inglaterra,11369,Ryan Giggs,51.0,1973-11-29,WAL,WAL,MALE,,UNKNOWN,,,11,4.0,20.0,2.0,,8.0
2003,50058,MIL,Milan,Milan,Italy,Italia,27319,Cafu,55.0,1970-06-07,BRA,BRA,MALE,DEFENDER,,,Cafu,2,4.0,1.0,5.0,,9.0
2003,50023,MON,Monaco,Monaco,France,Francia,29356,Ludovic Giuly,49.0,1976-07-10,FRA,FRA,MALE,MIDFIELDER,,,Giuly,7,4.0,,21.0,,10.0
2003,52914,CHE,Chelsea,Chelsea,England,Inglaterra,19878,Eidur Gudjohnsen,47.0,1978-09-15,ISL,ISL,MALE,,ATTACKING_MIDFIELDER,,,22,4.0,,10.0,,8.0
2003,5312,LYO,Lyon,Lyon,France,Francia,46895,Florent Malouda,45.0,1980-06-13,FRA,GUY,MALE,MIDFIELDER,UNKNOWN,52309,Malouda,15,4.0,,4.0,,10.0
2003,59044,DEP,Deportivo,Deportivo,Spain,España,34417,Sánchez Víctor,49.0,1976-02-23,ESP,,MALE,,,,,23,3.0,27.0,1.0,,9.0
2003,50051,RMA,Real Madrid,Real Madrid,Spain,España,4065,Luís Figo,53.0,1972-11-04,POR,POR,MALE,MIDFIELDER,,,Figo,7,3.0,18.0,2.0,,10.0
2003,50023,MON,Monaco,Monaco,France,Francia,72539,Lucas Bernardi,48.0,1977-09-27,ARG,,MALE,MIDFIELDER,,,Bernardi,,3.0,,2.0,,12.0
2003,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,31121,Vadim Evseev,49.0,1976-01-08,RUS,,MALE,DEFENDER,,,Evseev,2,3.0,,1.0,,7.0
2003,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,21929,Valentin Belkevich,52.0,1973-01-27,BLR,,MALE,MIDFIELDER,,,Belkevich,8,2.0,39.0,1.0,,6.0
2003,50051,RMA,Real Madrid,Real Madrid,Spain,España,14670,David Beckham,50.0,1975-05-02,ENG,ENG,MALE,MIDFIELDER,UNKNOWN,,BECKHAM,32,2.0,34.0,,,7.0
2003,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,18416,Dmitri Loskov,51.0,1974-02-12,RUS,,MALE,,,,,10,2.0,24.0,,,8.0
2003,59044,DEP,Deportivo,Deportivo,Spain,España,48372,Albert Luque,47.0,1978-03-11,ESP,,MALE,FORWARD,,,Luque,10,2.0,16.0,6.0,,11.0
2003,50033,SPA,Sparta Praha,Sparta Praha,Czechia,Chequia,20839,Karel Poborský,53.0,1972-03-30,CZE,CZE,MALE,MIDFIELDER,,,Poborský,,2.0,16.0,,,8.0
2003,50139,JUV,Juventus,Juventus,Italy,Italia,34518,Fabrizio Miccoli,46.0,1979-06-27,ITA,,MALE,FORWARD,,62171,Miccoli,10,2.0,15.0,7.0,,6.0
2003,52748,MAR,Marseille,Marseille,France,Francia,64411,Camel Meriem,46.0,1979-10-18,FRA,,MALE,MIDFIELDER,UNKNOWN,,MERIEM,14,2.0,14.0,,,5.0
2003,50062,PSV,PSV,PSV,Netherlands,Holanda,57134,Arjen Robben,41.0,1984-01-23,NED,NED,MALE,MIDFIELDER,UNKNOWN,50144,Robben,10,2.0,12.0,1.0,,6.0
2003,52748,MAR,Marseille,Marseille,France,Francia,51352,Štěpán Vachoušek,46.0,1979-07-26,CZE,,MALE,MIDFIELDER,,,Vachoušek,28,2.0,10.0,1.0,,6.0
2003,52973,LAZ,Lazio,Lazio,Italy,Italia,25980,Stefano Fiore,50.0,1975-04-17,ITA,,MALE,MIDFIELDER,,2600998,Fiore,19,2.0,9.0,1.0,,6.0
2003,52914,CHE,Chelsea,Chelsea,England,Inglaterra,33788,Jimmy Floyd Hasselbaink,53.0,1972-03-27,NED,NED,MALE,FORWARD,UNKNOWN,,Hasselbaink,,2.0,8.0,4.0,,7.0
2003,50138,INT,Inter,Inter,Italy,Italia,30996,Emre Belözoğlu,45.0,1980-09-07,TUR,TUR,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,52692,Emre,5,2.0,7.0,,,4.0
2003,50139,JUV,Juventus,Juventus,Italy,Italia,66728,Mauro Camoranesi,49.0,1976-10-04,ITA,ARG,MALE,MIDFIELDER,UNKNOWN,,Camoranesi,19,2.0,5.0,,,4.0
2003,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,14416,Arif Erdem,53.0,1972-01-02,TUR,,MALE,FORWARD,,,Arif Erdem,,2.0,4.0,5.0,,4.0
2003,50139,JUV,Juventus,Juventus,Italy,Italia,18811,Pavel Nedvěd,53.0,1972-08-30,CZE,CZE,MALE,,,,,11,2.0,4.0,3.0,,6.0
2003,50139,JUV,Juventus,Juventus,Italy,Italia,30513,Enzo Maresca,45.0,1980-02-10,ITA,,MALE,,,52301,,16,2.0,4.0,3.0,,2.0
2003,50051,RMA,Real Madrid,Real Madrid,Spain,España,3996,Zinédine Zidane,53.0,1972-06-23,FRA,,MALE,,UNKNOWN,,,,2.0,3.0,2.0,,10.0
2003,50138,INT,Inter,Inter,Italy,Italia,51053,Kily González,51.0,1974-08-04,ARG,,MALE,MIDFIELDER,UNKNOWN,2601232,Kily González,,2.0,3.0,,,3.0
2003,50107,STU,Stuttgart,Stuttgart,Germany,Alemania,63033,Philipp Lahm,42.0,1983-11-11,GER,GER,MALE,DEFENDER,UNKNOWN,50037,Lahm,21,2.0,2.0,,,7.0
2003,52280,ARS,Arsenal,Arsenal,England,Inglaterra,51553,Ashley Cole,44.0,1980-12-20,ENG,,MALE,DEFENDER,UNKNOWN,52917,A. Cole,3,2.0,1.0,2.0,,9.0
2003,53043,CLT,Celta,Celta,Spain,España,51551,Sylvinho,51.0,1974-04-12,ESP,BRA,MALE,DEFENDER,,,Sylvinho,16,2.0,1.0,,,7.0
2003,50138,INT,Inter,Inter,Italy,Italia,45811,Cristiano Zanetti,48.0,1977-04-10,ITA,,MALE,MIDFIELDER,,64105,Zanetti,15,2.0,1.0,,,5.0
2003,52682,MUN,Man Utd,Man Utd,England,Inglaterra,38901,Ruud van Nistelrooy,49.0,1976-07-01,NED,NED,MALE,,STRIKER,74069,,22,2.0,,18.0,,7.0
2003,50023,MON,Monaco,Monaco,France,Francia,150082979,Fernando Morientes,49.0,1976-04-05,ESP,,MALE,FORWARD,,,Morientes,23,2.0,,16.0,,12.0
2003,50064,POR,Porto,Porto,Portugal,Portugal,66737,Derlei,50.0,1975-07-14,BRA,,MALE,FORWARD,,,Fernandes Silva,11,2.0,,10.0,,8.0
2003,50050,CEL,Celtic,Celtic,Scotland,Escocia,19944,John Hartson,50.0,1975-04-05,WAL,,MALE,FORWARD,,53359,Hartson,,2.0,,10.0,,6.0
2003,50050,CEL,Celtic,Celtic,Scotland,Escocia,19587,Henrik Larsson,54.0,1971-09-20,SWE,SWE,MALE,,UNKNOWN,60401,,17,2.0,,5.0,,6.0
2003,50084,PAN,Panathinaikos,Panathinaikos,Greece,Grecia,43816,Dimitris Papadopoulos,44.0,1981-10-20,GRE,UZB,MALE,FORWARD,UNKNOWN,,PAPADOPOULOS,9,2.0,,3.0,,5.0
2003,50051,RMA,Real Madrid,Real Madrid,Spain,España,24736,Míchel Salgado,50.0,1975-10-22,ESP,ESP,MALE,DEFENDER,,53344,Míchel Salgado,2,2.0,,2.0,,10.0
2003,52748,MAR,Marseille,Marseille,France,Francia,55601,Mido,42.0,1983-02-23,EGY,,MALE,FORWARD,UNKNOWN,53339,Mido,35,2.0,,2.0,,6.0
2003,50023,MON,Monaco,Monaco,France,Francia,68468,Patrice Evra,44.0,1981-05-15,FRA,SEN,MALE,DEFENDER,FULL_BACK,,Evra,21,2.0,,1.0,,13.0
2003,52682,MUN,Man Utd,Man Utd,England,Inglaterra,43465,John O'Shea,44.0,1981-04-30,IRL,IRL,MALE,DEFENDER,CENTRE_BACK,93338,O'Shea,22,2.0,,,,7.0
2003,50050,CEL,Celtic,Celtic,Scotland,Escocia,38892,Didier Agathe,50.0,1975-08-16,FRA,,MALE,FORWARD,,,Agathe,,2.0,,,,5.0
2003,50058,MIL,Milan,Milan,Italy,Italia,26917,Andrea Pirlo,46.0,1979-05-19,ITA,,MALE,MIDFIELDER,DEFENSIVE_MIDFIELDER,2607186,Pirlo,21,1.0,32.0,,,9.0
2003,50107,STU,Stuttgart,Stuttgart,Germany,Alemania,1208,Horst Heldt,55.0,1969-12-09,GER,,MALE,MIDFIELDER,,,Heldt,,1.0,24.0,,,7.0
2003,50037,BAY,Bayern München,Bayern München,Germany,Alemania,40809,Zé Roberto,51.0,1974-07-06,BRA,,MALE,MIDFIELDER,,,Zé Roberto,8,1.0,22.0,1.0,,7.0
2003,52914,CHE,Chelsea,Chelsea,England,Inglaterra,26341,Damien Duff,46.0,1979-03-02,IRL,,MALE,MIDFIELDER,,,Duff,16,1.0,20.0,5.0,,10.0
2003,52280,ARS,Arsenal,Arsenal,England,Inglaterra,27875,Robert Pirès,52.0,1973-10-29,FRA,FRA,MALE,MIDFIELDER,,,Pirès,7,1.0,20.0,2.0,,10.0
2003,50123,RSO,Real Sociedad,Real Sociedad,Spain,España,,,,,,,,,,,,,1.0,17.0,1.0,,8.0
2003,50058,MIL,Milan,Milan,Italy,Italia,13127,Clarence Seedorf,49.0,1976-04-01,NED,SUR,MALE,,,,,10,1.0,12.0,,,8.0
2003,50143,AJX,Ajax,Ajax,Netherlands,Holanda,57132,Wesley Sneijder,41.0,1984-06-09,NED,NED,MALE,MIDFIELDER,ATTACKING_MIDFIELDER,52355,Sneijder,10,1.0,9.0,,,5.0
2003,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,25741,Olivier De Cock,50.0,1975-11-09,BEL,,MALE,DEFENDER,,,De Cock,2,1.0,8.0,,,6.0
2003,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,15345,Sergen Yalçın,53.0,1972-10-05,TUR,,MALE,,,,,,1.0,6.0,8.0,,6.0
2003,59044,DEP,Deportivo,Deportivo,Spain,España,51778,Lionel Scaloni,47.0,1978-05-16,ARG,,MALE,DEFENDER,,,Scaloni,5,1.0,6.0,1.0,,9.0
2003,50023,MON,Monaco,Monaco,France,Francia,49043,Jaroslav Plašil,43.0,1982-01-05,CZE,CZE,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,50127,Plasil,18,1.0,5.0,2.0,,10.0
2003,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,56381,César Prates,50.0,1975-02-08,BRA,,MALE,MIDFIELDER,,,César Prates,29,1.0,4.0,1.0,,5.0
2003,50143,AJX,Ajax,Ajax,Netherlands,Holanda,59217,Zlatan Ibrahimović,44.0,1981-10-03,SWE,SWE,MALE,FORWARD,STRIKER,,IBRAHIMOVIĆ,11,1.0,2.0,3.0,,6.0
2003,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,55107,İbrahim Üzülmez,51.0,1974-03-10,TUR,,MALE,DEFENDER,UNKNOWN,,İbrahim Üzülmez,19,1.0,2.0,2.0,,6.0
2003,50051,RMA,Real Madrid,Real Madrid,Spain,España,48378,Santiago Solari,49.0,1976-10-07,ARG,,MALE,,,,,21,1.0,2.0,1.0,,9.0
2003,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,33970,Hasan Şaş,49.0,1976-08-01,TUR,,MALE,MIDFIELDER,,,Hasan Şaş,11,1.0,2.0,1.0,,5.0
2003,50084,PAN,Panathinaikos,Panathinaikos,Greece,Grecia,3900,Markus Münch,53.0,1972-09-07,GER,,MALE,DEFENDER,,,Münch,,1.0,2.0,1.0,,3.0
2003,50064,POR,Porto,Porto,Portugal,Portugal,21802,Nuno Valente,51.0,1974-09-12,POR,,MALE,DEFENDER,,,Nuno Valente,19,1.0,2.0,,,11.0
2003,50033,SPA,Sparta Praha,Sparta Praha,Czechia,Chequia,56527,Rastislav Michalík,51.0,1974-01-14,SVK,,MALE,MIDFIELDER,,,Michalík,15,1.0,2.0,,,8.0
2003,50123,RSO,Real Sociedad,Real Sociedad,Spain,España,54091,Xabi Alonso,43.0,1981-11-25,ESP,ESP,MALE,,UNKNOWN,,,14,1.0,2.0,,,8.0
2003,50084,PAN,Panathinaikos,Panathinaikos,Greece,Grecia,64615,Joël Epallé,47.0,1978-02-20,CMR,,MALE,MIDFIELDER,UNKNOWN,,Epallé,10,1.0,2.0,,,4.0
2003,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,33629,Giovanni,53.0,1972-02-04,BRA,,MALE,FORWARD,,,Giovanni,,1.0,1.0,13.0,,6.0
2003,50051,RMA,Real Madrid,Real Madrid,Spain,España,25879,Ronaldo,49.0,1976-09-22,BRA,BRA,MALE,FORWARD,,,Ronaldo,99,1.0,1.0,12.0,,9.0
2003,50123,RSO,Real Sociedad,Real Sociedad,Spain,España,44077,Nihat Kahveci,46.0,1979-11-23,TUR,TUR,MALE,FORWARD,UNKNOWN,,Nihat,8,1.0,1.0,7.0,,8.0
2003,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,55013,Aruna Dindane,44.0,1980-11-26,CIV,,MALE,FORWARD,,84297,Dindane,27,1.0,1.0,4.0,,5.0
2003,50051,RMA,Real Madrid,Real Madrid,Spain,España,17387,Roberto Carlos,62.0,1963-04-10,BRA,BRA,MALE,,UNKNOWN,,,3,1.0,1.0,2.0,,8.0
2003,50058,MIL,Milan,Milan,Italy,Italia,64775,Kaká,43.0,1982-04-22,BRA,,MALE,FORWARD,UNKNOWN,,Kaka',22,1.0,1.0,1.0,,10.0
2003,50037,BAY,Bayern München,Bayern München,Germany,Alemania,16043,Hasan Salihamidžić,48.0,1977-01-01,GER,,MALE,,,,,7,1.0,1.0,1.0,,8.0
2003,59044,DEP,Deportivo,Deportivo,Spain,España,25918,José Emilio Amavisca,54.0,1971-06-19,ESP,,MALE,FORWARD,,,Amavisca,,1.0,1.0,1.0,,1.0
2003,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,51520,Stelios Venetidis,49.0,1976-11-19,GRE,,MALE,DEFENDER,UNKNOWN,50053,Venetidis,3,1.0,1.0,,,6.0
2003,50121,RAN,Rangers,Rangers,Scotland,Escocia,30546,Michael Ball,46.0,1979-10-02,ENG,,MALE,DEFENDER,,,Ball,3,1.0,1.0,,,6.0
2003,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,20828,Christian Karembeu,54.0,1970-12-03,FRA,NCL,MALE,,,,,,1.0,1.0,,,6.0
2003,53043,CLT,Celta,Celta,Spain,España,51576,Eduardo Berizzo,56.0,1969-11-13,ARG,,MALE,,,,,,1.0,1.0,,,5.0
2003,52748,MAR,Marseille,Marseille,France,Francia,33676,Steve Marlet,51.0,1974-01-10,FRA,,MALE,FORWARD,,,Marlet,,1.0,1.0,,,4.0
2003,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,24823,Hakan Ünsal,52.0,1973-05-14,TUR,TUR,MALE,DEFENDER,,,Hakan Ünsal,,1.0,1.0,,,4.0
2003,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,31592,Göktan Berkant,44.0,1980-12-12,TUR,,MALE,MIDFIELDER,,,Berkant,,1.0,1.0,,,2.0
2003,50064,POR,Porto,Porto,Portugal,Portugal,41170,Benni McCarthy,48.0,1977-11-12,RSA,RSA,MALE,FORWARD,,,McCarthy,10,1.0,,27.0,,11.0
2003,50139,JUV,Juventus,Juventus,Italy,Italia,22764,Marco Di Vaio,49.0,1976-07-15,ITA,,MALE,,,,,,1.0,,20.0,,7.0
2003,50062,PSV,PSV,PSV,Netherlands,Holanda,34690,Mateja Kežman,46.0,1979-04-12,SRB,,MALE,FORWARD,UNKNOWN,,Kezman,99,1.0,,15.0,,6.0
2003,5312,LYO,Lyon,Lyon,France,Francia,41865,Péguy Luyindula,46.0,1979-05-25,FRA,,MALE,FORWARD,,2602673,Luyindula,8,1.0,,12.0,,10.0
2003,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,10718,Ivica Mornar,51.0,1974-01-12,CRO,,MALE,MIDFIELDER,,84297,Mornar,,1.0,,12.0,,6.0
2003,59044,DEP,Deportivo,Deportivo,Spain,España,56433,Walter Pandiani,49.0,1976-04-27,URU,,MALE,FORWARD,,54189,Pandiani,7,1.0,,11.0,,12.0
2003,52973,LAZ,Lazio,Lazio,Italy,Italia,66132,Bernardo Corradi,49.0,1976-03-30,ITA,,MALE,FORWARD,,,Corradi,39,1.0,,8.0,,6.0
2003,50051,RMA,Real Madrid,Real Madrid,Spain,España,26583,Raúl González,48.0,1977-06-27,ESP,ESP,MALE,,,,,7,1.0,,7.0,,9.0
2003,50138,INT,Inter,Inter,Italy,Italia,69498,Obafemi Martins,41.0,1984-10-28,NGA,,MALE,FORWARD,UNKNOWN,,MARTINS,5,1.0,,6.0,,5.0
2003,50139,JUV,Juventus,Juventus,Italy,Italia,32874,David Trezeguet,48.0,1977-10-15,FRA,FRA,MALE,FORWARD,,74912,Trezeguet,17,1.0,,5.0,,5.0
2003,52280,ARS,Arsenal,Arsenal,England,Inglaterra,19918,Fredrik Ljungberg,48.0,1977-04-16,SWE,SWE,MALE,,WINGER,,,8,1.0,,4.0,,9.0
2003,50107,STU,Stuttgart,Stuttgart,Germany,Alemania,45296,Imre Szabics,44.0,1981-03-22,HUN,,MALE,,,,,11,1.0,,4.0,,8.0
2003,50033,SPA,Sparta Praha,Sparta Praha,Czechia,Chequia,20469,Libor Sionko,48.0,1977-02-01,CZE,CZE,MALE,MIDFIELDER,UNKNOWN,,Sionko,7,1.0,,4.0,,6.0
2003,52280,ARS,Arsenal,Arsenal,England,Inglaterra,1297,Dennis Bergkamp,56.0,1969-05-10,NED,,MALE,,,,,,1.0,,3.0,,6.0
