season_year,team_id,team_code,team_name_en,team_name_es,country_en,country_es,player_id,player_name,player_age,player_birth_date,player_country_code,player_birth_country_code,player_gender,player_field_position,player_detailed_field_position,club_id,club_shirt_name,club_jersey_number,attacking__assists,attacking__corners,attacking__offsides,attacking__dribbling,attacking__matches_appearance
2012,50037,BAY,Bayern München,Bayern München,Germany,Alemania,98865,Jérôme Boateng,37.0,1988-09-03,GER,GER,MALE,DEFENDER,CENTRE_BACK,63405,Boateng,17,1.0,,,,13.0
2012,50037,BAY,Bayern München,Bayern München,Germany,Alemania,63033,Philipp Lahm,42.0,1983-11-11,GER,GER,MALE,DEFENDER,UNKNOWN,50037,Lahm,21,1.0,,,,12.0
2012,50037,BAY,Bayern München,Bayern München,Germany,Alemania,1906540,David Alaba,33.0,1992-06-24,AUT,AUT,MALE,DEFENDER,FULL_BACK,50051,ALABA,4,1.0,,,,10.0
2012,52748,MAR,Marseille,Marseille,France,Francia,98893,Steve Mandanda,40.0,1985-03-28,FRA,COD,MALE,GOALKEEPER,GOALKEEPER,55031,Mandanda,30,1.0,,,,9.0
2012,52826,ZEN,Zenit,Zenit,Russia,Rusia,95711,Tomáš Hubočan,40.0,1985-09-17,SVK,,MALE,DEFENDER,CENTRE_BACK,,HUBOCAN,15,1.0,,,,8.0
2012,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,57631,Simon Rolfes,43.0,1982-01-21,GER,GER,MALE,,UNKNOWN,,,6,1.0,,,,8.0
2012,50138,INT,Inter,Inter,Italy,Italia,250017049,Yuto Nagatomo,39.0,1986-09-12,JPN,,MALE,DEFENDER,FULL_BACK,,Nagatomo,25,1.0,,,,7.0
2012,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,97206,Milan Badelj,36.0,1989-02-25,CRO,,MALE,MIDFIELDER,DEFENSIVE_MIDFIELDER,52972,Badelj,14,1.0,,,,6.0
2012,52268,VAL,Valencia,Valencia,Spain,España,65012,Jérémy Mathieu,42.0,1983-10-29,FRA,FRA,MALE,DEFENDER,CENTRE_BACK,50149,Mathieu,22,1.0,,,,6.0
2012,64388,PLZ,Viktoria Plzeň,Viktoria Plzeň,Czechia,Chequia,250020925,Petr Jiráček,39.0,1986-03-02,CZE,,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,2605043,Jiracek,8,1.0,,,,6.0
2012,52682,MUN,Man Utd,Man Utd,England,Inglaterra,250014728,Phil Jones,33.0,1992-02-21,ENG,ENG,MALE,DEFENDER,CENTRE_BACK,,Jones,4,1.0,,,,6.0
2012,50080,BAR,Barcelona,Barcelona,Spain,España,93148,Gerard Piqué,38.0,1987-02-02,ESP,ESP,MALE,DEFENDER,CENTRE_BACK,50080,Piqué,3,1.0,,,,5.0
2012,52280,ARS,Arsenal,Arsenal,England,Inglaterra,71982,Thomas Vermaelen,40.0,1985-11-14,BEL,,MALE,DEFENDER,CENTRE_BACK,2610816,Vermaelen,24,1.0,,,,5.0
2012,59856,BSL,Basel,Basel,Switzerland,Suiza,60586,Scott Chipperfield,49.0,1975-12-30,AUS,,MALE,FORWARD,,,Chipperfield,11,1.0,,,,5.0
2012,59856,BSL,Basel,Basel,Switzerland,Suiza,50328,Benjamin Huggel,48.0,1977-07-07,SUI,SUI,MALE,MIDFIELDER,UNKNOWN,,Huggel,8,1.0,,,,5.0
2012,64388,PLZ,Viktoria Plzeň,Viktoria Plzeň,Czechia,Chequia,31233,Marián  Čišovský,46.0,1979-11-02,SVK,,MALE,DEFENDER,UNKNOWN,,Cišovský,28,1.0,,,,5.0
2012,5312,LYO,Lyon,Lyon,France,Francia,69499,Cris,48.0,1977-06-03,BRA,,MALE,DEFENDER,UNKNOWN,,CRIS,3,1.0,,,,4.0
2012,52826,ZEN,Zenit,Zenit,Russia,Rusia,65439,Vladimir Bystrov,41.0,1984-01-31,RUS,RUS,MALE,MIDFIELDER,WINGER,,Bystrov,18,1.0,,,,4.0
2012,75797,LIL,Lille,Lille,France,Francia,51165,David Rozehnal,45.0,1980-07-05,CZE,CZE,MALE,DEFENDER,UNKNOWN,68496,Rozehnal,18,1.0,,,,4.0
2012,50118,APO,APOEL,APOEL,Cyprus,Chipre,250032934,Aldo Adorno,43.0,1982-04-08,ESP,,MALE,FORWARD,UNKNOWN,,Adorno,12,1.0,,,,4.0
2012,50051,RMA,Real Madrid,Real Madrid,Spain,España,250025891,Raphaël Varane,32.0,1993-04-25,FRA,FRA,MALE,DEFENDER,CENTRE_BACK,79946,R.Varane,19,1.0,,,,4.0
2012,61582,GEN,Genk,Genk,Belgium,Bélgica,250011659,Dugary Ndabashinze,36.0,1989-10-08,BDI,,MALE,MIDFIELDER,UNKNOWN,,Dugary,21,1.0,,,,4.0
2012,50051,RMA,Real Madrid,Real Madrid,Spain,España,101535,Lassana Diarra,40.0,1985-03-10,FRA,FRA,MALE,MIDFIELDER,DEFENSIVE_MIDFIELDER,,Lass,19,1.0,,,,4.0
2012,70691,VIL,Villarreal,Villarreal,Spain,España,250021663,Joan Oriol,39.0,1986-11-05,ESP,,MALE,DEFENDER,UNKNOWN,2606124,Joan Oriol,3,1.0,,,,3.0
2012,66168,BTE,BATE Borisov,BATE Borisov,Belarus,Bielorrusia,250003681,Filipp Rudik,38.0,1987-03-22,BLR,,MALE,MIDFIELDER,UNKNOWN,2601268,Rudzik,77,1.0,,,,3.0
2012,5312,LYO,Lyon,Lyon,France,Francia,1908191,Gueïda Fofana,34.0,1991-05-16,FRA,,MALE,MIDFIELDER,UNKNOWN,,Fofana,6,1.0,,,,3.0
2012,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,55031,Vyacheslav Shevchuk,46.0,1979-05-13,UKR,,MALE,DEFENDER,FULL_BACK,,Shevchuk,13,1.0,,,,2.0
2012,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,52495,Francisco Yeste,45.0,1979-12-06,ESP,,MALE,MIDFIELDER,UNKNOWN,,Yeste,33,1.0,,,,2.0
2012,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,69622,Vedran Ćorluka,39.0,1986-02-05,CRO,BIH,MALE,DEFENDER,CENTRE_BACK,53065,Ćorluka,14,1.0,,,,1.0
2012,50143,AJX,Ajax,Ajax,Netherlands,Holanda,34559,Theo Janssen,44.0,1981-07-27,NED,,MALE,MIDFIELDER,,,Janssen,34,,27.0,,,6.0
2012,61582,GEN,Genk,Genk,Belgium,Bélgica,61957,Dániel Tőzsér,40.0,1985-05-12,HUN,,MALE,MIDFIELDER,DEFENSIVE_MIDFIELDER,52958,Tözsér,8,,22.0,,,6.0
2012,52280,ARS,Arsenal,Arsenal,England,Inglaterra,48233,Mikel Arteta,43.0,1982-03-26,ESP,ESP,MALE,,UNKNOWN,,,8,,19.0,,,6.0
2012,5312,LYO,Lyon,Lyon,France,Francia,43841,Kim Källström,43.0,1982-08-24,SWE,,MALE,MIDFIELDER,DEFENSIVE_MIDFIELDER,,Kallstrom,4,,17.0,,,7.0
2012,64388,PLZ,Viktoria Plzeň,Viktoria Plzeň,Czechia,Chequia,19981,Pavel Horváth,50.0,1975-04-22,CZE,,MALE,,,64388,,10,,16.0,,,6.0
2012,5312,LYO,Lyon,Lyon,France,Francia,68690,Yoann Gourcuff,39.0,1986-07-11,FRA,,MALE,MIDFIELDER,,2601308,Gourcuff,8,,14.0,,,5.0
2012,75797,LIL,Lille,Lille,France,Francia,1900722,Ludovic Obraniak,41.0,1984-11-10,FRA,,MALE,MIDFIELDER,UNKNOWN,52269,obraniak,10,,13.0,2.0,,5.0
2012,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,1903903,Sammir,38.0,1987-04-23,CRO,,MALE,MIDFIELDER,UNKNOWN,2600783,Sammir,10,,13.0,1.0,,6.0
2012,75797,LIL,Lille,Lille,France,Francia,59660,Benoît Pedretti,45.0,1980-11-12,FRA,,MALE,MIDFIELDER,,52273,Pedretti,17,,13.0,,,4.0
2012,52280,ARS,Arsenal,Arsenal,England,Inglaterra,53130,Robin van Persie,42.0,1983-08-06,NED,NED,MALE,,STRIKER,,,32,,12.0,11.0,,7.0
2012,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,1905688,Willian,37.0,1988-08-09,BRA,BRA,MALE,MIDFIELDER,WINGER,75386,Willian,18,,12.0,1.0,,6.0
2012,75797,LIL,Lille,Lille,France,Francia,1901409,Dimitri Payet,38.0,1987-03-29,FRA,,MALE,FORWARD,WINGER,,Payet,10,,12.0,,,4.0
2012,52919,MCI,Man City,Man City,England,Inglaterra,93324,Samir Nasri,39.0,1986-06-26,FRA,FRA,MALE,MIDFIELDER,ATTACKING_MIDFIELDER,50074,Nasri,10,,11.0,1.0,,6.0
2012,66168,BTE,BATE Borisov,BATE Borisov,Belarus,Bielorrusia,1903601,Dmitri Baga,35.0,1990-01-04,BLR,BLR,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,66169,Бага,52,,11.0,,,6.0
2012,66168,BTE,BATE Borisov,BATE Borisov,Belarus,Bielorrusia,250001569,Renan Bressan,37.0,1988-11-03,BLR,,MALE,MIDFIELDER,ATTACKING_MIDFIELDER,53016,R.BRESSAN,88,,10.0,2.0,,6.0
2012,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,48893,Darijo Srna,43.0,1982-05-01,CRO,CRO,MALE,,FULL_BACK,,,33,,10.0,,,5.0
2012,61582,GEN,Genk,Genk,Belgium,Bélgica,250008901,Kevin De Bruyne,34.0,1991-06-28,BEL,BEL,MALE,MIDFIELDER,ATTACKING_MIDFIELDER,50136,De Bruyne,11,,10.0,,,4.0
2012,52731,TRA,Trabzonspor,Trabzonspor,Türkiye,Turquía,97028,Adrian Mierzejewski,39.0,1986-11-06,POL,,MALE,FORWARD,UNKNOWN,,ADRIAN,10,,9.0,2.0,,5.0
2012,70691,VIL,Villarreal,Villarreal,Spain,España,101897,Jonathan de Guzmán,38.0,1987-09-13,NED,,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,52953,De Guzman,6,,9.0,1.0,,6.0
2012,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,74685,Kevin Mirallas,38.0,1987-10-05,BEL,,MALE,MIDFIELDER,WINGER,79952,Mirallas,11,,8.0,8.0,,6.0
2012,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,93114,Zoran Tošić,38.0,1987-04-28,SRB,,MALE,MIDFIELDER,WINGER,79969,TOSIC,11,,8.0,,,6.0
2012,52268,VAL,Valencia,Valencia,Spain,España,250003399,Éver Banega,37.0,1988-06-29,ARG,ARG,MALE,MIDFIELDER,ATTACKING_MIDFIELDER,52714,Ever Banega,10,,8.0,,,4.0
2012,59856,BSL,Basel,Basel,Switzerland,Suiza,31840,Alexander Frei,46.0,1979-07-15,SUI,SUI,MALE,,UNKNOWN,,,13,,7.0,7.0,,7.0
2012,52682,MUN,Man Utd,Man Utd,England,Inglaterra,106602,Ashley Young,40.0,1985-07-09,ENG,,MALE,DEFENDER,FULL_BACK,62301,Young,15,,7.0,7.0,,3.0
2012,52919,MCI,Man City,Man City,England,Inglaterra,105814,Aleksandar Kolarov,40.0,1985-11-10,SRB,SRB,MALE,,FULL_BACK,,,11,,7.0,4.0,,5.0
2012,59856,BSL,Basel,Basel,Switzerland,Suiza,250004721,Granit Xhaka,33.0,1992-09-27,SUI,SUI,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,53360,Xhaka,34,,7.0,,,8.0
2012,50138,INT,Inter,Inter,Italy,Italia,250040593,Ricardo Álvarez,37.0,1988-04-12,ARG,,MALE,MIDFIELDER,UNKNOWN,,Ricky,11,,7.0,,,5.0
2012,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,98609,Jádson,42.0,1983-10-05,BRA,,MALE,MIDFIELDER,,,Jadson,8,,7.0,,,4.0
2012,70691,VIL,Villarreal,Villarreal,Spain,España,63946,Borja Valero,40.0,1985-01-12,ESP,,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,52817,B. Valero,20,,7.0,,,3.0
2012,52826,ZEN,Zenit,Zenit,Russia,Rusia,52083,Danko Lazović,42.0,1983-05-17,SRB,SRB,MALE,FORWARD,STRIKER,,DANKO,7,,6.0,5.0,,6.0
2012,50151,OTE,Oţelul,Oţelul,Romania,Rumanía,250003760,Sorin Frunza,47.0,1978-03-29,ROU,,MALE,MIDFIELDER,UNKNOWN,,Frunza,11,,6.0,2.0,,5.0
2012,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,250020526,José Holebas,41.0,1984-06-27,GRE,,MALE,DEFENDER,FULL_BACK,2610,J. Cholevas,25,,6.0,,,6.0
2012,52268,VAL,Valencia,Valencia,Spain,España,104033,Daniel Parejo,36.0,1989-04-16,ESP,,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,70691,Parejo,10,,6.0,,,3.0
2012,5312,LYO,Lyon,Lyon,France,Francia,106001,Michel Bastos,42.0,1983-08-02,BRA,,MALE,MIDFIELDER,UNKNOWN,,Bastos,11,,5.0,5.0,,6.0
2012,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,250016027,Douglas Costa,35.0,1990-09-14,BRA,,MALE,MIDFIELDER,WINGER,50037,Costa,11,,5.0,2.0,,5.0
2012,50058,MIL,Milan,Milan,Italy,Italia,43818,Antonio Cassano,43.0,1982-07-12,ITA,ITA,MALE,FORWARD,UNKNOWN,,Cassano,99,,5.0,1.0,,3.0
2012,50051,RMA,Real Madrid,Real Madrid,Spain,España,93154,Esteban Granero,38.0,1987-07-02,ESP,,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,2601252,Granero,23,,5.0,,,7.0
2012,50118,APO,APOEL,APOEL,Cyprus,Chipre,73471,Ivan Tričkovski,38.0,1987-04-18,MKD,,MALE,FORWARD,WINGER,52800,Tričkovski,10,,4.0,8.0,,9.0
2012,52748,MAR,Marseille,Marseille,France,Francia,52818,Benoît Cheyrou,44.0,1981-05-03,FRA,,MALE,MIDFIELDER,,,Cheyrou,7,,4.0,1.0,,9.0
2012,61582,GEN,Genk,Genk,Belgium,Bélgica,34074,Thomas Buffel,44.0,1981-02-19,BEL,,MALE,MIDFIELDER,WINGER,89675,Buffel,19,,4.0,1.0,,6.0
2012,52731,TRA,Trabzonspor,Trabzonspor,Türkiye,Turquía,250002544,Alanzinho,42.0,1983-02-22,BRA,,MALE,MIDFIELDER,UNKNOWN,,ALANZINHO,25,,4.0,1.0,,6.0
2012,50138,INT,Inter,Inter,Italy,Italia,95291,Maicon,44.0,1981-07-26,BRA,BRA,MALE,DEFENDER,,,Maicon,13,,4.0,1.0,,3.0
2012,5312,LYO,Lyon,Lyon,France,Francia,1901413,Ederson,39.0,1986-01-13,BRA,,MALE,MIDFIELDER,UNKNOWN,,Ederson,10,,4.0,,,6.0
2012,50138,INT,Inter,Inter,Italy,Italia,250020682,Philippe Coutinho,33.0,1992-06-12,BRA,BRA,MALE,FORWARD,ATTACKING_MIDFIELDER,,Coutinho,23,,4.0,,,3.0
2012,52682,MUN,Man Utd,Man Utd,England,Inglaterra,106612,Anderson,37.0,1988-04-13,BRA,,MALE,MIDFIELDER,,,ANDERSON,8,,4.0,,,3.0
2012,50080,BAR,Barcelona,Barcelona,Spain,España,250011693,Jonathan dos Santos,35.0,1990-04-26,MEX,,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,,J. Dos Santos,8,,4.0,,,2.0
2012,75797,LIL,Lille,Lille,France,Francia,43567,Joe Cole,44.0,1981-11-08,,,MALE,MIDFIELDER,UNKNOWN,52915,Cole,10,,3.0,5.0,,6.0
2012,52268,VAL,Valencia,Valencia,Spain,España,250003440,Sofiane Feghouli,35.0,1989-12-26,ALG,FRA,MALE,MIDFIELDER,WINGER,50067,Feghouli,89,,3.0,,,6.0
2012,52748,MAR,Marseille,Marseille,France,Francia,101675,Lucho González,44.0,1981-01-19,ARG,,MALE,MIDFIELDER,UNKNOWN,,Lucho,3,,3.0,,,6.0
2012,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,250003420,Marcel Schmelzer,37.0,1988-01-22,GER,,MALE,DEFENDER,FULL_BACK,,Schmelzer,29,,3.0,,,5.0
2012,50064,POR,Porto,Porto,Portugal,Portugal,1908748,Fernando Belluschi,42.0,1983-09-10,ARG,,MALE,MIDFIELDER,UNKNOWN,52695,BELLUSCHI,5,,3.0,,,5.0
2012,50051,RMA,Real Madrid,Real Madrid,Spain,España,97859,Nuri Şahin,37.0,1988-09-05,GER,GER,MALE,,CENTRAL_MIDFIELDER,60532,,8,,3.0,,,4.0
2012,52919,MCI,Man City,Man City,England,Inglaterra,70120,James Milner,39.0,1986-01-04,ENG,,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,2601105,Milner,6,,3.0,,,4.0
2012,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,94109,Vasyl Kobin,40.0,1985-05-24,UKR,UKR,MALE,MIDFIELDER,WINGER,,Kobin,14,,3.0,,,1.0
2012,52919,MCI,Man City,Man City,England,Inglaterra,98815,Adam Johnson,38.0,1987-07-14,ENG,,MALE,MIDFIELDER,UNKNOWN,53360,A. Johnson,11,,2.0,1.0,,5.0
2012,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,101299,Fernandinho,40.0,1985-05-04,BRA,BRA,MALE,MIDFIELDER,,,Fernandinho,25,,2.0,1.0,,4.0
2012,59856,BSL,Basel,Basel,Switzerland,Suiza,102138,Valentin Stocker,36.0,1989-04-12,SUI,,MALE,MIDFIELDER,ATTACKING_MIDFIELDER,59856,STOCKER,14,,2.0,1.0,,3.0
2013,52747,PSG,Paris,Paris,France,Francia,59217,Zlatan Ibrahimović,44.0,1981-10-03,SWE,SWE,MALE,FORWARD,STRIKER,,IBRAHIMOVIĆ,11,7.0,2.0,17.0,,9.0
2013,50051,RMA,Real Madrid,Real Madrid,Spain,España,103697,Mesut Özil,37.0,1988-10-15,GER,GER,MALE,MIDFIELDER,ATTACKING_MIDFIELDER,,ÖZİL,10,5.0,28.0,3.0,,10.0
2013,50051,RMA,Real Madrid,Real Madrid,Spain,España,1905153,Ángel Di María,37.0,1988-02-14,ARG,ARG,MALE,FORWARD,UNKNOWN,50147,Di Maria,11,5.0,21.0,,,11.0
2013,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,250007605,Mario Götze,33.0,1992-06-03,GER,GER,MALE,MIDFIELDER,STRIKER,50072,M. GÖTZE,27,5.0,10.0,3.0,,11.0
2013,50037,BAY,Bayern München,Bayern München,Germany,Alemania,95665,Franck Ribéry,42.0,1983-04-07,FRA,FRA,MALE,MIDFIELDER,WINGER,69364,Ribery,7,5.0,8.0,3.0,,12.0
2013,50051,RMA,Real Madrid,Real Madrid,Spain,España,93321,Karim Benzema,37.0,1987-12-19,FRA,FRA,MALE,FORWARD,STRIKER,2607202,Benzema,9,5.0,,10.0,,10.0
2013,50080,BAR,Barcelona,Barcelona,Spain,España,35018,Xavi Hernández,45.0,1980-01-25,ESP,ESP,MALE,,UNKNOWN,,,6,4.0,57.0,,,11.0
2013,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,62307,Selçuk İnan,40.0,1985-02-10,TUR,,MALE,,CENTRAL_MIDFIELDER,50067,,8,4.0,28.0,,,10.0
2013,50143,AJX,Ajax,Ajax,Netherlands,Holanda,1905884,Christian Eriksen,33.0,1992-02-14,DEN,,MALE,MIDFIELDER,ATTACKING_MIDFIELDER,64332,Eriksen,14,4.0,25.0,,,6.0
2013,52682,MUN,Man Utd,Man Utd,England,Inglaterra,63891,Wayne Rooney,40.0,1985-10-24,ENG,ENG,MALE,FORWARD,STRIKER,52917,Rooney,10,4.0,13.0,1.0,,6.0
2013,50037,BAY,Bayern München,Bayern München,Germany,Alemania,67496,Bastian Schweinsteiger,41.0,1984-08-01,GER,GER,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,2607180,SCHWEINSTEIGER,31,4.0,11.0,3.0,,12.0
2013,74069,MAL,Málaga,Málaga,Spain,España,250024454,Isco,33.0,1992-04-21,ESP,ESP,MALE,MIDFIELDER,ATTACKING_MIDFIELDER,52265,Isco,22,4.0,7.0,3.0,,8.0
2013,50037,BAY,Bayern München,Bayern München,Germany,Alemania,63033,Philipp Lahm,42.0,1983-11-11,GER,GER,MALE,DEFENDER,UNKNOWN,50037,Lahm,21,4.0,1.0,,,12.0
2013,52280,ARS,Arsenal,Arsenal,England,Inglaterra,250020851,Olivier Giroud,39.0,1986-09-30,FRA,FRA,MALE,FORWARD,STRIKER,75797,GIROUD,9,4.0,,6.0,,7.0
2013,88131,CLU,CFR Cluj,CFR Cluj,Romania,Rumanía,101802,Modou Sougou,40.0,1984-12-18,SEN,,MALE,FORWARD,UNKNOWN,79952,SOUGOU,99,4.0,,2.0,,5.0
2013,50139,JUV,Juventus,Juventus,Italy,Italia,26917,Andrea Pirlo,46.0,1979-05-19,ITA,,MALE,MIDFIELDER,DEFENSIVE_MIDFIELDER,2607186,Pirlo,21,3.0,54.0,,,10.0
2013,52268,VAL,Valencia,Valencia,Spain,España,250020842,Tino Costa,40.0,1985-01-09,ARG,,MALE,MIDFIELDER,UNKNOWN,,TINO,6,3.0,23.0,,,8.0
2013,57388,SCH,Schalke,Schalke,Germany,Alemania,91479,Jefferson Farfán,41.0,1984-10-26,PER,,MALE,MIDFIELDER,WINGER,53065,Farfan,8,3.0,21.0,1.0,,7.0
2013,50050,CEL,Celtic,Celtic,Scotland,Escocia,68328,Charlie Mulgrew,39.0,1986-03-06,SCO,,MALE,DEFENDER,UNKNOWN,50079,Mulgrew,4,3.0,14.0,,,8.0
2013,88131,CLU,CFR Cluj,CFR Cluj,Romania,Rumanía,1905829,Rafael Bastos,40.0,1985-01-01,BRA,,MALE,FORWARD,UNKNOWN,,R. BASTOS,16,3.0,13.0,3.0,,6.0
2013,50080,BAR,Barcelona,Barcelona,Spain,España,95803,Lionel Messi,38.0,1987-06-24,ARG,ARG,MALE,FORWARD,UNKNOWN,52747,Messi,30,3.0,6.0,2.0,,11.0
2013,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,1905349,Nordin Amrabat,38.0,1987-03-31,MAR,,MALE,FORWARD,UNKNOWN,2600537,N.Amrabat,5,3.0,3.0,5.0,,10.0
2013,57388,SCH,Schalke,Schalke,Germany,Alemania,250005336,Lewis Holtby,35.0,1990-09-18,GER,,MALE,MIDFIELDER,UNKNOWN,64206,Holtby,14,3.0,3.0,4.0,,6.0
2013,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,1904694,Luiz Adriano,38.0,1987-04-12,BRA,,MALE,FORWARD,STRIKER,,L. Adriano,12,3.0,,5.0,,7.0
2013,52336,BRA,Braga,Braga,Portugal,Portugal,250035096,Éder,37.0,1987-12-22,POR,,MALE,FORWARD,STRIKER,53065,Eder,19,3.0,,2.0,,6.0
2013,50139,JUV,Juventus,Juventus,Italy,Italia,1906016,Arturo Vidal,38.0,1987-05-22,CHI,,MALE,MIDFIELDER,UNKNOWN,,Vidal,22,3.0,,,,9.0
2013,50037,BAY,Bayern München,Bayern München,Germany,Alemania,57134,Arjen Robben,41.0,1984-01-23,NED,NED,MALE,MIDFIELDER,UNKNOWN,50144,Robben,10,2.0,36.0,6.0,,9.0
2013,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,250011791,Marco Reus,36.0,1989-05-31,GER,GER,MALE,MIDFIELDER,ATTACKING_MIDFIELDER,,Reus,11,2.0,36.0,5.0,,13.0
2013,50064,POR,Porto,Porto,Portugal,Portugal,70098,João Moutinho,39.0,1986-09-08,POR,POR,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,52336,J. Moutinho,8,2.0,26.0,,,8.0
2013,52914,CHE,Chelsea,Chelsea,England,Inglaterra,104584,Juan Mata,37.0,1988-04-28,ESP,ESP,MALE,MIDFIELDER,ATTACKING_MIDFIELDER,,Mata,8,2.0,22.0,1.0,,6.0
2013,52747,PSG,Paris,Paris,France,Francia,150200030,Jérémy Ménez,38.0,1987-05-07,FRA,,MALE,FORWARD,STRIKER,,J.Menez,7,2.0,20.0,7.0,,7.0
2013,50064,POR,Porto,Porto,Portugal,Portugal,250021636,James Rodríguez,34.0,1991-07-12,COL,COL,MALE,MIDFIELDER,UNKNOWN,74070,JAMES,16,2.0,14.0,,,8.0
2013,50037,BAY,Bayern München,Bayern München,Germany,Alemania,1905360,Xherdan Shaqiri,34.0,1991-10-10,SUI,SUI,MALE,MIDFIELDER,WINGER,59856,SHAQIRI,10,2.0,12.0,3.0,,7.0
2013,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,250003420,Marcel Schmelzer,37.0,1988-01-22,GER,,MALE,DEFENDER,FULL_BACK,,Schmelzer,29,2.0,12.0,1.0,,13.0
2013,50058,MIL,Milan,Milan,Italy,Italia,250006202,Stephan El Shaarawy,33.0,1992-10-27,ITA,ITA,MALE,FORWARD,WINGER,50137,EL SHAARAWY,92,2.0,8.0,7.0,,8.0
2013,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,1905688,Willian,37.0,1988-08-09,BRA,BRA,MALE,MIDFIELDER,WINGER,75386,Willian,18,2.0,8.0,,,6.0
2013,52747,PSG,Paris,Paris,France,Francia,250015986,Javier Pastore,36.0,1989-06-20,ITA,,MALE,MIDFIELDER,ATTACKING_MIDFIELDER,89561,PASTORE,27,2.0,6.0,1.0,,10.0
2013,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,250020526,José Holebas,41.0,1984-06-27,GRE,,MALE,DEFENDER,FULL_BACK,2610,J. Cholevas,25,2.0,5.0,,,5.0
2013,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,58613,Hamit Altıntop,42.0,1982-12-08,TUR,,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,2605680,Altıntop,4,2.0,3.0,1.0,,9.0
2013,50037,BAY,Bayern München,Bayern München,Germany,Alemania,1906540,David Alaba,33.0,1992-06-24,AUT,AUT,MALE,DEFENDER,FULL_BACK,50051,ALABA,4,2.0,3.0,,,11.0
2013,50058,MIL,Milan,Milan,Italy,Italia,73253,Riccardo Montolivo,40.0,1985-01-18,ITA,ITA,MALE,MIDFIELDER,DEFENSIVE_MIDFIELDER,,MONTOLIVO,18,2.0,3.0,,,6.0
2013,50080,BAR,Barcelona,Barcelona,Spain,España,250003528,Alexis Sánchez,36.0,1988-12-19,CHI,CHI,MALE,FORWARD,STRIKER,52714,Alexis,70,2.0,2.0,2.0,,9.0
2013,50037,BAY,Bayern München,Bayern München,Germany,Alemania,250003318,Thomas Müller,36.0,1989-09-13,GER,GER,MALE,FORWARD,WINGER,50037,Müller,25,2.0,1.0,7.0,,13.0
2013,50139,JUV,Juventus,Juventus,Italy,Italia,1902468,Claudio Marchisio,39.0,1986-01-19,ITA,,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,,Marchisio,10,2.0,1.0,2.0,,8.0
2013,50051,RMA,Real Madrid,Real Madrid,Spain,España,1900739,Gonzalo Higuaín,37.0,1987-12-10,ARG,,MALE,FORWARD,STRIKER,,Higuain,21,2.0,,10.0,,9.0
2013,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,250002096,Robert Lewandowski,37.0,1988-08-21,POL,POL,MALE,FORWARD,STRIKER,50080,Lewandowski,9,2.0,,9.0,,13.0
2013,50139,JUV,Juventus,Juventus,Italy,Italia,72443,Alessandro Matri,41.0,1984-08-19,ITA,,MALE,FORWARD,STRIKER,64105,Matri,10,2.0,,7.0,,9.0
2013,52280,ARS,Arsenal,Arsenal,England,Inglaterra,250011036,Gervinho,38.0,1987-05-27,CIV,CIV,MALE,FORWARD,UNKNOWN,,Gervinho,27,2.0,,6.0,,6.0
