season_year,team_id,team_code,team_name_en,team_name_es,country_en,country_es,player_id,player_name,player_age,player_birth_date,player_country_code,player_birth_country_code,player_gender,player_field_position,player_detailed_field_position,club_id,club_shirt_name,club_jersey_number,attempts__attempts,attempts__attempts_on_target,attempts__attempts_off_target,attempts__attempts_blocked,attempts__matches_appearance
2002,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,51453,Dimitar Berbatov,44.0,1981-01-30,BUL,BUL,MALE,FORWARD,UNKNOWN,,Berbatov,10,,8.0,3.0,,7.0
2002,5312,LYO,Lyon,Lyon,France,Francia,61534,Pernambucano Juninho,50.0,1975-01-30,BRA,,MALE,MIDFIELDER,,,Juninho,8,,8.0,2.0,,6.0
2002,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,34195,Marko Babić,44.0,1981-01-28,CRO,,MALE,MIDFIELDER,UNKNOWN,,Babić,19,,7.0,10.0,,8.0
2002,50137,ROM,Roma,Roma,Italy,Italia,27319,Cafu,55.0,1970-06-07,BRA,BRA,MALE,DEFENDER,,,Cafu,2,,7.0,8.0,,12.0
2002,52268,VAL,Valencia,Valencia,Spain,España,42855,Vicente,44.0,1981-07-16,ESP,,MALE,MIDFIELDER,UNKNOWN,,Vicente,14,,7.0,7.0,,11.0
2002,50037,BAY,Bayern München,Bayern München,Germany,Alemania,34908,Michael Ballack,49.0,1976-09-26,GER,GER,MALE,MIDFIELDER,UNKNOWN,,Ballack,13,,7.0,7.0,,5.0
2002,50062,PSV,PSV,PSV,Netherlands,Holanda,34690,Mateja Kežman,46.0,1979-04-12,SRB,,MALE,FORWARD,UNKNOWN,,Kezman,99,,7.0,5.0,,6.0
2002,50137,ROM,Roma,Roma,Italy,Italia,33879,Gabriel Batistuta,56.0,1969-02-01,ARG,,MALE,FORWARD,,,Batistuta,,,7.0,5.0,,6.0
2002,52277,LEN,Lens,Lens,France,Francia,32096,Daniel Moreira,48.0,1977-08-08,FRA,,MALE,FORWARD,,2600671,Moreira,10,,7.0,5.0,,6.0
2002,52269,AJA,Auxerre,Auxerre,France,Francia,60771,Mwaruwari Benjani,47.0,1978-08-13,ZIM,,MALE,FORWARD,UNKNOWN,84297,Benjani,27,,7.0,4.0,,6.0
2002,7889,LIV,Liverpool,Liverpool,England,Inglaterra,43545,Milan Baroš,44.0,1981-10-28,CZE,CZE,MALE,FORWARD,STRIKER,51886,Baroš,27,,7.0,3.0,,5.0
2002,50058,MIL,Milan,Milan,Italy,Italia,19898,Jon Dahl Tomasson,49.0,1976-08-29,DEN,DEN,MALE,,,,,11,,7.0,2.0,,10.0
2002,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,18416,Dmitri Loskov,51.0,1974-02-12,RUS,,MALE,,,,,10,,6.0,13.0,,10.0
2002,50080,BAR,Barcelona,Barcelona,Spain,España,56451,Thiago Motta,43.0,1982-08-28,ITA,,MALE,,DEFENSIVE_MIDFIELDER,52747,,8,,6.0,10.0,,12.0
2002,59044,DEP,Deportivo,Deportivo,Spain,España,48372,Albert Luque,47.0,1978-03-11,ESP,,MALE,FORWARD,,,Luque,10,,6.0,10.0,,9.0
2002,59324,NEW,Newcastle,Newcastle,England,Inglaterra,8861,Gary Speed,56.0,1969-09-08,WAL,,MALE,MIDFIELDER,,68215,Speed,6,,6.0,8.0,,11.0
2002,50080,BAR,Barcelona,Barcelona,Spain,España,58638,Juan Riquelme,47.0,1978-06-24,ARG,ARG,MALE,MIDFIELDER,,,Riquelme,16,,6.0,8.0,,10.0
2002,59044,DEP,Deportivo,Deportivo,Spain,España,43316,Diego Tristán,49.0,1976-01-05,ESP,,MALE,FORWARD,,53044,Tristán,,,6.0,8.0,,10.0
2002,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,10596,Bernd Schneider,52.0,1973-11-17,GER,,MALE,MIDFIELDER,,,Schneider,25,,6.0,8.0,,10.0
2002,59856,BSL,Basel,Basel,Switzerland,Suiza,19776,Murat Yakin,51.0,1974-09-15,SUI,SUI,MALE,,,,,,,6.0,7.0,,11.0
2002,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,33466,Tomáš Rosický,45.0,1980-10-04,CZE,,MALE,MIDFIELDER,ATTACKING_MIDFIELDER,50033,Rosický,10,,6.0,7.0,,7.0
2002,50062,PSV,PSV,PSV,Netherlands,Holanda,20554,Arnold Bruggink,48.0,1977-07-24,NED,,MALE,FORWARD,,,Bruggink,17,,6.0,6.0,,5.0
2002,61582,GEN,Genk,Genk,Belgium,Bélgica,66069,Moumouni Dagano,44.0,1981-01-01,BFA,,MALE,FORWARD,,52813,Dagano,9,,6.0,6.0,,4.0
2002,50139,JUV,Juventus,Juventus,Italy,Italia,6216,Edgar Davids,52.0,1973-03-13,NED,,MALE,MIDFIELDER,,,Davids,13,,6.0,5.0,,15.0
2002,50137,ROM,Roma,Roma,Italy,Italia,43818,Antonio Cassano,43.0,1982-07-12,ITA,ITA,MALE,FORWARD,UNKNOWN,,Cassano,99,,6.0,5.0,,11.0
2002,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,29544,Christian,50.0,1975-04-23,BRA,,MALE,FORWARD,,,Christian,,,6.0,5.0,,4.0
2002,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,13756,Pierre van Hooijdonk,55.0,1969-11-29,NED,NED,MALE,FORWARD,UNKNOWN,,Van Hooijdonk,9,,6.0,5.0,,3.0
2002,50058,MIL,Milan,Milan,Italy,Italia,51474,Serginho,54.0,1971-06-27,BRA,BRA,MALE,DEFENDER,,,Serginho,27,,6.0,4.0,,12.0
2002,52280,ARS,Arsenal,Arsenal,England,Inglaterra,19918,Fredrik Ljungberg,48.0,1977-04-16,SWE,SWE,MALE,,WINGER,,,8,,6.0,4.0,,8.0
2002,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,27462,Alin Stoica,45.0,1979-12-10,ROU,,MALE,MIDFIELDER,,,Stoica,8,,6.0,4.0,,6.0
2002,59045,MHA,Maccabi Haifa,Maccabi Haifa,Israel,Israel,23420,Nenad Pralija,54.0,1970-12-11,CRO,,MALE,MIDFIELDER,,,Pralija,,,6.0,4.0,,6.0
2002,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,40911,Marcio Amoroso,51.0,1974-07-05,BRA,,MALE,FORWARD,,,Amoroso,,,6.0,1.0,,9.0
2002,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,22098,Vladimir Maminov,51.0,1974-09-04,RUS,,MALE,MIDFIELDER,,,Maminov,8,,5.0,14.0,,12.0
2002,50137,ROM,Roma,Roma,Italy,Italia,40979,Vincenzo Montella,51.0,1974-06-18,ITA,ITA,MALE,,,,,23,,5.0,12.0,,11.0
2002,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,33482,Predrag Djordjević,53.0,1972-08-04,SRB,,MALE,MIDFIELDER,,2606866,P Djordjević,11,,5.0,9.0,,6.0
2002,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,46403,Jan Šimák,47.0,1978-10-13,CZE,,MALE,MIDFIELDER,,,Šimák,8,,5.0,8.0,,11.0
2002,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,31121,Vadim Evseev,49.0,1976-01-08,RUS,,MALE,DEFENDER,,,Evseev,2,,5.0,8.0,,11.0
2002,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,45236,Florin Cernat,45.0,1980-03-10,ROU,,MALE,MIDFIELDER,,2607321,Cernat,50,,5.0,8.0,,5.0
2002,52280,ARS,Arsenal,Arsenal,England,Inglaterra,27875,Robert Pirès,52.0,1973-10-29,FRA,FRA,MALE,MIDFIELDER,,,Pirès,7,,5.0,7.0,,9.0
2002,52280,ARS,Arsenal,Arsenal,England,Inglaterra,1297,Dennis Bergkamp,56.0,1969-05-10,NED,,MALE,,,,,,,5.0,7.0,,7.0
2002,59324,NEW,Newcastle,Newcastle,England,Inglaterra,59309,Shola Ameobi,44.0,1981-10-12,NGA,,MALE,FORWARD,,2601132,Ameobi,23,,5.0,6.0,,8.0
2002,50080,BAR,Barcelona,Barcelona,Spain,España,35018,Xavi Hernández,45.0,1980-01-25,ESP,ESP,MALE,,UNKNOWN,,,6,,5.0,5.0,,12.0
2002,52277,LEN,Lens,Lens,France,Francia,20815,Antoine Sibierski,51.0,1974-08-05,FRA,,MALE,FORWARD,,59324,Sibierski,20,,5.0,5.0,,6.0
2002,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,33629,Giovanni,53.0,1972-02-04,BRA,,MALE,FORWARD,,,Giovanni,,,5.0,5.0,,5.0
2002,5312,LYO,Lyon,Lyon,France,Francia,19720,Tony Vairelles,52.0,1973-04-10,FRA,,MALE,FORWARD,,,Vairelles,,,5.0,5.0,,5.0
2002,52268,VAL,Valencia,Valencia,Spain,España,34775,Mista,47.0,1978-11-12,ESP,,MALE,,,59044,,12,,5.0,4.0,,11.0
2002,5312,LYO,Lyon,Lyon,France,Francia,29904,Éric Carrière,52.0,1973-05-24,FRA,,MALE,MIDFIELDER,,2601308,Carrière,10,,5.0,4.0,,6.0
2002,7889,LIV,Liverpool,Liverpool,England,Inglaterra,31484,Steven Gerrard,45.0,1980-05-30,ENG,,MALE,,,,,8,,5.0,4.0,,5.0
2002,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,47082,Anthony Lurling,48.0,1977-04-22,NED,,MALE,FORWARD,,,Lurling,10,,5.0,4.0,,4.0
2002,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,4335,Alexios Alexandris,57.0,1968-10-21,GRE,,MALE,FORWARD,,,Alexandris,,,5.0,4.0,,4.0
2002,59044,DEP,Deportivo,Deportivo,Spain,España,51778,Lionel Scaloni,47.0,1978-05-16,ARG,,MALE,DEFENDER,,,Scaloni,5,,5.0,3.0,,11.0
2002,52268,VAL,Valencia,Valencia,Spain,España,58786,Fábio Aurélio,46.0,1979-09-24,BRA,,MALE,DEFENDER,,,F. Aurelio,6,,5.0,3.0,,8.0
2002,5312,LYO,Lyon,Lyon,France,Francia,27050,Vikash Dhorasoo,52.0,1973-10-10,FRA,,MALE,MIDFIELDER,,,Dhorasoo,,,5.0,3.0,,6.0
2002,52806,ROS,Rosenborg,Rosenborg,Norway,Noruega,11845,Harald Brattbakk,54.0,1971-02-01,NOR,,MALE,FORWARD,,,Brattbakk,,,5.0,3.0,,6.0
2002,50138,INT,Inter,Inter,Italy,Italia,69498,Obafemi Martins,41.0,1984-10-28,NGA,,MALE,FORWARD,UNKNOWN,,MARTINS,5,,5.0,3.0,,4.0
2002,59045,MHA,Maccabi Haifa,Maccabi Haifa,Israel,Israel,35114,Yaniv Katan,44.0,1981-01-27,ISR,,MALE,MIDFIELDER,UNKNOWN,,Katan,20,,5.0,2.0,,6.0
2002,52682,MUN,Man Utd,Man Utd,England,Inglaterra,14675,Gary Neville,50.0,1975-02-18,,,MALE,DEFENDER,UNKNOWN,,G. Neville,2,,5.0,1.0,,10.0
2002,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,33643,James Obiorah,47.0,1978-08-24,NGA,,MALE,FORWARD,,51152,Obiorah,,,5.0,,,7.0
2002,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,63677,Ewerthon,44.0,1981-06-10,BRA,,MALE,FORWARD,,86795,Ewerthon,9,,4.0,14.0,,12.0
2002,50138,INT,Inter,Inter,Italy,Italia,29326,Luigi Di Biagio,54.0,1971-06-03,ITA,,MALE,MIDFIELDER,,91464,Di Biagio,,,4.0,9.0,,14.0
2002,52806,ROS,Rosenborg,Rosenborg,Norway,Noruega,55036,Frode Johnsen,51.0,1974-03-17,NOR,,MALE,,,,,11,,4.0,9.0,,6.0
2002,50139,JUV,Juventus,Juventus,Italy,Italia,43333,Marcelo Danubio Zalayeta,46.0,1978-12-05,URU,,MALE,FORWARD,UNKNOWN,88359,Zalayeta,25,,4.0,8.0,,9.0
2002,50037,BAY,Bayern München,Bayern München,Germany,Alemania,51675,Claudio Pizarro,47.0,1978-10-03,PER,,MALE,FORWARD,,,Pizarro,14,,4.0,8.0,,5.0
2002,52682,MUN,Man Utd,Man Utd,England,Inglaterra,14670,David Beckham,50.0,1975-05-02,ENG,ENG,MALE,MIDFIELDER,UNKNOWN,,BECKHAM,32,,4.0,6.0,,11.0
2002,59044,DEP,Deportivo,Deportivo,Spain,España,34417,Sánchez Víctor,49.0,1976-02-23,ESP,,MALE,,,,,23,,4.0,6.0,,7.0
2002,50129,AEK,AEK Athens,AEK Athens,Greece,Grecia,10383,Demis Nikolaidis,52.0,1973-09-17,GRE,GER,MALE,FORWARD,,,Nikolaidis,,,4.0,6.0,,5.0
2002,50143,AJX,Ajax,Ajax,Netherlands,Holanda,40958,Cristian Chivu,45.0,1980-10-26,ROU,ROU,MALE,,CENTRE_BACK,,,26,,4.0,5.0,,12.0
2002,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,54634,Hanno Balitsch,44.0,1981-01-02,GER,,MALE,MIDFIELDER,,50108,Balitsch,14,,4.0,5.0,,9.0
2002,50080,BAR,Barcelona,Barcelona,Spain,España,12928,Luis Enrique,55.0,1970-05-08,ESP,,MALE,,UNKNOWN,,,,,4.0,5.0,,6.0
2002,50129,AEK,AEK Athens,AEK Athens,Greece,Grecia,3884,Vasilis Tsiartas,55.0,1970-01-01,GRE,GRE,MALE,MIDFIELDER,,,Tsiartas,,,4.0,5.0,,5.0
2002,7889,LIV,Liverpool,Liverpool,England,Inglaterra,60778,Bruno Cheyrou,47.0,1978-05-10,FRA,,MALE,,,,,14,,4.0,5.0,,4.0
2002,50138,INT,Inter,Inter,Italy,Italia,30996,Emre Belözoğlu,45.0,1980-09-07,TUR,TUR,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,52692,Emre,5,,4.0,4.0,,12.0
2002,52280,ARS,Arsenal,Arsenal,England,Inglaterra,24729,Patrick Vieira,49.0,1976-06-23,FRA,SEN,MALE,,CENTRAL_MIDFIELDER,,,24,,4.0,4.0,,12.0
2002,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,66472,França,49.0,1976-03-02,BRA,,MALE,FORWARD,,,França,,,4.0,4.0,,8.0
2002,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,59383,Aleksandr Danishevski,41.0,1984-02-23,RUS,,MALE,FORWARD,,,Danishevski,,,4.0,4.0,,6.0
2002,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,49080,Dmitri Koudriashov,42.0,1983-05-13,RUS,,MALE,,,75050,,,,4.0,4.0,,6.0
2002,52269,AJA,Auxerre,Auxerre,France,Francia,40084,Khalilou Fadiga,50.0,1974-12-30,SEN,,MALE,MIDFIELDER,,52881,Fadiga,99,,4.0,4.0,,6.0
2002,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,34074,Thomas Buffel,44.0,1981-02-19,BEL,,MALE,MIDFIELDER,WINGER,89675,Buffel,19,,4.0,4.0,,6.0
2002,50062,PSV,PSV,PSV,Netherlands,Holanda,33118,Dennis Rommedahl,47.0,1978-07-22,DEN,,MALE,FORWARD,,,Rommedahl,24,,4.0,4.0,,6.0
2002,5312,LYO,Lyon,Lyon,France,Francia,51012,Sidney Govou,46.0,1979-07-27,FRA,FRA,MALE,FORWARD,STRIKER,,Govou,10,,4.0,4.0,,4.0
2002,50138,INT,Inter,Inter,Italy,Italia,13168,Sérgio Conceição,51.0,1974-11-15,POR,,MALE,,,,,7,,4.0,3.0,,12.0
2002,59856,BSL,Basel,Basel,Switzerland,Suiza,60296,Hervé Tum,46.0,1979-02-15,CMR,,MALE,FORWARD,,,Tum,54,,4.0,3.0,,10.0
2002,50143,AJX,Ajax,Ajax,Netherlands,Holanda,4875,Jari Litmanen,54.0,1971-02-20,FIN,FIN,MALE,FORWARD,,,Litmanen,10,,4.0,3.0,,7.0
2002,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,5394,Pär Zetterberg,55.0,1970-10-14,SWE,,MALE,MIDFIELDER,,,Zetterberg,,,4.0,3.0,,6.0
2002,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,43034,Maxym Kalynychenko,46.0,1979-01-26,UKR,,MALE,MIDFIELDER,UNKNOWN,57489,Kalinichenko,26,,4.0,3.0,,6.0
2002,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,2568,Gert Verheyen,55.0,1970-09-20,BEL,,MALE,FORWARD,,,Verheyen,,,4.0,3.0,,6.0
2002,7889,LIV,Liverpool,Liverpool,England,Inglaterra,13926,Sami Hyypiä,52.0,1973-10-07,FIN,FIN,MALE,,,,,4,,4.0,3.0,,6.0
2002,50037,BAY,Bayern München,Bayern München,Germany,Alemania,51604,Roque Santa Cruz,44.0,1981-08-16,PAR,,MALE,FORWARD,UNKNOWN,74069,SANTA CRUZ,24,,4.0,3.0,,2.0
2002,50051,RMA,Real Madrid,Real Madrid,Spain,España,48378,Santiago Solari,49.0,1976-10-07,ARG,,MALE,,,,,21,,4.0,2.0,,11.0
2002,59324,NEW,Newcastle,Newcastle,England,Inglaterra,35492,Kieron Dyer,46.0,1978-12-29,ENG,,MALE,MIDFIELDER,,69600,Dyer,8,,4.0,2.0,,10.0
2002,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,27198,Maksim Buznikin,48.0,1977-03-01,RUS,,MALE,FORWARD,,64328,Buznikin,,,4.0,2.0,,7.0
2002,50051,RMA,Real Madrid,Real Madrid,Spain,España,150082979,Fernando Morientes,49.0,1976-04-05,ESP,,MALE,FORWARD,,,Morientes,23,,4.0,2.0,,7.0
2002,59856,BSL,Basel,Basel,Switzerland,Suiza,55459,Ivan Ergić,44.0,1981-01-21,SRB,,MALE,MIDFIELDER,,,Ergić,25,,4.0,2.0,,5.0
2002,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,66393,Fabio Pinto,45.0,1980-10-09,BRA,,MALE,FORWARD,,,Fabio Pinto,,,4.0,1.0,,4.0
2002,50129,AEK,AEK Athens,AEK Athens,Greece,Grecia,64471,Walter Centeno,51.0,1974-10-06,CRC,,MALE,MIDFIELDER,,,Centeno,,,4.0,1.0,,3.0
2002,50080,BAR,Barcelona,Barcelona,Spain,España,13781,Dani García,50.0,1974-12-22,ESP,,MALE,FORWARD,,,Dani García,,,4.0,1.0,,3.0
2002,7889,LIV,Liverpool,Liverpool,England,Inglaterra,46112,Vladimír Šmicer,52.0,1973-05-24,CZE,CZE,MALE,MIDFIELDER,UNKNOWN,7889,Šmicer,11,,4.0,1.0,,2.0
2002,7889,LIV,Liverpool,Liverpool,England,Inglaterra,27091,Danny Murphy,48.0,1977-03-18,ENG,,MALE,MIDFIELDER,,53344,Murphy,13,,4.0,,,6.0
2002,50143,AJX,Ajax,Ajax,Netherlands,Holanda,30725,Andy van der Meyde,46.0,1979-09-30,NED,,MALE,MIDFIELDER,UNKNOWN,,Van der Meyde,7,,3.0,11.0,,13.0
2002,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,22647,Oliver Neuville,52.0,1973-05-01,GER,SUI,MALE,,UNKNOWN,64486,,,,3.0,11.0,,10.0
2002,50143,AJX,Ajax,Ajax,Netherlands,Holanda,55601,Mido,42.0,1983-02-23,EGY,,MALE,FORWARD,UNKNOWN,53339,Mido,35,,3.0,10.0,,8.0
2002,52280,ARS,Arsenal,Arsenal,England,Inglaterra,64769,Gilberto Silva,49.0,1976-10-07,BRA,,MALE,MIDFIELDER,UNKNOWN,,Gilberto,15,,3.0,8.0,,12.0
2002,50139,JUV,Juventus,Juventus,Italy,Italia,20524,Alessio Tacchinardi,50.0,1975-07-23,ITA,,MALE,MIDFIELDER,,,Tacchinardi,,,3.0,7.0,,13.0
2002,50051,RMA,Real Madrid,Real Madrid,Spain,España,40850,Flavio Conceição,51.0,1974-06-12,BRA,,MALE,MIDFIELDER,,,Conceição,,,3.0,7.0,,8.0
2002,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,27230,Stelios Giannakopoulos,51.0,1974-07-12,GRE,GRE,MALE,MIDFIELDER,UNKNOWN,50053,Giannakopoulos,7,,3.0,7.0,,6.0
2002,50062,PSV,PSV,PSV,Netherlands,Holanda,24714,Mark van Bommel,48.0,1977-04-22,NED,NED,MALE,,UNKNOWN,,,6,,3.0,7.0,,5.0
2002,52280,ARS,Arsenal,Arsenal,England,Inglaterra,24363,Nwankwo Kanu,49.0,1976-08-01,NGA,,MALE,FORWARD,,84297,Kanu,27,,3.0,6.0,,8.0
2002,50062,PSV,PSV,PSV,Netherlands,Holanda,57134,Arjen Robben,41.0,1984-01-23,NED,NED,MALE,MIDFIELDER,UNKNOWN,50144,Robben,10,,3.0,6.0,,4.0
2002,52268,VAL,Valencia,Valencia,Spain,España,51473,Roberto Ayala,52.0,1973-04-14,ARG,,MALE,DEFENDER,,52822,Ayala,6,,3.0,5.0,,12.0
2002,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,14416,Arif Erdem,53.0,1972-01-02,TUR,,MALE,FORWARD,,,Arif Erdem,,,3.0,5.0,,5.0
2002,50143,AJX,Ajax,Ajax,Netherlands,Holanda,60806,Steven Pienaar,43.0,1982-03-17,RSA,,MALE,,UNKNOWN,53360,,22,,3.0,4.0,,12.0
2002,50080,BAR,Barcelona,Barcelona,Spain,España,4761,Frank de Boer,55.0,1970-05-15,NED,NED,MALE,,UNKNOWN,,,,,3.0,4.0,,12.0
2002,50058,MIL,Milan,Milan,Italy,Italia,30014,Gennaro Gattuso,47.0,1978-01-09,ITA,,MALE,,UNKNOWN,,,8,,3.0,4.0,,12.0
2002,59045,MHA,Maccabi Haifa,Maccabi Haifa,Israel,Israel,27985,Giovanni Rosso,53.0,1972-11-17,CRO,,MALE,MIDFIELDER,,,Rosso,21,,3.0,4.0,,6.0
2002,50062,PSV,PSV,PSV,Netherlands,Holanda,24123,Wilfred Bouma,47.0,1978-06-15,NED,NED,MALE,DEFENDER,FULL_BACK,,Bouma,3,,3.0,4.0,,6.0
2002,50139,JUV,Juventus,Juventus,Italy,Italia,847,Ciro Ferrara,58.0,1967-02-11,ITA,ITA,MALE,DEFENDER,,,Ferrara,,,3.0,3.0,,12.0
2002,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,15994,Lars Ricken,49.0,1976-07-10,GER,GER,MALE,,,,,,,3.0,3.0,,11.0
2002,50051,RMA,Real Madrid,Real Madrid,Spain,España,66176,Esteban Cambiasso,45.0,1980-08-18,ARG,ARG,MALE,MIDFIELDER,DEFENSIVE_MIDFIELDER,2610,Cambiasso,19,,3.0,3.0,,9.0
2002,59324,NEW,Newcastle,Newcastle,England,Inglaterra,49112,Hugo Viana,42.0,1983-01-15,POR,,MALE,,UNKNOWN,,,45,,3.0,3.0,,8.0
2002,50138,INT,Inter,Inter,Italy,Italia,41858,Stéphane Dalmat,46.0,1979-02-16,FRA,,MALE,MIDFIELDER,,,DALMAT,10,,3.0,3.0,,8.0
2002,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,55364,Brett Emerton,46.0,1979-02-22,AUS,,MALE,DEFENDER,UNKNOWN,53344,Emerton,7,,3.0,3.0,,6.0
2002,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,33970,Hasan Şaş,49.0,1976-08-01,TUR,,MALE,MIDFIELDER,,,Hasan Şaş,11,,3.0,3.0,,5.0
2002,50051,RMA,Real Madrid,Real Madrid,Spain,España,24736,Míchel Salgado,50.0,1975-10-22,ESP,ESP,MALE,DEFENDER,,53344,Míchel Salgado,2,,3.0,2.0,,15.0
2002,50051,RMA,Real Madrid,Real Madrid,Spain,España,5678,Fernando Hierro,57.0,1968-03-23,ESP,ESP,MALE,,,,,,,3.0,2.0,,10.0
2002,52268,VAL,Valencia,Valencia,Spain,España,51053,Kily González,51.0,1974-08-04,ARG,,MALE,MIDFIELDER,UNKNOWN,2601232,Kily González,,,3.0,2.0,,6.0
2002,7889,LIV,Liverpool,Liverpool,England,Inglaterra,14009,Dietmar Hamann,52.0,1973-08-27,GER,,MALE,MIDFIELDER,,52924,Hamann,21,,3.0,2.0,,5.0
2002,50037,BAY,Bayern München,Bayern München,Germany,Alemania,40175,Niko Kovač,54.0,1971-10-15,CRO,GER,MALE,,UNKNOWN,,,6,,3.0,2.0,,2.0
2002,50058,MIL,Milan,Milan,Italy,Italia,27139,Massimo Ambrosini,48.0,1977-05-29,ITA,ITA,MALE,MIDFIELDER,UNKNOWN,,Ambrosini,21,,3.0,1.0,,11.0
2002,50058,MIL,Milan,Milan,Italy,Italia,55446,Cristian Brocchi,49.0,1976-01-30,ITA,,MALE,MIDFIELDER,UNKNOWN,,Brocchi,32,,3.0,1.0,,7.0
2002,50037,BAY,Bayern München,Bayern München,Germany,Alemania,16043,Hasan Salihamidžić,48.0,1977-01-01,GER,,MALE,,,,,7,,3.0,1.0,,6.0
2002,52806,ROS,Rosenborg,Rosenborg,Norway,Noruega,6885,Roar Strand,55.0,1970-02-02,NOR,,MALE,MIDFIELDER,,,Strand,6,,3.0,1.0,,5.0
2002,5312,LYO,Lyon,Lyon,France,Francia,51768,Mahamadou Diarra,44.0,1981-05-18,MLI,,MALE,MIDFIELDER,UNKNOWN,75386,Diarra,6,,3.0,1.0,,5.0
2002,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,15726,Aleksandr Khatskevich,52.0,1973-10-19,BLR,,MALE,,,,,7,,3.0,1.0,,5.0
2002,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,64595,Juan,46.0,1979-02-01,BRA,,MALE,DEFENDER,,,Juan,4,,3.0,1.0,,3.0
2002,50037,BAY,Bayern München,Bayern München,Germany,Alemania,55966,Owen Hargreaves,44.0,1981-01-20,ENG,,MALE,MIDFIELDER,,,Hargreaves,4,,3.0,1.0,,3.0
2002,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,44257,Olexandr Melashchenko,46.0,1978-12-13,UKR,,MALE,FORWARD,,,Melashchenko,,,3.0,1.0,,3.0
2002,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,25741,Olivier De Cock,50.0,1975-11-09,BEL,,MALE,DEFENDER,,,De Cock,2,,3.0,,,6.0
2002,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,21929,Valentin Belkevich,52.0,1973-01-27,BLR,,MALE,MIDFIELDER,,,Belkevich,8,,3.0,,,3.0
2002,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,55280,Andrés Mendoza,47.0,1978-04-26,PER,,MALE,FORWARD,,78024,Mendoza,,,2.0,10.0,,4.0
2002,50143,AJX,Ajax,Ajax,Netherlands,Holanda,60805,Maxwell,44.0,1981-08-27,BRA,BRA,MALE,DEFENDER,UNKNOWN,,Maxwell,17,,2.0,9.0,,12.0
2003,52280,ARS,Arsenal,Arsenal,England,Inglaterra,24057,Thierry Henry,48.0,1977-08-17,FRA,FRA,MALE,FORWARD,UNKNOWN,,Henry,14,,21.0,19.0,5.0,10.0
2003,50023,MON,Monaco,Monaco,France,Francia,150082979,Fernando Morientes,49.0,1976-04-05,ESP,,MALE,FORWARD,,,Morientes,23,,20.0,13.0,,12.0
2003,5312,LYO,Lyon,Lyon,France,Francia,61534,Pernambucano Juninho,50.0,1975-01-30,BRA,,MALE,MIDFIELDER,,,Juninho,8,,16.0,17.0,3.0,10.0
2003,50064,POR,Porto,Porto,Portugal,Portugal,41170,Benni McCarthy,48.0,1977-11-12,RSA,RSA,MALE,FORWARD,,,McCarthy,10,,16.0,12.0,3.0,11.0
