season_year,team_id,team_code,team_name_en,team_name_es,country_en,country_es,disciplinary__fouls_committed,disciplinary__fouls_suffered,disciplinary__yellow_cards,disciplinary__red_cards,disciplinary__matches_appearance
2019,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,58.0,66.0,11.0,0.0,8.0
2019,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,55.0,77.0,10.0,0.0,6.0
2020,52816,ATA,Atalanta,Atalanta,Italy,Italia,152.0,107.0,25.0,0.0,9.0
2020,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,151.0,96.0,22.0,0.0,10.0
2020,52747,PSG,Paris,Paris,France,Francia,136.0,192.0,30.0,0.0,11.0
2020,50037,BAY,Bayern München,Bayern München,Germany,Alemania,133.0,104.0,13.0,0.0,11.0
2020,5312,LYO,Lyon,Lyon,France,Francia,124.0,109.0,23.0,0.0,10.0
2020,50124,ATM,Atleti,Atleti,Spain,España,112.0,122.0,16.0,0.0,9.0
2020,50080,BAR,Barcelona,Barcelona,Spain,España,102.0,122.0,25.0,1.0,9.0
2020,52919,MCI,Man City,Man City,England,Inglaterra,101.0,85.0,16.0,2.0,9.0
2020,52914,CHE,Chelsea,Chelsea,England,Inglaterra,101.0,80.0,14.0,1.0,8.0
2020,1652,TOT,Tottenham,Tottenham,England,Inglaterra,96.0,97.0,14.0,0.0,8.0
2020,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,94.0,74.0,21.0,0.0,6.0
2020,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,94.0,58.0,18.0,3.0,6.0
2020,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,93.0,78.0,14.0,2.0,8.0
2020,50143,AJX,Ajax,Ajax,Netherlands,Holanda,93.0,61.0,20.0,2.0,6.0
2020,52498,SLA,Slavia Praha,Slavia Praha,Czechia,Chequia,93.0,61.0,16.0,0.0,6.0
2020,50030,SAL,Salzburg,Salzburg,Austria,Austria,93.0,34.0,10.0,0.0,6.0
2020,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,92.0,64.0,7.0,1.0,6.0
2020,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,91.0,59.0,18.0,1.0,6.0
2020,7889,LIV,Liverpool,Liverpool,England,Inglaterra,90.0,65.0,11.0,0.0,8.0
2020,50139,JUV,Juventus,Juventus,Italy,Italia,85.0,117.0,11.0,0.0,8.0
2020,75797,LIL,Lille,Lille,France,Francia,85.0,56.0,15.0,0.0,6.0
2020,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,83.0,77.0,12.0,0.0,6.0
2020,50138,INT,Inter,Inter,Italy,Italia,78.0,87.0,19.0,0.0,6.0
2020,52268,VAL,Valencia,Valencia,Spain,España,75.0,145.0,19.0,2.0,8.0
2020,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,75.0,72.0,16.0,1.0,6.0
2020,50136,NAP,Napoli,Napoli,Italy,Italia,73.0,94.0,14.0,0.0,8.0
2020,50051,RMA,Real Madrid,Real Madrid,Spain,España,70.0,90.0,13.0,1.0,8.0
2020,52826,ZEN,Zenit,Zenit,Russia,Rusia,63.0,53.0,17.0,1.0,6.0
2020,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,62.0,70.0,14.0,0.0,6.0
2020,50147,BEN,Benfica,Benfica,Portugal,Portugal,62.0,69.0,9.0,0.0,6.0
2020,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,53.0,99.0,11.0,2.0,6.0
2020,61582,GEN,Genk,Genk,Belgium,Bélgica,47.0,75.0,10.0,0.0,6.0
2021,52914,CHE,Chelsea,Chelsea,England,Inglaterra,182.0,140.0,20.0,0.0,13.0
2021,50037,BAY,Bayern München,Bayern München,Germany,Alemania,137.0,101.0,20.0,1.0,10.0
2021,50064,POR,Porto,Porto,Portugal,Portugal,132.0,154.0,25.0,2.0,10.0
2021,52919,MCI,Man City,Man City,England,Inglaterra,132.0,102.0,18.0,0.0,13.0
2021,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,130.0,106.0,21.0,0.0,8.0
2021,52747,PSG,Paris,Paris,France,Francia,128.0,174.0,31.0,4.0,12.0
2021,50051,RMA,Real Madrid,Real Madrid,Spain,España,125.0,138.0,24.0,0.0,12.0
2021,7889,LIV,Liverpool,Liverpool,England,Inglaterra,124.0,83.0,18.0,0.0,10.0
2021,50139,JUV,Juventus,Juventus,Italy,Italia,118.0,95.0,22.0,1.0,8.0
2021,52757,MON,Mönchengladbach,Mönchengladbach,Germany,Alemania,104.0,69.0,13.0,0.0,8.0
2021,55031,REN,Rennes,Rennes,France,Francia,103.0,58.0,17.0,1.0,6.0
2021,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,99.0,91.0,9.0,0.0,10.0
2021,50124,ATM,Atleti,Atleti,Spain,España,94.0,96.0,19.0,1.0,8.0
2021,52816,ATA,Atalanta,Atalanta,Italy,Italia,93.0,107.0,11.0,1.0,8.0
2021,50030,SAL,Salzburg,Salzburg,Austria,Austria,89.0,74.0,11.0,0.0,6.0
2021,50143,AJX,Ajax,Ajax,Netherlands,Holanda,88.0,70.0,11.0,1.0,6.0
2021,52714,SEV,Sevilla,Sevilla,Spain,España,87.0,113.0,21.0,1.0,8.0
2021,50080,BAR,Barcelona,Barcelona,Spain,España,82.0,93.0,12.0,1.0,8.0
2021,52682,MUN,Man Utd,Man Utd,England,Inglaterra,82.0,74.0,13.0,1.0,6.0
2021,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,77.0,66.0,11.0,1.0,6.0
2021,50138,INT,Inter,Inter,Italy,Italia,77.0,57.0,24.0,1.0,6.0
2021,52973,LAZ,Lazio,Lazio,Italy,Italia,76.0,97.0,24.0,0.0,8.0
2021,52298,FER,Ferencváros,Ferencváros,Hungary,Hungría,76.0,72.0,16.0,0.0,6.0
2021,52748,MAR,Marseille,Marseille,France,Francia,75.0,67.0,15.0,1.0,6.0
2021,75795,MID,Midtjylland,Midtjylland,Denmark,Dinamarca,72.0,75.0,12.0,1.0,6.0
2021,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,71.0,66.0,12.0,1.0,6.0
2021,2600288,IST,Başakşehir,Başakşehir,Türkiye,Turquía,71.0,65.0,19.0,0.0,6.0
2021,2601038,KRA,Krasnodar,Krasnodar,Russia,Rusia,70.0,94.0,10.0,0.0,6.0
2021,52826,ZEN,Zenit,Zenit,Russia,Rusia,69.0,53.0,13.0,0.0,6.0
2021,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,67.0,87.0,14.0,0.0,6.0
2021,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,66.0,65.0,9.0,1.0,6.0
2021,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,52.0,79.0,8.0,0.0,6.0
2022,7889,LIV,Liverpool,Liverpool,England,Inglaterra,151.0,122.0,15.0,0.0,13.0
2022,52914,CHE,Chelsea,Chelsea,England,Inglaterra,134.0,92.0,15.0,0.0,10.0
2022,50030,SAL,Salzburg,Salzburg,Austria,Austria,129.0,89.0,16.0,0.0,8.0
2022,50124,ATM,Atleti,Atleti,Spain,España,128.0,113.0,25.0,4.0,10.0
2022,52919,MCI,Man City,Man City,England,Inglaterra,126.0,119.0,23.0,1.0,12.0
2022,50051,RMA,Real Madrid,Real Madrid,Spain,España,120.0,153.0,26.0,0.0,13.0
2022,50143,AJX,Ajax,Ajax,Netherlands,Holanda,117.0,78.0,15.0,0.0,8.0
2022,70691,VIL,Villarreal,Villarreal,Spain,España,115.0,115.0,26.0,2.0,12.0
2022,50037,BAY,Bayern München,Bayern München,Germany,Alemania,115.0,94.0,12.0,0.0,10.0
2022,50147,BEN,Benfica,Benfica,Portugal,Portugal,110.0,127.0,20.0,0.0,10.0
2022,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,97.0,65.0,14.0,1.0,6.0
2022,75797,LIL,Lille,Lille,France,Francia,89.0,113.0,26.0,0.0,8.0
2022,50064,POR,Porto,Porto,Portugal,Portugal,89.0,74.0,17.0,3.0,6.0
2022,64332,WOB,Wolfsburg,Wolfsburg,Germany,Alemania,88.0,67.0,26.0,2.0,6.0
2022,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,87.0,44.0,11.0,0.0,6.0
2022,50138,INT,Inter,Inter,Italy,Italia,86.0,78.0,12.0,2.0,8.0
2022,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,85.0,115.0,21.0,0.0,8.0
2022,50080,BAR,Barcelona,Barcelona,Spain,España,83.0,66.0,13.0,1.0,6.0
2022,52682,MUN,Man Utd,Man Utd,England,Inglaterra,80.0,97.0,17.0,1.0,8.0
2022,50139,JUV,Juventus,Juventus,Italy,Italia,79.0,85.0,10.0,0.0,8.0
2022,52714,SEV,Sevilla,Sevilla,Spain,España,77.0,91.0,21.0,2.0,6.0
2022,52747,PSG,Paris,Paris,France,Francia,76.0,106.0,21.0,0.0,8.0
2022,50152,MAL,Malmö,Malmö,Sweden,Suecia,74.0,65.0,15.0,1.0,6.0
2022,50058,MIL,Milan,Milan,Italy,Italia,73.0,84.0,18.0,1.0,6.0
2022,52816,ATA,Atalanta,Atalanta,Italy,Italia,68.0,74.0,9.0,0.0,6.0
2022,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,64.0,54.0,7.0,0.0,6.0
2022,69606,SHE,Sheriff,Sheriff,Moldova,Moldavia,64.0,50.0,13.0,0.0,6.0
2022,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,64.0,46.0,9.0,2.0,6.0
2022,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,63.0,69.0,16.0,2.0,6.0
2022,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,62.0,57.0,11.0,0.0,6.0
2022,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,54.0,81.0,10.0,0.0,6.0
2022,52826,ZEN,Zenit,Zenit,Russia,Rusia,50.0,65.0,9.0,1.0,6.0
2023,50058,MIL,Milan,Milan,Italy,Italia,168.0,149.0,30.0,1.0,12.0
2023,50138,INT,Inter,Inter,Italy,Italia,167.0,148.0,28.0,1.0,13.0
2023,52914,CHE,Chelsea,Chelsea,England,Inglaterra,137.0,121.0,25.0,1.0,10.0
2023,52919,MCI,Man City,Man City,England,Inglaterra,125.0,121.0,22.0,1.0,13.0
2023,50037,BAY,Bayern München,Bayern München,Germany,Alemania,121.0,94.0,23.0,2.0,10.0
2023,50136,NAP,Napoli,Napoli,Italy,Italia,110.0,132.0,20.0,1.0,10.0
2023,50072,FRA,Frankfurt,Frankfurt,Germany,Alemania,109.0,88.0,18.0,2.0,8.0
2023,50147,BEN,Benfica,Benfica,Portugal,Portugal,103.0,89.0,19.0,0.0,10.0
2023,1652,TOT,Tottenham,Tottenham,England,Inglaterra,102.0,86.0,22.0,2.0,8.0
2023,50051,RMA,Real Madrid,Real Madrid,Spain,España,99.0,127.0,15.0,0.0,12.0
2023,7889,LIV,Liverpool,Liverpool,England,Inglaterra,93.0,60.0,11.0,0.0,8.0
2023,50064,POR,Porto,Porto,Portugal,Portugal,91.0,102.0,25.0,3.0,8.0
2023,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,80.0,50.0,19.0,1.0,6.0
2023,50143,AJX,Ajax,Ajax,Netherlands,Holanda,78.0,48.0,15.0,1.0,6.0
2023,50030,SAL,Salzburg,Salzburg,Austria,Austria,77.0,50.0,11.0,0.0,6.0
2023,59045,MHA,Maccabi Haifa,Maccabi Haifa,Israel,Israel,77.0,46.0,14.0,0.0,6.0
2023,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,74.0,79.0,17.0,0.0,8.0
2023,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,72.0,67.0,27.0,1.0,8.0
2023,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,71.0,42.0,12.0,1.0,6.0
2023,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,68.0,75.0,8.0,0.0,8.0
2023,50139,JUV,Juventus,Juventus,Italy,Italia,68.0,67.0,14.0,0.0,6.0
2023,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,67.0,73.0,17.0,3.0,6.0
2023,52748,MAR,Marseille,Marseille,France,Francia,66.0,81.0,11.0,1.0,6.0
2023,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,65.0,47.0,16.0,0.0,6.0
2023,52747,PSG,Paris,Paris,France,Francia,64.0,114.0,14.0,0.0,8.0
2023,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,61.0,75.0,13.0,0.0,6.0
2023,64388,PLZ,Viktoria Plzeň,Viktoria Plzeň,Czechia,Chequia,59.0,52.0,12.0,1.0,6.0
2023,50080,BAR,Barcelona,Barcelona,Spain,España,57.0,70.0,10.0,0.0,6.0
2023,52714,SEV,Sevilla,Sevilla,Spain,España,56.0,75.0,13.0,0.0,6.0
2023,50124,ATM,Atleti,Atleti,Spain,España,56.0,60.0,13.0,0.0,6.0
2023,50121,RAN,Rangers,Rangers,Scotland,Escocia,50.0,55.0,10.0,1.0,6.0
2023,50050,CEL,Celtic,Celtic,Scotland,Escocia,50.0,37.0,7.0,0.0,6.0
2024,52747,PSG,Paris,Paris,France,Francia,134.0,126.0,30.0,0.0,12.0
2024,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,134.0,117.0,23.0,0.0,13.0
2024,50051,RMA,Real Madrid,Real Madrid,Spain,España,130.0,132.0,22.0,0.0,13.0
2024,52280,ARS,Arsenal,Arsenal,England,Inglaterra,129.0,109.0,14.0,0.0,10.0
2024,50123,RSO,Real Sociedad,Real Sociedad,Spain,España,126.0,71.0,18.0,0.0,8.0
2024,50037,BAY,Bayern München,Bayern München,Germany,Alemania,122.0,121.0,16.0,1.0,12.0
2024,50124,ATM,Atleti,Atleti,Spain,España,115.0,86.0,26.0,1.0,10.0
2024,50080,BAR,Barcelona,Barcelona,Spain,España,104.0,117.0,31.0,3.0,10.0
2024,50064,POR,Porto,Porto,Portugal,Portugal,94.0,118.0,17.0,0.0,8.0
2024,50136,NAP,Napoli,Napoli,Italy,Italia,93.0,96.0,14.0,0.0,8.0
2024,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,87.0,49.0,15.0,1.0,6.0
2024,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,86.0,98.0,19.0,0.0,8.0
2024,50062,PSV,PSV,PSV,Netherlands,Holanda,86.0,81.0,13.0,0.0,8.0
2024,50138,INT,Inter,Inter,Italy,Italia,84.0,114.0,18.0,0.0,8.0
2024,52973,LAZ,Lazio,Lazio,Italy,Italia,83.0,92.0,25.0,0.0,8.0
2024,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,82.0,58.0,21.0,0.0,6.0
2024,77977,UBE,Union Berlin,Union Berlin,Germany,Alemania,81.0,51.0,16.0,0.0,6.0
2024,50030,SAL,Salzburg,Salzburg,Austria,Austria,79.0,54.0,18.0,0.0,6.0
2024,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,79.0,52.0,19.0,2.0,8.0
2024,52277,LEN,Lens,Lens,France,Francia,75.0,83.0,25.0,1.0,6.0
2024,52714,SEV,Sevilla,Sevilla,Spain,España,75.0,67.0,16.0,2.0,6.0
2024,52919,MCI,Man City,Man City,England,Inglaterra,74.0,125.0,10.0,0.0,10.0
2024,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,73.0,48.0,14.0,0.0,6.0
2024,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,72.0,71.0,15.0,0.0,6.0
2024,50058,MIL,Milan,Milan,Italy,Italia,71.0,74.0,17.0,0.0,6.0
2024,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,71.0,55.0,15.0,0.0,6.0
2024,59324,NEW,Newcastle,Newcastle,England,Inglaterra,67.0,80.0,11.0,0.0,6.0
2024,52682,MUN,Man Utd,Man Utd,England,Inglaterra,65.0,57.0,13.0,2.0,6.0
2024,52336,BRA,Braga,Braga,Portugal,Portugal,62.0,66.0,11.0,1.0,6.0
2024,50113,ANT,Antwerp,Antwerp,Belgium,Bélgica,59.0,43.0,15.0,2.0,6.0
2024,50050,CEL,Celtic,Celtic,Scotland,Escocia,51.0,71.0,16.0,3.0,6.0
2024,50147,BEN,Benfica,Benfica,Portugal,Portugal,49.0,75.0,10.0,2.0,6.0
2025,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,171.0,130.0,24.0,0.0,14.0
2025,50051,RMA,Real Madrid,Real Madrid,Spain,España,162.0,149.0,38.0,2.0,14.0
2025,52280,ARS,Arsenal,Arsenal,England,Inglaterra,157.0,135.0,28.0,0.0,14.0
2025,52747,PSG,Paris,Paris,France,Francia,155.0,171.0,19.0,1.0,17.0
2025,50138,INT,Inter,Inter,Italy,Italia,144.0,169.0,36.0,0.0,15.0
2025,50037,BAY,Bayern München,Bayern München,Germany,Alemania,135.0,127.0,22.0,1.0,14.0
2025,50147,BEN,Benfica,Benfica,Portugal,Portugal,130.0,104.0,28.0,1.0,12.0
2025,50062,PSV,PSV,PSV,Netherlands,Holanda,126.0,117.0,24.0,1.0,12.0
2025,50080,BAR,Barcelona,Barcelona,Spain,España,125.0,161.0,16.0,2.0,14.0
2025,52683,AVL,Aston Villa,Aston Villa,England,Inglaterra,123.0,125.0,20.0,0.0,12.0
2025,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,120.0,108.0,18.0,2.0,12.0
2025,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,119.0,83.0,27.0,2.0,10.0
2025,50023,MON,Monaco,Monaco,France,Francia,118.0,124.0,23.0,3.0,10.0
2025,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,116.0,76.0,24.0,0.0,8.0
2025,52969,BOL,Bologna,Bologna,Italy,Italia,115.0,104.0,30.0,0.0,8.0
2025,2602798,GIR,Girona,Girona,Spain,España,115.0,94.0,25.0,1.0,8.0
2025,50139,JUV,Juventus,Juventus,Italy,Italia,115.0,88.0,15.0,2.0,10.0
2025,2601306,BRE,Brest,Brest,France,Francia,113.0,116.0,21.0,0.0,10.0
2025,7889,LIV,Liverpool,Liverpool,England,Inglaterra,108.0,82.0,19.0,1.0,10.0
2025,50058,MIL,Milan,Milan,Italy,Italia,107.0,113.0,31.0,2.0,10.0
2025,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,105.0,146.0,17.0,0.0,10.0
2025,50111,SGR,Sturm Graz,Sturm Graz,Austria,Austria,105.0,86.0,19.0,1.0,8.0
2025,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,104.0,98.0,19.0,2.0,12.0
2025,52816,ATA,Atalanta,Atalanta,Italy,Italia,103.0,91.0,20.0,1.0,10.0
2025,50124,ATM,Atleti,Atleti,Spain,España,102.0,97.0,19.0,1.0,10.0
2025,75797,LIL,Lille,Lille,France,Francia,100.0,107.0,23.0,2.0,10.0
2025,50050,CEL,Celtic,Celtic,Scotland,Escocia,93.0,78.0,10.0,1.0,10.0
2025,50030,SAL,Salzburg,Salzburg,Austria,Austria,92.0,81.0,18.0,1.0,8.0
2025,50107,STU,Stuttgart,Stuttgart,Germany,Alemania,91.0,96.0,13.0,0.0,8.0
2025,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,89.0,70.0,16.0,0.0,8.0
2025,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,85.0,72.0,16.0,1.0,8.0
2025,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,84.0,80.0,23.0,1.0,8.0
2025,50033,SPA,Sparta Praha,Sparta Praha,Czechia,Chequia,82.0,55.0,13.0,0.0,8.0
2025,52919,MCI,Man City,Man City,England,Inglaterra,79.0,71.0,12.0,0.0,10.0
2025,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,78.0,106.0,16.0,0.0,8.0
2025,52797,SLB,S. Bratislava,S. Bratislava,Slovakia,Eslovaquia,72.0,102.0,17.0,1.0,8.0
