season_year,team_id,team_code,team_name_en,team_name_es,country_en,country_es,disciplinary__fouls_committed,disciplinary__fouls_suffered,disciplinary__yellow_cards,disciplinary__red_cards,disciplinary__matches_appearance
2011,52268,VAL,Valencia,Valencia,Spain,España,111.0,95.0,11.0,,8.0
2011,50137,ROM,Roma,Roma,Italy,Italia,109.0,120.0,16.0,1.0,8.0
2011,52748,MAR,Marseille,Marseille,France,Francia,109.0,118.0,11.0,,8.0
2011,52336,BRA,Braga,Braga,Portugal,Portugal,108.0,104.0,11.0,,6.0
2011,50138,INT,Inter,Inter,Italy,Italia,107.0,149.0,19.0,1.0,10.0
2011,5312,LYO,Lyon,Lyon,France,Francia,107.0,110.0,15.0,,8.0
2011,52818,TWE,Twente,Twente,Netherlands,Holanda,106.0,70.0,10.0,,6.0
2011,50162,PRT,Partizan,Partizan,Serbia,Serbia,105.0,99.0,11.0,1.0,6.0
2011,50147,BEN,Benfica,Benfica,Portugal,Portugal,103.0,88.0,14.0,1.0,6.0
2011,88131,CLU,CFR Cluj,CFR Cluj,Romania,Rumanía,102.0,81.0,12.0,1.0,6.0
2011,59856,BSL,Basel,Basel,Switzerland,Suiza,95.0,82.0,9.0,1.0,6.0
2011,50040,BRM,Bremen,Bremen,Germany,Alemania,94.0,87.0,9.0,1.0,6.0
2011,82818,RUB,Rubin,Rubin,Russia,Rusia,94.0,72.0,10.0,,6.0
2011,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,89.0,98.0,7.0,2.0,6.0
2011,61601,ZIL,Žilina,Žilina,Slovakia,Eslovaquia,86.0,67.0,9.0,,6.0
2011,50084,PAN,Panathinaikos,Panathinaikos,Greece,Grecia,84.0,82.0,13.0,1.0,6.0
2011,50143,AJX,Ajax,Ajax,Netherlands,Holanda,83.0,72.0,10.0,1.0,6.0
2011,52695,BUR,Bursaspor,Bursaspor,Türkiye,Turquía,79.0,70.0,9.0,,6.0
2011,59869,HTA,H. Tel Aviv,H. Tel Aviv,Israel,Israel,75.0,66.0,14.0,,6.0
2011,52269,AJA,Auxerre,Auxerre,France,Francia,74.0,78.0,10.0,2.0,6.0
2011,50121,RAN,Rangers,Rangers,Scotland,Escocia,59.0,88.0,10.0,,6.0
2012,50037,BAY,Bayern München,Bayern München,Germany,Alemania,209.0,183.0,29.0,1.0,13.0
2012,52914,CHE,Chelsea,Chelsea,England,Inglaterra,183.0,150.0,31.0,1.0,13.0
2012,52748,MAR,Marseille,Marseille,France,Francia,148.0,144.0,23.0,3.0,10.0
2012,50118,APO,APOEL,APOEL,Cyprus,Chipre,147.0,147.0,27.0,1.0,10.0
2012,50058,MIL,Milan,Milan,Italy,Italia,145.0,134.0,26.0,1.0,10.0
2012,50147,BEN,Benfica,Benfica,Portugal,Portugal,145.0,130.0,27.0,2.0,10.0
2012,50051,RMA,Real Madrid,Real Madrid,Spain,España,138.0,161.0,24.0,1.0,12.0
2012,5312,LYO,Lyon,Lyon,France,Francia,125.0,100.0,15.0,,8.0
2012,50136,NAP,Napoli,Napoli,Italy,Italia,120.0,136.0,21.0,1.0,8.0
2012,50138,INT,Inter,Inter,Italy,Italia,117.0,118.0,16.0,,8.0
2012,52826,ZEN,Zenit,Zenit,Russia,Rusia,117.0,116.0,18.0,1.0,8.0
2012,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,117.0,94.0,20.0,,8.0
2012,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,114.0,89.0,16.0,1.0,8.0
2012,50080,BAR,Barcelona,Barcelona,Spain,España,113.0,153.0,17.0,,12.0
2012,50151,OTE,Oţelul,Oţelul,Romania,Rumanía,107.0,82.0,15.0,2.0,6.0
2012,52280,ARS,Arsenal,Arsenal,England,Inglaterra,101.0,101.0,17.0,,8.0
2012,50064,POR,Porto,Porto,Portugal,Portugal,101.0,84.0,19.0,1.0,6.0
2012,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,97.0,86.0,11.0,,6.0
2012,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,96.0,91.0,17.0,2.0,6.0
2012,70691,VIL,Villarreal,Villarreal,Spain,España,96.0,80.0,20.0,,6.0
2012,75797,LIL,Lille,Lille,France,Francia,94.0,91.0,15.0,,6.0
2012,52731,TRA,Trabzonspor,Trabzonspor,Türkiye,Turquía,94.0,78.0,15.0,,6.0
2012,59856,BSL,Basel,Basel,Switzerland,Suiza,91.0,115.0,18.0,1.0,8.0
2012,64388,PLZ,Viktoria Plzeň,Viktoria Plzeň,Czechia,Chequia,90.0,58.0,15.0,1.0,6.0
2012,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,88.0,69.0,7.0,,6.0
2012,66168,BTE,BATE Borisov,BATE Borisov,Belarus,Bielorrusia,83.0,74.0,8.0,,6.0
2012,52268,VAL,Valencia,Valencia,Spain,España,80.0,74.0,11.0,,6.0
2012,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,77.0,84.0,18.0,1.0,6.0
2012,52919,MCI,Man City,Man City,England,Inglaterra,73.0,73.0,10.0,,6.0
2012,61582,GEN,Genk,Genk,Belgium,Bélgica,73.0,65.0,9.0,,6.0
2012,50143,AJX,Ajax,Ajax,Netherlands,Holanda,68.0,64.0,6.0,,6.0
2012,52682,MUN,Man Utd,Man Utd,England,Inglaterra,63.0,83.0,8.0,1.0,6.0
2013,50037,BAY,Bayern München,Bayern München,Germany,Alemania,173.0,184.0,30.0,1.0,13.0
2013,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,156.0,142.0,14.0,,13.0
2013,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,155.0,176.0,26.0,,10.0
2013,50051,RMA,Real Madrid,Real Madrid,Spain,España,150.0,166.0,25.0,2.0,12.0
2013,50139,JUV,Juventus,Juventus,Italy,Italia,144.0,125.0,20.0,,10.0
2013,74069,MAL,Málaga,Málaga,Spain,España,136.0,129.0,24.0,,10.0
2013,52747,PSG,Paris,Paris,France,Francia,132.0,131.0,22.0,1.0,10.0
2013,52268,VAL,Valencia,Valencia,Spain,España,128.0,118.0,21.0,2.0,8.0
2013,50064,POR,Porto,Porto,Portugal,Portugal,128.0,113.0,15.0,1.0,8.0
2013,52280,ARS,Arsenal,Arsenal,England,Inglaterra,123.0,106.0,26.0,,8.0
2013,50058,MIL,Milan,Milan,Italy,Italia,112.0,109.0,22.0,,8.0
2013,50080,BAR,Barcelona,Barcelona,Spain,España,110.0,179.0,25.0,1.0,12.0
2013,57388,SCH,Schalke,Schalke,Germany,Alemania,110.0,84.0,17.0,,8.0
2013,50050,CEL,Celtic,Celtic,Scotland,Escocia,109.0,109.0,16.0,,8.0
2013,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,109.0,53.0,19.0,3.0,6.0
2013,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,105.0,98.0,15.0,,8.0
2013,88131,CLU,CFR Cluj,CFR Cluj,Romania,Rumanía,101.0,71.0,10.0,1.0,6.0
2013,66168,BTE,BATE Borisov,BATE Borisov,Belarus,Bielorrusia,99.0,80.0,18.0,1.0,6.0
2013,75797,LIL,Lille,Lille,France,Francia,98.0,88.0,20.0,2.0,6.0
2013,52826,ZEN,Zenit,Zenit,Russia,Rusia,98.0,72.0,15.0,1.0,6.0
2013,50147,BEN,Benfica,Benfica,Portugal,Portugal,95.0,77.0,16.0,,6.0
2013,52682,MUN,Man Utd,Man Utd,England,Inglaterra,92.0,93.0,12.0,1.0,8.0
2013,52336,BRA,Braga,Braga,Portugal,Portugal,92.0,83.0,12.0,1.0,6.0
2013,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,84.0,91.0,13.0,,6.0
2013,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,81.0,72.0,17.0,1.0,6.0
2013,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,79.0,83.0,13.0,,6.0
2013,50128,MON,Montpellier,Montpellier,France,Francia,75.0,77.0,15.0,1.0,6.0
2013,52919,MCI,Man City,Man City,England,Inglaterra,74.0,54.0,15.0,,6.0
2013,79940,NRS,Nordsjælland,Nordsjælland,Denmark,Dinamarca,72.0,70.0,14.0,,6.0
2013,52914,CHE,Chelsea,Chelsea,England,Inglaterra,66.0,80.0,6.0,,6.0
2013,50143,AJX,Ajax,Ajax,Netherlands,Holanda,64.0,51.0,7.0,,6.0
2013,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,63.0,67.0,8.0,,6.0
2014,50124,ATM,Atleti,Atleti,Spain,España,214.0,185.0,34.0,,13.0
2014,52914,CHE,Chelsea,Chelsea,England,Inglaterra,183.0,171.0,25.0,,12.0
2014,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,153.0,125.0,19.0,1.0,10.0
2014,50037,BAY,Bayern München,Bayern München,Germany,Alemania,134.0,140.0,15.0,2.0,12.0
2014,52682,MUN,Man Utd,Man Utd,England,Inglaterra,132.0,111.0,18.0,1.0,10.0
2014,52919,MCI,Man City,Man City,England,Inglaterra,128.0,77.0,23.0,2.0,8.0
2014,50051,RMA,Real Madrid,Real Madrid,Spain,España,126.0,161.0,24.0,1.0,13.0
2014,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,120.0,106.0,14.0,,8.0
2014,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,119.0,130.0,21.0,,8.0
2014,52747,PSG,Paris,Paris,France,Francia,116.0,153.0,21.0,1.0,10.0
2014,50080,BAR,Barcelona,Barcelona,Spain,España,114.0,159.0,20.0,,10.0
2014,52826,ZEN,Zenit,Zenit,Russia,Rusia,109.0,138.0,16.0,1.0,8.0
2014,50058,MIL,Milan,Milan,Italy,Italia,108.0,116.0,18.0,1.0,8.0
2014,50147,BEN,Benfica,Benfica,Portugal,Portugal,106.0,83.0,11.0,,6.0
2014,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,106.0,81.0,23.0,2.0,8.0
2014,50064,POR,Porto,Porto,Portugal,Portugal,106.0,81.0,15.0,1.0,6.0
2014,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,100.0,86.0,22.0,4.0,6.0
2014,50110,AUS,Austria Wien,Austria Wien,Austria,Austria,98.0,77.0,17.0,,6.0
2014,52280,ARS,Arsenal,Arsenal,England,Inglaterra,95.0,104.0,13.0,2.0,8.0
2014,57388,SCH,Schalke,Schalke,Germany,Alemania,94.0,88.0,18.0,,8.0
2014,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,94.0,67.0,9.0,,6.0
2014,50050,CEL,Celtic,Celtic,Scotland,Escocia,93.0,55.0,14.0,2.0,6.0
2014,59856,BSL,Basel,Basel,Switzerland,Suiza,91.0,89.0,13.0,1.0,6.0
2014,64388,PLZ,Viktoria Plzeň,Viktoria Plzeň,Czechia,Chequia,91.0,49.0,12.0,,6.0
2014,50065,FCSB,FCSB,FCSB,Romania,Rumanía,90.0,78.0,13.0,,6.0
2014,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,89.0,76.0,13.0,,6.0
2014,50143,AJX,Ajax,Ajax,Netherlands,Holanda,87.0,79.0,10.0,1.0,6.0
2014,50136,NAP,Napoli,Napoli,Italy,Italia,83.0,93.0,11.0,,6.0
2014,50123,RSO,Real Sociedad,Real Sociedad,Spain,España,76.0,88.0,12.0,,6.0
2014,50139,JUV,Juventus,Juventus,Italy,Italia,73.0,76.0,9.0,1.0,6.0
2014,52748,MAR,Marseille,Marseille,France,Francia,70.0,69.0,15.0,1.0,6.0
2014,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,50.0,87.0,7.0,2.0,6.0
2015,50139,JUV,Juventus,Juventus,Italy,Italia,179.0,179.0,25.0,0.0,13.0
2015,50037,BAY,Bayern München,Bayern München,Germany,Alemania,163.0,137.0,26.0,2.0,12.0
2015,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,155.0,104.0,23.0,2.0,8.0
2015,50023,MON,Monaco,Monaco,France,Francia,146.0,142.0,22.0,0.0,10.0
2015,50124,ATM,Atleti,Atleti,Spain,España,140.0,170.0,32.0,2.0,10.0
2015,50080,BAR,Barcelona,Barcelona,Spain,España,138.0,181.0,20.0,1.0,13.0
2015,50064,POR,Porto,Porto,Portugal,Portugal,138.0,168.0,21.0,1.0,10.0
2015,52747,PSG,Paris,Paris,France,Francia,126.0,127.0,14.0,1.0,10.0
2015,50051,RMA,Real Madrid,Real Madrid,Spain,España,113.0,132.0,21.0,0.0,12.0
2015,59856,BSL,Basel,Basel,Switzerland,Suiza,112.0,81.0,24.0,2.0,8.0
2015,52914,CHE,Chelsea,Chelsea,England,Inglaterra,111.0,99.0,13.0,0.0,8.0
2015,52919,MCI,Man City,Man City,England,Inglaterra,109.0,83.0,23.0,3.0,8.0
2015,52280,ARS,Arsenal,Arsenal,England,Inglaterra,103.0,86.0,14.0,1.0,8.0
2015,52826,ZEN,Zenit,Zenit,Russia,Rusia,100.0,89.0,15.0,0.0,6.0
2015,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,97.0,72.0,17.0,1.0,6.0
2015,50152,MAL,Malmö,Malmö,Sweden,Suecia,96.0,59.0,17.0,2.0,6.0
2015,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,93.0,111.0,20.0,1.0,8.0
2015,57388,SCH,Schalke,Schalke,Germany,Alemania,90.0,91.0,11.0,0.0,8.0
2015,50147,BEN,Benfica,Benfica,Portugal,Portugal,87.0,91.0,16.0,3.0,6.0
2015,50143,AJX,Ajax,Ajax,Netherlands,Holanda,86.0,60.0,16.0,1.0,6.0
2015,50125,ATH,Athletic Club,Athletic Club,Spain,España,84.0,86.0,17.0,0.0,6.0
2015,66168,BTE,BATE Borisov,BATE Borisov,Belarus,Bielorrusia,84.0,54.0,11.0,1.0,6.0
2015,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,83.0,79.0,10.0,0.0,6.0
2015,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,83.0,69.0,10.0,0.0,6.0
2015,7889,LIV,Liverpool,Liverpool,England,Inglaterra,83.0,57.0,8.0,1.0,6.0
2015,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,73.0,70.0,4.0,0.0,8.0
2015,57490,MRB,Maribor,Maribor,Slovenia,Eslovenia,69.0,72.0,12.0,0.0,6.0
2015,2603104,LUD,Ludogorets,Ludogorets,Bulgaria,Bulgaria,68.0,83.0,13.0,1.0,6.0
2015,50118,APO,APOEL,APOEL,Cyprus,Chipre,65.0,61.0,9.0,1.0,6.0
2015,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,64.0,83.0,18.0,1.0,6.0
2015,50137,ROM,Roma,Roma,Italy,Italia,63.0,66.0,6.0,0.0,6.0
2015,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,52.0,47.0,10.0,0.0,6.0
2016,50124,ATM,Atleti,Atleti,Spain,España,157.0,168.0,23.0,1.0,13.0
2016,52919,MCI,Man City,Man City,England,Inglaterra,156.0,114.0,15.0,0.0,12.0
2016,50051,RMA,Real Madrid,Real Madrid,Spain,España,142.0,151.0,24.0,0.0,13.0
2016,50147,BEN,Benfica,Benfica,Portugal,Portugal,137.0,126.0,29.0,1.0,10.0
2016,50037,BAY,Bayern München,Bayern München,Germany,Alemania,135.0,126.0,20.0,1.0,12.0
2016,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,133.0,103.0,18.0,0.0,8.0
2016,4608,GNT,Gent,Gent,Belgium,Bélgica,128.0,118.0,18.0,2.0,8.0
2016,52826,ZEN,Zenit,Zenit,Russia,Rusia,124.0,120.0,27.0,2.0,8.0
2016,52747,PSG,Paris,Paris,France,Francia,117.0,128.0,22.0,0.0,10.0
2016,52914,CHE,Chelsea,Chelsea,England,Inglaterra,114.0,127.0,15.0,0.0,8.0
2016,50080,BAR,Barcelona,Barcelona,Spain,España,108.0,141.0,23.0,0.0,10.0
2016,50139,JUV,Juventus,Juventus,Italy,Italia,106.0,117.0,14.0,1.0,8.0
2016,64332,WOB,Wolfsburg,Wolfsburg,Germany,Alemania,105.0,116.0,18.0,0.0,10.0
2016,50062,PSV,PSV,PSV,Netherlands,Holanda,100.0,68.0,22.0,2.0,8.0
2016,5312,LYO,Lyon,Lyon,France,Francia,98.0,85.0,15.0,1.0,6.0
2016,50137,ROM,Roma,Roma,Italy,Italia,89.0,87.0,10.0,0.0,8.0
2016,52268,VAL,Valencia,Valencia,Spain,España,88.0,104.0,18.0,1.0,6.0
2016,50064,POR,Porto,Porto,Portugal,Portugal,87.0,88.0,13.0,0.0,6.0
2016,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,86.0,65.0,12.0,1.0,6.0
2016,52280,ARS,Arsenal,Arsenal,England,Inglaterra,85.0,76.0,17.0,1.0,8.0
2016,66168,BTE,BATE Borisov,BATE Borisov,Belarus,Bielorrusia,82.0,57.0,18.0,0.0,6.0
2016,57477,MTA,M. Tel-Aviv,M. Tel-Aviv,Israel,Israel,80.0,72.0,14.0,1.0,6.0
2016,52757,MON,Mönchengladbach,Mönchengladbach,Germany,Alemania,78.0,45.0,11.0,0.0,6.0
2016,2600605,AST,Astana,Astana,Kazakhstan,Kazajstán,77.0,57.0,12.0,0.0,6.0
2016,52682,MUN,Man Utd,Man Utd,England,Inglaterra,76.0,56.0,11.0,0.0,6.0
2016,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,72.0,53.0,15.0,1.0,6.0
2016,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,71.0,68.0,13.0,0.0,6.0
2016,50152,MAL,Malmö,Malmö,Sweden,Suecia,71.0,53.0,14.0,2.0,6.0
2016,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,68.0,77.0,17.0,1.0,6.0
2016,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,65.0,69.0,12.0,0.0,6.0
2016,52714,SEV,Sevilla,Sevilla,Spain,España,55.0,70.0,7.0,0.0,6.0
2016,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,53.0,63.0,10.0,0.0,6.0
2017,50139,JUV,Juventus,Juventus,Italy,Italia,190.0,182.0,31.0,2.0,13.0
2017,50023,MON,Monaco,Monaco,France,Francia,143.0,140.0,28.0,0.0,12.0
2017,50051,RMA,Real Madrid,Real Madrid,Spain,España,130.0,191.0,19.0,0.0,13.0
2017,50147,BEN,Benfica,Benfica,Portugal,Portugal,126.0,83.0,13.0,0.0,8.0
2017,50080,BAR,Barcelona,Barcelona,Spain,España,123.0,135.0,27.0,1.0,10.0
2017,50124,ATM,Atleti,Atleti,Spain,España,122.0,126.0,21.0,0.0,12.0
2017,50037,BAY,Bayern München,Bayern München,Germany,Alemania,119.0,89.0,20.0,2.0,10.0
2017,53577,LEI,Leicester,Leicester,England,Inglaterra,119.0,77.0,19.0,0.0,10.0
2017,50136,NAP,Napoli,Napoli,Italy,Italia,110.0,94.0,10.0,0.0,8.0
2017,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,109.0,118.0,19.0,0.0,10.0
2017,59856,BSL,Basel,Basel,Switzerland,Suiza,109.0,67.0,13.0,1.0,6.0
2017,52747,PSG,Paris,Paris,France,Francia,104.0,102.0,17.0,1.0,8.0
2017,52280,ARS,Arsenal,Arsenal,England,Inglaterra,99.0,73.0,15.0,2.0,8.0
2017,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,98.0,94.0,16.0,0.0,8.0
2017,52714,SEV,Sevilla,Sevilla,Spain,España,97.0,109.0,19.0,2.0,8.0
2017,5312,LYO,Lyon,Lyon,France,Francia,94.0,58.0,14.0,0.0,6.0
2017,52919,MCI,Man City,Man City,England,Inglaterra,92.0,105.0,16.0,2.0,8.0
2017,50064,POR,Porto,Porto,Portugal,Portugal,90.0,110.0,17.0,2.0,8.0
2017,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,88.0,91.0,15.0,1.0,6.0
2017,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,82.0,61.0,16.0,2.0,6.0
2017,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,75.0,64.0,14.0,0.0,6.0
2017,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,73.0,86.0,15.0,2.0,6.0
2017,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,72.0,50.0,7.0,0.0,6.0
2017,2603104,LUD,Ludogorets,Ludogorets,Bulgaria,Bulgaria,71.0,111.0,9.0,0.0,6.0
2017,1652,TOT,Tottenham,Tottenham,England,Inglaterra,71.0,58.0,6.0,0.0,6.0
2017,50146,LEG,Legia Warszawa,Legia Warszawa,Poland,Polonia,69.0,66.0,15.0,0.0,6.0
2017,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,66.0,67.0,13.0,1.0,6.0
2017,64500,ROS,Rostov,Rostov,Russia,Rusia,66.0,55.0,10.0,0.0,6.0
2017,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,65.0,69.0,9.0,1.0,6.0
2017,50050,CEL,Celtic,Celtic,Scotland,Escocia,60.0,49.0,8.0,0.0,6.0
2017,52757,MON,Mönchengladbach,Mönchengladbach,Germany,Alemania,58.0,54.0,10.0,2.0,6.0
2017,50062,PSV,PSV,PSV,Netherlands,Holanda,53.0,46.0,6.0,0.0,6.0
2018,7889,LIV,Liverpool,Liverpool,England,Inglaterra,157.0,109.0,22.0,1.0,13.0
2018,50139,JUV,Juventus,Juventus,Italy,Italia,144.0,130.0,27.0,2.0,10.0
2018,50037,BAY,Bayern München,Bayern München,Germany,Alemania,137.0,130.0,23.0,0.0,12.0
2018,50051,RMA,Real Madrid,Real Madrid,Spain,España,131.0,150.0,21.0,0.0,13.0
2018,1652,TOT,Tottenham,Tottenham,England,Inglaterra,116.0,76.0,13.0,1.0,8.0
2018,50137,ROM,Roma,Roma,Italy,Italia,114.0,134.0,17.0,1.0,12.0
2018,50064,POR,Porto,Porto,Portugal,Portugal,111.0,94.0,14.0,1.0,8.0
2018,50080,BAR,Barcelona,Barcelona,Spain,España,103.0,135.0,19.0,1.0,10.0
2018,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,102.0,116.0,20.0,1.0,8.0
2018,59856,BSL,Basel,Basel,Switzerland,Suiza,101.0,80.0,14.0,0.0,8.0
2018,52714,SEV,Sevilla,Sevilla,Spain,España,99.0,118.0,19.0,1.0,10.0
2018,52682,MUN,Man Utd,Man Utd,England,Inglaterra,98.0,82.0,10.0,0.0,8.0
2018,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,95.0,80.0,19.0,0.0,6.0
2018,52914,CHE,Chelsea,Chelsea,England,Inglaterra,94.0,72.0,10.0,0.0,8.0
2018,52919,MCI,Man City,Man City,England,Inglaterra,92.0,90.0,19.0,0.0,10.0
2018,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,90.0,70.0,17.0,1.0,6.0
2018,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,87.0,83.0,11.0,1.0,6.0
2018,50023,MON,Monaco,Monaco,France,Francia,87.0,76.0,14.0,1.0,6.0
2018,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,87.0,70.0,15.0,0.0,6.0
2018,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,85.0,98.0,17.0,2.0,8.0
2018,52747,PSG,Paris,Paris,France,Francia,81.0,91.0,13.0,1.0,8.0
2018,50124,ATM,Atleti,Atleti,Spain,España,80.0,70.0,7.0,1.0,6.0
2018,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,79.0,63.0,13.0,0.0,6.0
2018,60609,QAR,Qarabağ,Qarabağ,Azerbaijan,Azerbaiyán,72.0,59.0,14.0,3.0,6.0
2018,50136,NAP,Napoli,Napoli,Italy,Italia,70.0,75.0,13.0,0.0,6.0
2018,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,69.0,59.0,6.0,1.0,6.0
2018,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,67.0,63.0,12.0,0.0,6.0
2018,50147,BEN,Benfica,Benfica,Portugal,Portugal,65.0,82.0,13.0,2.0,6.0
2018,50118,APO,APOEL,APOEL,Cyprus,Chipre,63.0,68.0,13.0,0.0,6.0
2018,57490,MRB,Maribor,Maribor,Slovenia,Eslovenia,61.0,58.0,9.0,0.0,6.0
2018,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,53.0,61.0,10.0,0.0,6.0
2018,50050,CEL,Celtic,Celtic,Scotland,Escocia,51.0,48.0,6.0,0.0,6.0
2019,1652,TOT,Tottenham,Tottenham,England,Inglaterra,167.0,122.0,23.0,1.0,13.0
2019,50143,AJX,Ajax,Ajax,Netherlands,Holanda,164.0,156.0,28.0,1.0,12.0
2019,7889,LIV,Liverpool,Liverpool,England,Inglaterra,157.0,125.0,21.0,0.0,13.0
2019,52682,MUN,Man Utd,Man Utd,England,Inglaterra,155.0,109.0,21.0,1.0,10.0
2019,50064,POR,Porto,Porto,Portugal,Portugal,149.0,139.0,20.0,0.0,10.0
2019,50139,JUV,Juventus,Juventus,Italy,Italia,126.0,142.0,16.0,1.0,10.0
2019,50080,BAR,Barcelona,Barcelona,Spain,España,123.0,177.0,21.0,1.0,12.0
2019,52919,MCI,Man City,Man City,England,Inglaterra,120.0,88.0,16.0,1.0,10.0
2019,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,109.0,62.0,16.0,2.0,6.0
2019,57388,SCH,Schalke,Schalke,Germany,Alemania,103.0,94.0,17.0,0.0,8.0
2019,50137,ROM,Roma,Roma,Italy,Italia,100.0,92.0,13.0,1.0,8.0
2019,50124,ATM,Atleti,Atleti,Spain,España,92.0,85.0,24.0,1.0,8.0
2019,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,91.0,80.0,16.0,1.0,6.0
2019,52747,PSG,Paris,Paris,France,Francia,87.0,121.0,18.0,0.0,8.0
2019,50037,BAY,Bayern München,Bayern München,Germany,Alemania,87.0,91.0,12.0,1.0,8.0
2019,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,87.0,60.0,17.0,0.0,6.0
2019,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,85.0,92.0,15.0,1.0,6.0
2019,50138,INT,Inter,Inter,Italy,Italia,85.0,73.0,15.0,0.0,6.0
2019,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,84.0,66.0,16.0,2.0,6.0
2019,5312,LYO,Lyon,Lyon,France,Francia,83.0,99.0,13.0,0.0,8.0
2019,50062,PSV,PSV,PSV,Netherlands,Holanda,82.0,73.0,14.0,0.0,6.0
2019,2600431,HOF,Hoffenheim,Hoffenheim,Germany,Alemania,82.0,58.0,15.0,2.0,6.0
2019,52268,VAL,Valencia,Valencia,Spain,España,81.0,107.0,20.0,0.0,6.0
2019,50129,AEK,AEK Athens,AEK Athens,Greece,Grecia,81.0,59.0,15.0,2.0,6.0
2019,50051,RMA,Real Madrid,Real Madrid,Spain,España,80.0,81.0,14.0,1.0,8.0
2019,64388,PLZ,Viktoria Plzeň,Viktoria Plzeň,Czechia,Chequia,74.0,73.0,10.0,0.0,6.0
2019,50147,BEN,Benfica,Benfica,Portugal,Portugal,73.0,79.0,15.0,1.0,6.0
2019,50023,MON,Monaco,Monaco,France,Francia,68.0,70.0,13.0,0.0,6.0
2019,50136,NAP,Napoli,Napoli,Italy,Italia,67.0,70.0,13.0,0.0,6.0
2019,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,61.0,47.0,8.0,0.0,6.0
