season_year,team_id,team_code,team_name_en,team_name_es,country_en,country_es,player_id,player_name,player_age,player_birth_date,player_country_code,player_birth_country_code,player_gender,player_field_position,player_detailed_field_position,club_id,club_shirt_name,club_jersey_number,distribution__passes_accuracy,distribution__passes_attempted,distribution__passes_completed,distribution__cross_accuracy,distribution__cross_attempted,distribution__cross_completed,distribution__free_kick,distribution__matches_appearance
2008,7889,LIV,Liverpool,Liverpool,England,Inglaterra,48746,Peter Crouch,44.0,1981-01-30,,,MALE,FORWARD,,53354,Crouch,25,,,,0.0,,,,7.0
2008,50058,MIL,Milan,Milan,Italy,Italia,43819,Alberto Gilardino,43.0,1982-07-05,ITA,,MALE,FORWARD,,2604874,Gilardino,11,,,,0.0,,,,7.0
2008,57388,SCH,Schalke,Schalke,Germany,Alemania,32782,Mladen Krstajić,51.0,1974-03-04,SRB,,MALE,DEFENDER,,,Krstajić,20,,,,0.0,,,,6.0
2008,52714,SEV,Sevilla,Sevilla,Spain,España,98593,Adriano,41.0,1984-10-26,BRA,,MALE,DEFENDER,FULL_BACK,2602462,ADRIANO,3,,,,0.0,,,,6.0
2008,52748,MAR,Marseille,Marseille,France,Francia,98893,Steve Mandanda,40.0,1985-03-28,FRA,COD,MALE,GOALKEEPER,GOALKEEPER,55031,Mandanda,30,,,,0.0,,,,6.0
2008,52806,ROS,Rosenborg,Rosenborg,Norway,Noruega,97163,Alexander Tettey,39.0,1986-04-04,NOR,,MALE,,,,,6,,,,0.0,,,,6.0
2008,52498,SLA,Slavia Praha,Slavia Praha,Czechia,Chequia,96847,Marek Suchý,37.0,1988-03-29,CZE,,MALE,DEFENDER,CENTRE_BACK,88134,Suchý,17,,,,0.0,,,,6.0
2008,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,96030,Abel,46.0,1978-12-22,POR,,MALE,DEFENDER,,,Ferreira,78,,,,0.0,,,,6.0
2008,50062,PSV,PSV,PSV,Netherlands,Holanda,95312,Heurelho Gomes,44.0,1981-02-15,BRA,,MALE,GOALKEEPER,,,Gomes,1,,,,0.0,,,,6.0
2008,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,94880,Yuri Zhirkov,42.0,1983-08-20,RUS,RUS,MALE,MIDFIELDER,FULL_BACK,2600096,Zhirkov,18,,,,0.0,,,,6.0
2008,50147,BEN,Benfica,Benfica,Portugal,Portugal,91864,Léo,50.0,1975-07-06,BRA,,MALE,DEFENDER,UNKNOWN,,Léo,5,,,,0.0,,,,6.0
2008,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,72594,Liedson,47.0,1977-12-17,POR,,MALE,FORWARD,UNKNOWN,,Liedson,19,,,,0.0,,,,6.0
2008,50121,RAN,Rangers,Rangers,Scotland,Escocia,71989,Alan Hutton,40.0,1984-11-30,,,MALE,DEFENDER,,,Hutton,2,,,,0.0,,,,6.0
2008,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,70098,João Moutinho,39.0,1986-09-08,POR,POR,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,52336,J. Moutinho,8,,,,0.0,,,,6.0
2008,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,67855,Andriy Pyatov,41.0,1984-06-28,UKR,,MALE,,GOALKEEPER,52707,,30,,,,0.0,,,,6.0
2008,52748,MAR,Marseille,Marseille,France,Francia,66720,Lorik Cana,42.0,1983-07-27,FRA,KOS,MALE,MIDFIELDER,CENTRE_BACK,52693,Cana,27,,,,0.0,,,,6.0
2008,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,66375,İbrahim Toraman,44.0,1981-11-20,TUR,,MALE,DEFENDER,,,İ.Toraman,18,,,,0.0,,,,6.0
2008,52973,LAZ,Lazio,Lazio,Italy,Italia,60008,Gaby Mudingayi,44.0,1981-10-01,BEL,,MALE,MIDFIELDER,UNKNOWN,,Mudingayi,16,,,,0.0,,,,6.0
2008,50065,FCSB,FCSB,FCSB,Romania,Rumanía,59742,Ovidiu Petre,43.0,1982-03-22,ROU,,MALE,,UNKNOWN,79944,,8,,,,0.0,,,,6.0
2008,50065,FCSB,FCSB,FCSB,Romania,Rumanía,58163,Ionuţ Rada,43.0,1982-07-06,ROU,,MALE,DEFENDER,UNKNOWN,,RADA,24,,,,0.0,,,,6.0
2008,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,55107,İbrahim Üzülmez,51.0,1974-03-10,TUR,,MALE,DEFENDER,UNKNOWN,,İbrahim Üzülmez,19,,,,0.0,,,,6.0
2008,50080,BAR,Barcelona,Barcelona,Spain,España,5439,Lilian Thuram,53.0,1972-01-01,FRA,FRA,MALE,DEFENDER,CENTRE_BACK,,Thuram,21,,,,0.0,,,,6.0
2008,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,48893,Darijo Srna,43.0,1982-05-01,CRO,CRO,MALE,,FULL_BACK,,,33,,,,0.0,,,,6.0
2008,52268,VAL,Valencia,Valencia,Spain,España,48847,Iván Helguera,50.0,1975-03-28,ESP,,MALE,DEFENDER,UNKNOWN,,Iván Helguera,15,,,,0.0,,,,6.0
2008,50121,RAN,Rangers,Rangers,Scotland,Escocia,48714,Allan McGregor,43.0,1982-01-31,SCO,,MALE,GOALKEEPER,GOALKEEPER,50121,McGregor,1,,,,0.0,,,,6.0
2008,50121,RAN,Rangers,Rangers,Scotland,Escocia,45517,David Weir,55.0,1970-05-10,SCO,,MALE,DEFENDER,,,Weir,3,,,,0.0,,,,6.0
2008,50147,BEN,Benfica,Benfica,Portugal,Portugal,39217,Kostas Katsouranis,46.0,1979-06-21,GRE,GRE,MALE,MIDFIELDER,UNKNOWN,84641,Katsouranis,28,,,,0.0,,,,6.0
2008,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,31349,Tonel,45.0,1980-04-13,POR,,MALE,DEFENDER,,50148,Tonel,4,,,,0.0,,,,6.0
2008,5312,LYO,Lyon,Lyon,France,Francia,30676,Rémy Vercoutre,45.0,1980-06-26,FRA,,MALE,,,52933,,1,,,,0.0,,,,6.0
2008,50107,STU,Stuttgart,Stuttgart,Germany,Alemania,27628,Raphael Schäfer,46.0,1979-01-30,GER,,MALE,GOALKEEPER,UNKNOWN,50108,Schäfer,1,,,,0.0,,,,6.0
2008,50121,RAN,Rangers,Rangers,Scotland,Escocia,24836,Barry Ferguson,47.0,1978-02-02,SCO,,MALE,MIDFIELDER,,2601400,Ferguson,6,,,,0.0,,,,6.0
2008,50107,STU,Stuttgart,Stuttgart,Germany,Alemania,24371,Fernando Meira,47.0,1978-06-05,POR,POR,MALE,DEFENDER,UNKNOWN,52822,Fernando Meira,5,,,,0.0,,,,6.0
2008,52498,SLA,Slavia Praha,Slavia Praha,Czechia,Chequia,23895,Matěj Krajčík,47.0,1978-03-19,SVK,,MALE,DEFENDER,UNKNOWN,,Krajčík,5,,,,0.0,,,,6.0
2008,52806,ROS,Rosenborg,Rosenborg,Norway,Noruega,22334,Vidar Riseth,53.0,1972-04-21,NOR,,MALE,DEFENDER,,52999,Riseth,9,,,,0.0,,,,6.0
2008,50065,FCSB,FCSB,FCSB,Romania,Rumanía,1904693,Robinson Zapata,47.0,1978-09-30,COL,,MALE,GOALKEEPER,UNKNOWN,,Zapata,1,,,,0.0,,,,6.0
2008,52748,MAR,Marseille,Marseille,France,Francia,1901384,Laurent Bonnart,45.0,1979-12-25,FRA,,MALE,DEFENDER,UNKNOWN,79942,Bonnart,21,,,,0.0,,,,6.0
2008,50051,RMA,Real Madrid,Real Madrid,Spain,España,1900737,Marcelo,37.0,1988-05-12,ESP,BRA,MALE,DEFENDER,UNKNOWN,50051,Marcelo,12,,,,0.0,,,,6.0
2009,50064,POR,Porto,Porto,Portugal,Portugal,101675,Lucho González,44.0,1981-01-19,ARG,,MALE,MIDFIELDER,UNKNOWN,,Lucho,3,,,,100.0,3.0,3.0,,9.0
2009,52682,MUN,Man Utd,Man Utd,England,Inglaterra,106612,Anderson,37.0,1988-04-13,BRA,,MALE,MIDFIELDER,,,ANDERSON,8,,,,100.0,3.0,3.0,,9.0
2009,52692,FEN,Fenerbahçe,Fenerbahçe,Türkiye,Turquía,54741,Daniel Güiza,45.0,1980-08-17,ESP,ESP,MALE,FORWARD,UNKNOWN,,González Güiza,,,,,100.0,3.0,3.0,,6.0
2009,50040,BRM,Bremen,Bremen,Germany,Alemania,103697,Mesut Özil,37.0,1988-10-15,GER,GER,MALE,MIDFIELDER,ATTACKING_MIDFIELDER,,ÖZİL,10,,,,100.0,3.0,3.0,,6.0
2009,50137,ROM,Roma,Roma,Italy,Italia,15895,Francesco Totti,49.0,1976-09-27,ITA,ITA,MALE,FORWARD,STRIKER,,Totti,10,,,,100.0,2.0,2.0,,7.0
2009,52692,FEN,Fenerbahçe,Fenerbahçe,Türkiye,Turquía,62713,Selçuk Şahin,44.0,1981-01-31,TUR,,MALE,,UNKNOWN,52695,,21,,,,100.0,2.0,2.0,,5.0
2009,50124,ATM,Atleti,Atleti,Spain,España,72722,Luis García,47.0,1978-06-24,ESP,,MALE,FORWARD,UNKNOWN,,Luis García,14,,,,100.0,2.0,2.0,,5.0
2009,52692,FEN,Fenerbahçe,Fenerbahçe,Türkiye,Turquía,1902641,Colin Kazım Richards,39.0,1986-08-26,TUR,ENG,MALE,FORWARD,STRIKER,,Kazim-Richards,15,,,,100.0,2.0,2.0,,4.0
2009,50084,PAN,Panathinaikos,Panathinaikos,Greece,Grecia,52501,Loukas Vyntra,44.0,1981-02-05,GRE,CZE,MALE,DEFENDER,UNKNOWN,2607719,VYNTRA,24,,,,100.0,1.0,1.0,,8.0
2009,50138,INT,Inter,Inter,Italy,Italia,29332,Javier Zanetti,52.0,1973-08-10,ARG,ARG,MALE,,UNKNOWN,,,4,,,,100.0,1.0,1.0,,8.0
2009,52280,ARS,Arsenal,Arsenal,England,Inglaterra,250002624,Carlos Vela,36.0,1989-03-01,MEX,,MALE,MIDFIELDER,WINGER,,CARLOS V.,11,,,,100.0,1.0,1.0,,8.0
2009,88131,CLU,CFR Cluj,CFR Cluj,Romania,Rumanía,69883,Cadú,43.0,1981-12-21,POR,,MALE,DEFENDER,,,CADU,50,,,,100.0,1.0,1.0,,6.0
2009,52826,ZEN,Zenit,Zenit,Russia,Rusia,69634,Igor Denisov,41.0,1984-05-17,RUS,,MALE,MIDFIELDER,DEFENSIVE_MIDFIELDER,53065,Denisov,27,,,,100.0,1.0,1.0,,6.0
2009,5312,LYO,Lyon,Lyon,France,Francia,65197,Fabio Grosso,47.0,1977-11-28,ITA,,MALE,,UNKNOWN,,,6,,,,100.0,1.0,1.0,,6.0
2009,54186,AAL,AaB,AaB,Denmark,Dinamarca,56975,Jeppe Curth,41.0,1984-03-21,DEN,,MALE,FORWARD,,,Curth,10,,,,100.0,1.0,1.0,,6.0
2009,50124,ATM,Atleti,Atleti,Spain,España,104265,Maxi Rodríguez,44.0,1981-01-02,ARG,,MALE,MIDFIELDER,UNKNOWN,,Maxi,17,,,,100.0,1.0,1.0,,6.0
2009,50040,BRM,Bremen,Bremen,Germany,Alemania,51675,Claudio Pizarro,47.0,1978-10-03,PER,,MALE,FORWARD,,,Pizarro,14,,,,100.0,1.0,1.0,,6.0
2009,50050,CEL,Celtic,Celtic,Scotland,Escocia,1905198,Scott McDonald,42.0,1983-08-21,AUS,,MALE,FORWARD,UNKNOWN,59863,McDonald,7,,,,100.0,1.0,1.0,,6.0
2009,54186,AAL,AaB,AaB,Denmark,Dinamarca,48791,Andreas Johansson,47.0,1978-07-05,SWE,,MALE,MIDFIELDER,,,Johansson,10,,,,100.0,1.0,1.0,,5.0
2009,59856,BSL,Basel,Basel,Switzerland,Suiza,1904976,François Marque,42.0,1983-07-31,FRA,,MALE,DEFENDER,UNKNOWN,,Marque,21,,,,100.0,1.0,1.0,,5.0
2009,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,64205,Olexandr Aliyev,40.0,1985-02-03,UKR,,MALE,MIDFIELDER,UNKNOWN,82827,Aliiev,88,,,,100.0,1.0,1.0,,5.0
2009,88131,CLU,CFR Cluj,CFR Cluj,Romania,Rumanía,29175,Eugen Trică,49.0,1976-08-05,ROU,,MALE,MIDFIELDER,UNKNOWN,92507,Trica,10,,,,100.0,1.0,1.0,,5.0
2009,50139,JUV,Juventus,Juventus,Italy,Italia,56537,Vincenzo Iaquinta,46.0,1979-11-21,ITA,,MALE,FORWARD,,,Iaquinta,9,,,,100.0,1.0,1.0,,5.0
2009,52914,CHE,Chelsea,Chelsea,England,Inglaterra,31429,Ricardo Carvalho,47.0,1978-05-18,POR,POR,MALE,DEFENDER,CENTRE_BACK,,Carvalho,6,,,,100.0,1.0,1.0,,4.0
2009,50062,PSV,PSV,PSV,Netherlands,Holanda,72417,Ibrahim Afellay,39.0,1986-04-02,NED,NED,MALE,,CENTRAL_MIDFIELDER,,,17,,,,100.0,1.0,1.0,,4.0
2009,50138,INT,Inter,Inter,Italy,Italia,60805,Maxwell,44.0,1981-08-27,BRA,BRA,MALE,DEFENDER,UNKNOWN,,Maxwell,17,,,,100.0,1.0,1.0,,4.0
2009,50084,PAN,Panathinaikos,Panathinaikos,Greece,Grecia,53760,Andreas Ivanschitz,42.0,1983-10-15,AUT,AUT,MALE,MIDFIELDER,ATTACKING_MIDFIELDER,,Ivanschitz,33,,,,100.0,1.0,1.0,,4.0
2009,50065,FCSB,FCSB,FCSB,Romania,Rumanía,66322,Pantelis Kapetanos,42.0,1983-06-08,GRE,,MALE,FORWARD,UNKNOWN,2602988,Kapetanos,35,,,,100.0,1.0,1.0,,4.0
2009,52826,ZEN,Zenit,Zenit,Russia,Rusia,106478,Sébastien Puygrenier,43.0,1982-01-28,FRA,,MALE,DEFENDER,,2601307,Puygrenier,28,,,,100.0,1.0,1.0,,3.0
2009,50064,POR,Porto,Porto,Portugal,Portugal,106633,Jorge Fucile,41.0,1984-11-19,URU,,MALE,DEFENDER,UNKNOWN,,Fucile,5,,,,100.0,1.0,1.0,,2.0
2009,52692,FEN,Fenerbahçe,Fenerbahçe,Türkiye,Turquía,106224,Yasin Çakmak,40.0,1985-01-06,TUR,,MALE,DEFENDER,,73447,Çakmak,23,,,,100.0,1.0,1.0,,2.0
2009,50065,FCSB,FCSB,FCSB,Romania,Rumanía,57672,Paweł Golański,43.0,1982-10-12,POL,POL,MALE,DEFENDER,FULL_BACK,2602460,GOLANSKI,8,,,,100.0,1.0,1.0,,2.0
2009,52817,FIO,Fiorentina,Fiorentina,Italy,Italia,102514,Stevan Jovetić,36.0,1989-11-02,MNE,,MALE,FORWARD,UNKNOWN,50077,Jovetić,8,,,,100.0,1.0,1.0,,2.0
2009,52682,MUN,Man Utd,Man Utd,England,Inglaterra,74714,Darron Gibson,38.0,1987-10-25,IRL,IRL,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,2607955,Gibson,4,,,,100.0,1.0,1.0,,2.0
2009,50080,BAR,Barcelona,Barcelona,Spain,España,250038934,Víctor Vázquez,38.0,1987-01-20,ESP,,MALE,MIDFIELDER,UNKNOWN,62180,VICTOR,7,,,,100.0,1.0,1.0,,1.0
2009,50037,BAY,Bayern München,Bayern München,Germany,Alemania,250003318,Thomas Müller,36.0,1989-09-13,GER,GER,MALE,FORWARD,WINGER,50037,Müller,25,,,,100.0,1.0,1.0,,1.0
2009,52692,FEN,Fenerbahçe,Fenerbahçe,Türkiye,Turquía,93024,Volkan Babacan,37.0,1988-08-11,TUR,,MALE,GOALKEEPER,GOALKEEPER,2600288,BABACAN,1,,,,100.0,1.0,1.0,,0.0
2009,50138,INT,Inter,Inter,Italy,Italia,66176,Esteban Cambiasso,45.0,1980-08-18,ARG,ARG,MALE,MIDFIELDER,DEFENSIVE_MIDFIELDER,2610,Cambiasso,19,,,,75.0,4.0,3.0,,8.0
2009,50137,ROM,Roma,Roma,Italy,Italia,101702,Rodrigo Taddei,45.0,1980-03-06,BRA,,MALE,MIDFIELDER,UNKNOWN,,Taddei,11,,,,75.0,4.0,3.0,,7.0
2009,50139,JUV,Juventus,Juventus,Italy,Italia,16043,Hasan Salihamidžić,48.0,1977-01-01,GER,,MALE,,,,,7,,,,75.0,4.0,3.0,,3.0
2009,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,41544,Răzvan Raţ,44.0,1981-05-26,ROU,ROU,MALE,DEFENDER,FULL_BACK,2605639,Rat Dinca,5,,,,66.67,6.0,4.0,,4.0
2009,52682,MUN,Man Utd,Man Utd,England,Inglaterra,51453,Dimitar Berbatov,44.0,1981-01-30,BUL,BUL,MALE,FORWARD,UNKNOWN,,Berbatov,10,,,,66.67,3.0,2.0,,9.0
2009,52280,ARS,Arsenal,Arsenal,England,Inglaterra,72538,Emmanuel Adebayor,41.0,1984-02-26,ENG,TGO,MALE,FORWARD,STRIKER,88359,Adebayor,10,,,,66.67,3.0,2.0,,7.0
2009,52280,ARS,Arsenal,Arsenal,England,Inglaterra,95416,Abou Diaby,39.0,1986-05-11,FRA,,MALE,MIDFIELDER,,,Diaby,24,,,,66.67,3.0,2.0,,7.0
2009,70691,VIL,Villarreal,Villarreal,Spain,España,96055,Cani,44.0,1981-08-03,ESP,,MALE,MIDFIELDER,,52822,CANI,22,,,,66.67,3.0,2.0,,7.0
2009,66168,BTE,BATE Borisov,BATE Borisov,Belarus,Bielorrusia,97644,Sergei Krivets,39.0,1986-06-08,BLR,,MALE,MIDFIELDER,UNKNOWN,,Krivets,9,,,,66.67,3.0,2.0,,6.0
2009,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,43555,Tomáš Hübschman,44.0,1981-09-04,CZE,,MALE,MIDFIELDER,DEFENSIVE_MIDFIELDER,62169,Hübschman,3,,,,66.67,3.0,2.0,,6.0
2009,50040,BRM,Bremen,Bremen,Germany,Alemania,38946,Torsten Frings,49.0,1976-11-22,GER,GER,MALE,MIDFIELDER,UNKNOWN,,Frings,22,,,,66.67,3.0,2.0,,5.0
2009,54186,AAL,AaB,AaB,Denmark,Dinamarca,250002226,Anders Due,43.0,1982-03-17,DEN,,MALE,MIDFIELDER,UNKNOWN,2600955,Due,7,,,,66.67,3.0,2.0,,4.0
2009,50037,BAY,Bayern München,Bayern München,Germany,Alemania,62594,Lukas Podolski,40.0,1985-06-04,GER,POL,MALE,FORWARD,STRIKER,,Podolski,11,,,,66.67,3.0,2.0,,4.0
2009,52826,ZEN,Zenit,Zenit,Russia,Rusia,95071,Alex Domínguez,44.0,1981-06-10,ARG,ARG,MALE,MIDFIELDER,ATTACKING_MIDFIELDER,2610,Domínguez,10,,,,66.67,3.0,2.0,,4.0
2009,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,70098,João Moutinho,39.0,1986-09-08,POR,POR,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,52336,J. Moutinho,8,,,,60.0,5.0,3.0,,8.0
2009,50064,POR,Porto,Porto,Portugal,Portugal,105556,Cristian Săpunaru,41.0,1984-04-05,ROU,ROU,MALE,DEFENDER,FULL_BACK,59039,Sapunaru,22,,,,60.0,5.0,3.0,,8.0
2009,70691,VIL,Villarreal,Villarreal,Spain,España,46534,Ariel Ibagaza,49.0,1976-10-27,ARG,,MALE,,,52955,,7,,,,60.0,5.0,3.0,,8.0
2009,52914,CHE,Chelsea,Chelsea,England,Inglaterra,64770,Juliano Belletti,48.0,1977-06-20,BRA,,MALE,,,,,35,,,,60.0,5.0,3.0,,8.0
2009,50064,POR,Porto,Porto,Portugal,Portugal,250003325,Hulk,39.0,1986-07-25,BRA,,MALE,FORWARD,UNKNOWN,52826,Hulk,7,,,,58.34,12.0,7.0,,10.0
2009,7889,LIV,Liverpool,Liverpool,England,Inglaterra,58676,Álvaro Arbeloa,42.0,1983-01-17,ESP,ESP,MALE,,UNKNOWN,,,17,,,,57.15,7.0,4.0,,10.0
2009,50064,POR,Porto,Porto,Portugal,Portugal,150016144,Raul Meireles,42.0,1983-03-17,POR,POR,MALE,MIDFIELDER,DEFENSIVE_MIDFIELDER,52692,MEIRELES,14,,,,55.56,9.0,5.0,,10.0
2009,52682,MUN,Man Utd,Man Utd,England,Inglaterra,14675,Gary Neville,50.0,1975-02-18,,,MALE,DEFENDER,UNKNOWN,,G. Neville,2,,,,53.85,13.0,7.0,,4.0
2009,52826,ZEN,Zenit,Zenit,Russia,Rusia,55067,Andrey Arshavin,44.0,1981-05-29,RUS,RUS,MALE,MIDFIELDER,UNKNOWN,79970,Arshavin,28,,,,50.0,14.0,7.0,,6.0
2009,52817,FIO,Fiorentina,Fiorentina,Italy,Italia,101714,Mario Santana,43.0,1981-12-23,ARG,,MALE,MIDFIELDER,UNKNOWN,,Santana,19,,,,50.0,8.0,4.0,,6.0
2009,52914,CHE,Chelsea,Chelsea,England,Inglaterra,70482,Didier Drogba,47.0,1978-03-11,CIV,CIV,MALE,FORWARD,UNKNOWN,2607184,Drogba,11,,,,50.0,6.0,3.0,,10.0
2009,50037,BAY,Bayern München,Bayern München,Germany,Alemania,40809,Zé Roberto,51.0,1974-07-06,BRA,,MALE,MIDFIELDER,,,Zé Roberto,8,,,,50.0,6.0,3.0,,9.0
2009,50139,JUV,Juventus,Juventus,Italy,Italia,106005,Amauri,45.0,1980-06-03,ITA,,MALE,FORWARD,UNKNOWN,50029,Amauri,22,,,,50.0,6.0,3.0,,8.0
2009,50051,RMA,Real Madrid,Real Madrid,Spain,España,1900737,Marcelo,37.0,1988-05-12,ESP,BRA,MALE,DEFENDER,UNKNOWN,50051,Marcelo,12,,,,50.0,6.0,3.0,,5.0
2009,59856,BSL,Basel,Basel,Switzerland,Suiza,60586,Scott Chipperfield,49.0,1975-12-30,AUS,,MALE,FORWARD,,,Chipperfield,11,,,,50.0,6.0,3.0,,4.0
2009,52914,CHE,Chelsea,Chelsea,England,Inglaterra,34908,Michael Ballack,49.0,1976-09-26,GER,GER,MALE,MIDFIELDER,UNKNOWN,,Ballack,13,,,,50.0,4.0,2.0,,10.0
2009,70691,VIL,Villarreal,Villarreal,Spain,España,70795,Marcos Senna,49.0,1976-07-17,ESP,BRA,MALE,MIDFIELDER,UNKNOWN,70691,Marcos Senna,19,,,,50.0,4.0,2.0,,8.0
2009,59856,BSL,Basel,Basel,Switzerland,Suiza,50328,Benjamin Huggel,48.0,1977-07-07,SUI,SUI,MALE,MIDFIELDER,UNKNOWN,,Huggel,8,,,,50.0,4.0,2.0,,6.0
2009,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,60962,Fábio Rochemback,43.0,1981-12-10,BRA,,MALE,MIDFIELDER,,75055,Rochemback,8,,,,50.0,4.0,2.0,,6.0
2009,52748,MAR,Marseille,Marseille,France,Francia,60281,Karim Ziani,43.0,1982-08-17,ALG,,MALE,MIDFIELDER,,2604460,Ziani,15,,,,50.0,4.0,2.0,,6.0
2009,50065,FCSB,FCSB,FCSB,Romania,Rumanía,55957,António Semedo,46.0,1979-06-01,POR,,MALE,MIDFIELDER,,,Semedo,22,,,,50.0,4.0,2.0,,6.0
2009,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,1905688,Willian,37.0,1988-08-09,BRA,BRA,MALE,MIDFIELDER,WINGER,75386,Willian,18,,,,50.0,4.0,2.0,,6.0
2009,59856,BSL,Basel,Basel,Switzerland,Suiza,94009,Behrang Safari,40.0,1985-02-09,SWE,,MALE,DEFENDER,FULL_BACK,50152,Safari,4,,,,50.0,4.0,2.0,,5.0
2009,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,65524,Badr El Kaddouri,44.0,1981-01-31,MAR,,MALE,DEFENDER,UNKNOWN,,El Kaddouri,30,,,,50.0,4.0,2.0,,4.0
2009,50050,CEL,Celtic,Celtic,Scotland,Escocia,68674,Aiden McGeady,39.0,1986-04-04,IRL,,MALE,MIDFIELDER,WINGER,52821,McGeady,7,,,,50.0,4.0,2.0,,4.0
2009,50080,BAR,Barcelona,Barcelona,Spain,España,95082,Yaya Touré,42.0,1983-05-13,CIV,CIV,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,2610,Toure Yaya,42,,,,50.0,2.0,1.0,,10.0
2009,50124,ATM,Atleti,Atleti,Spain,España,98674,Raúl García,39.0,1986-07-11,ESP,,MALE,FORWARD,ATTACKING_MIDFIELDER,,Raul Garcia,22,,,,50.0,2.0,1.0,,8.0
2009,50124,ATM,Atleti,Atleti,Spain,España,1903543,Sergio Agüero,37.0,1988-06-02,ARG,ARG,MALE,FORWARD,UNKNOWN,,Kun Agüero,19,,,,50.0,2.0,1.0,,8.0
2009,50051,RMA,Real Madrid,Real Madrid,Spain,España,26583,Raúl González,48.0,1977-06-27,ESP,ESP,MALE,,,,,7,,,,50.0,2.0,1.0,,7.0
2009,50124,ATM,Atleti,Atleti,Spain,España,63683,Diego Forlán,46.0,1979-05-19,URU,,MALE,FORWARD,,,Forlan,7,,,,50.0,2.0,1.0,,7.0
2009,70691,VIL,Villarreal,Villarreal,Spain,España,1906222,Matías Fernández,39.0,1986-05-15,CHI,,MALE,MIDFIELDER,UNKNOWN,52817,Matias,14,,,,50.0,2.0,1.0,,7.0
2009,50080,BAR,Barcelona,Barcelona,Spain,España,41331,Aleksandr Hleb,44.0,1981-05-01,BLR,BLR,MALE,MIDFIELDER,ATTACKING_MIDFIELDER,,Hleb,11,,,,50.0,2.0,1.0,,7.0
2009,52748,MAR,Marseille,Marseille,France,Francia,99671,Taye Taiwo,40.0,1985-04-16,NGA,,MALE,DEFENDER,UNKNOWN,69528,TAIWO,3,,,,50.0,2.0,1.0,,6.0
2009,50139,JUV,Juventus,Juventus,Italy,Italia,42233,Zdeněk Grygera,45.0,1980-05-14,CZE,CZE,MALE,DEFENDER,UNKNOWN,,Grygera,26,,,,50.0,2.0,1.0,,6.0
2009,50065,FCSB,FCSB,FCSB,Romania,Rumanía,30921,Petre Marin,52.0,1973-09-08,ROU,,MALE,DEFENDER,UNKNOWN,,Marin,36,,,,50.0,2.0,1.0,,6.0
2009,88131,CLU,CFR Cluj,CFR Cluj,Romania,Rumanía,250003379,Álvaro Pereira,39.0,1985-11-28,URU,,MALE,DEFENDER,UNKNOWN,,Pereira,31,,,,50.0,2.0,1.0,,6.0
2009,52817,FIO,Fiorentina,Fiorentina,Italy,Italia,73253,Riccardo Montolivo,40.0,1985-01-18,ITA,ITA,MALE,MIDFIELDER,DEFENSIVE_MIDFIELDER,,MONTOLIVO,18,,,,50.0,2.0,1.0,,6.0
2009,52748,MAR,Marseille,Marseille,France,Francia,1901416,Bakari Koné,44.0,1981-09-17,CIV,,MALE,FORWARD,UNKNOWN,,Kone,14,,,,50.0,2.0,1.0,,6.0
2009,50051,RMA,Real Madrid,Real Madrid,Spain,España,28359,Guti,49.0,1976-10-31,ESP,,MALE,,UNKNOWN,,,14,,,,50.0,2.0,1.0,,6.0
2009,52692,FEN,Fenerbahçe,Fenerbahçe,Türkiye,Turquía,66623,Edu Dracena,44.0,1981-05-18,BRA,,MALE,DEFENDER,UNKNOWN,,Edu-Dracena,4,,,,50.0,2.0,1.0,,5.0
2009,50050,CEL,Celtic,Celtic,Scotland,Escocia,91595,Shunsuke Nakamura,47.0,1978-06-24,JPN,,MALE,MIDFIELDER,,54189,Nakamura,25,,,,50.0,2.0,1.0,,5.0
2009,52897,ANO,Anorthosis,Anorthosis,Cyprus,Chipre,20962,Cédric Bardon,49.0,1976-10-15,FRA,,MALE,MIDFIELDER,,2603350,Bardon,27,,,,50.0,2.0,1.0,,5.0
2009,50065,FCSB,FCSB,FCSB,Romania,Rumanía,95970,Florin Lovin,43.0,1982-02-11,ROU,,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,69611,Lovin,20,,,,50.0,2.0,1.0,,5.0
