season_year,team_id,team_code,team_name_en,team_name_es,country_en,country_es,player_id,player_name,player_age,player_birth_date,player_country_code,player_birth_country_code,player_gender,player_field_position,player_detailed_field_position,club_id,club_shirt_name,club_jersey_number,distribution__passes_accuracy,distribution__passes_attempted,distribution__passes_completed,distribution__cross_accuracy,distribution__cross_attempted,distribution__cross_completed,distribution__free_kick,distribution__matches_appearance
1993,50023,MON,Monaco,Monaco,France,Francia,22152,Franck Passi,59.0,1966-03-28,FRA,,MALE,,,,Passi,,,,,0.0,,,,4.0
1993,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,3809,Michael Johansen,53.0,1972-07-22,DEN,,MALE,MIDFIELDER,,64137,Johansen,,,,,0.0,,,,3.0
1993,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,13906,Christian Lønstrup,54.0,1971-04-04,DEN,,MALE,MIDFIELDER,,59013,Lønstrup,,,,,0.0,,,,3.0
1993,52682,MUN,Man Utd,Man Utd,England,Inglaterra,8782,Paul Parker,61.0,1964-04-04,ENG,,MALE,,,,Parker,,,,,0.0,,,,3.0
1993,50033,SPA,Sparta Praha,Sparta Praha,Czechia,Chequia,7453,Petr Kouba,56.0,1969-01-28,CZE,,MALE,GOALKEEPER,,,Kouba,,,,,0.0,,,,3.0
1993,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,672,Marc Degryse,60.0,1965-09-04,BEL,,MALE,,,,Degryse,,,,,0.0,,,,3.0
1993,50044,LSO,Levski Sofia,Levski Sofia,Bulgaria,Bulgaria,5835,Nasko Sirakov,63.0,1962-04-26,BUL,,MALE,,,,Sirakov,,,,,0.0,,,,3.0
1993,50065,FCSB,FCSB,FCSB,Romania,Rumanía,4319,Aurel Silviu Panait,57.0,1968-08-27,ROU,,MALE,,,,Panait,,,,,0.0,,,,3.0
1993,50044,LSO,Levski Sofia,Levski Sofia,Bulgaria,Bulgaria,380,Gueorgui Slavtchev,56.0,1969-10-01,BUL,,MALE,DEFENDER,,,Slavtchev,,,,,0.0,,,,3.0
1993,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,21755,Morten Falch,52.0,1973-08-05,DEN,,MALE,DEFENDER,,,Falch,,,,,0.0,,,,3.0
1993,50033,SPA,Sparta Praha,Sparta Praha,Czechia,Chequia,186,Michal Horňák,55.0,1970-04-28,CZE,,MALE,DEFENDER,,,Horňák,,,,,0.0,,,,3.0
1993,50044,LSO,Levski Sofia,Levski Sofia,Bulgaria,Bulgaria,18103,Plamen Nikolov,64.0,1961-08-20,BUL,,MALE,,,52368,Nikolov,,,,,0.0,,,,3.0
1993,50110,AUS,Austria Wien,Austria Wien,Austria,Austria,1464,Anton Pfeffer,60.0,1965-08-17,AUT,,MALE,DEFENDER,,,Pfeffer,,,,,0.0,,,,3.0
1993,50065,FCSB,FCSB,FCSB,Romania,Rumanía,13806,Constantin Gâlcă,53.0,1972-03-08,ROU,,MALE,,,,,,,,,0.0,,,,3.0
1994,50143,AJX,Ajax,Ajax,Netherlands,Holanda,6191,Michael Reiziger,52.0,1973-05-03,NED,NED,MALE,,,69600,,3,,,,0.0,,,,11.0
1994,50143,AJX,Ajax,Ajax,Netherlands,Holanda,14622,Edwin van der Sar,55.0,1970-10-29,NED,NED,MALE,GOALKEEPER,GOALKEEPER,,Van Der Sar,1,,,,0.0,,,,11.0
1994,50058,MIL,Milan,Milan,Italy,Italia,12099,Sebastiano Rossi,61.0,1964-07-20,ITA,,MALE,GOALKEEPER,,,Rossi,,,,,0.0,,,,11.0
1994,50143,AJX,Ajax,Ajax,Netherlands,Holanda,4875,Jari Litmanen,54.0,1971-02-20,FIN,FIN,MALE,FORWARD,,,Litmanen,10,,,,0.0,,,,11.0
1994,50058,MIL,Milan,Milan,Italy,Italia,416,Franco Baresi,65.0,1960-05-08,ITA,ITA,MALE,DEFENDER,,,Baresi,,,,,0.0,,,,11.0
1994,50058,MIL,Milan,Milan,Italy,Italia,428,Paolo Maldini,57.0,1968-06-26,ITA,ITA,MALE,DEFENDER,,,Maldini,3,,,,0.0,,,,11.0
1994,50143,AJX,Ajax,Ajax,Netherlands,Holanda,13127,Clarence Seedorf,49.0,1976-04-01,NED,SUR,MALE,,,,,10,,,,0.0,,,,11.0
1994,50143,AJX,Ajax,Ajax,Netherlands,Holanda,15614,Marc Overmars,52.0,1973-03-29,NED,NED,MALE,FORWARD,,,Overmars,,,,,0.0,,,,11.0
1994,50143,AJX,Ajax,Ajax,Netherlands,Holanda,4761,Frank de Boer,55.0,1970-05-15,NED,NED,MALE,,UNKNOWN,,,,,,,0.0,,,,10.0
1994,50143,AJX,Ajax,Ajax,Netherlands,Holanda,412,Frank Rijkaard,63.0,1962-09-30,NED,NED,MALE,DEFENDER,UNKNOWN,,Rijkaard,,,,,0.0,,,,10.0
1994,52747,PSG,Paris,Paris,France,Francia,19482,Bernard Lama,62.0,1963-04-07,FRA,,MALE,GOALKEEPER,,,Lama,,,,,0.0,,,,10.0
1994,50143,AJX,Ajax,Ajax,Netherlands,Holanda,1298,Danny Blind,64.0,1961-08-01,NED,,MALE,,,,Blind,,,,,0.0,,,,10.0
1994,50037,BAY,Bayern München,Bayern München,Germany,Alemania,10251,Christian Nerlinger,52.0,1973-03-21,GER,,MALE,MIDFIELDER,,,Nerlinger,,,,,0.0,,,,10.0
1994,50058,MIL,Milan,Milan,Italy,Italia,20437,Christian Panucci,52.0,1973-04-12,ITA,,MALE,DEFENDER,UNKNOWN,,Panucci,2,,,,0.0,,,,10.0
1994,50143,AJX,Ajax,Ajax,Netherlands,Holanda,20414,Finidi George,54.0,1971-04-15,NGA,,MALE,MIDFIELDER,,,Finidi,,,,,0.0,,,,10.0
1994,50143,AJX,Ajax,Ajax,Netherlands,Holanda,1301,Ronald de Boer,55.0,1970-05-15,NED,NED,MALE,,,,,,,,,0.0,,,,10.0
1994,52747,PSG,Paris,Paris,France,Francia,5452,Daniel Bravo,62.0,1963-02-09,FRA,FRA,MALE,MIDFIELDER,,,Bravo,,,,,0.0,,,,10.0
1994,52747,PSG,Paris,Paris,France,Francia,12368,Vincent Guérin,60.0,1965-11-22,FRA,,MALE,,UNKNOWN,,,,,,,0.0,,,,10.0
1994,52747,PSG,Paris,Paris,France,Francia,303,George Weah,59.0,1966-10-01,LBR,,MALE,FORWARD,,,Weah,,,,,0.0,,,,10.0
1994,52747,PSG,Paris,Paris,France,Francia,19484,Paul Le Guen,61.0,1964-03-01,FRA,,MALE,,,,Le Guen,,,,,0.0,,,,10.0
1994,50037,BAY,Bayern München,Bayern München,Germany,Alemania,14054,Mehmet Scholl,55.0,1970-10-16,GER,GER,MALE,MIDFIELDER,,,Scholl,7,,,,0.0,,,,10.0
1994,50143,AJX,Ajax,Ajax,Netherlands,Holanda,17710,Patrick Kluivert,49.0,1976-07-01,NED,NED,MALE,,,,,9,,,,0.0,,,,10.0
1994,50037,BAY,Bayern München,Bayern München,Germany,Alemania,7296,Christian Ziege,53.0,1972-02-01,GER,,MALE,DEFENDER,,,Ziege,,,,,0.0,,,,9.0
1994,50058,MIL,Milan,Milan,Italy,Italia,5521,Demetrio Albertini,54.0,1971-08-23,ITA,ITA,MALE,MIDFIELDER,,,Albertini,,,,,0.0,,,,9.0
1994,52747,PSG,Paris,Paris,France,Francia,2094,Alain Roche,58.0,1967-10-14,FRA,,MALE,,,,,,,,,0.0,,,,9.0
1994,50058,MIL,Milan,Milan,Italy,Italia,1896986,Marcel Desailly,57.0,1968-09-07,FRA,GHA,MALE,DEFENDER,CENTRE_BACK,,Desailly,,,,,0.0,,,,9.0
1994,52747,PSG,Paris,Paris,France,Francia,22148,José Cobos,57.0,1968-04-23,FRA,FRA,MALE,DEFENDER,,,Cobos,,,,,0.0,,,,9.0
1994,50058,MIL,Milan,Milan,Italy,Italia,2992,Zvonimir Boban,57.0,1968-10-08,CRO,CRO,MALE,MIDFIELDER,UNKNOWN,,Boban,,,,,0.0,,,,9.0
1994,50058,MIL,Milan,Milan,Italy,Italia,5535,Marco Simone,56.0,1969-01-07,ITA,,MALE,FORWARD,,,Simone,,,,,0.0,,,,9.0
1994,52747,PSG,Paris,Paris,France,Francia,5009,David Ginola,58.0,1967-01-25,FRA,FRA,MALE,FORWARD,,,Ginola,,,,,0.0,,,,9.0
1994,52359,HAJ,Hajduk Split,Hajduk Split,Croatia,Croacia,8974,Aljoša Asanović,59.0,1965-12-14,CRO,CRO,MALE,,,,Asanović,,,,,0.0,,,,8.0
1994,50066,IFK,Göteborg,Göteborg,Sweden,Suecia,8804,Stefan Lindqvist,58.0,1967-03-18,SWE,,MALE,FORWARD,UNKNOWN,,Lindqvist,,,,,0.0,,,,8.0
1994,50147,BEN,Benfica,Benfica,Portugal,Portugal,8463,Dimas,56.0,1969-02-16,POR,,MALE,DEFENDER,,,Dimas,,,,,0.0,,,,8.0
1994,50066,IFK,Göteborg,Göteborg,Sweden,Suecia,7146,Magnus Erlingmark,57.0,1968-07-08,SWE,,MALE,DEFENDER,,,Erlingmark,,,,,0.0,,,,8.0
1994,50080,BAR,Barcelona,Barcelona,Spain,España,289429,Hristo Stoichkov,59.0,1966-02-08,BUL,BUL,MALE,,,,Stoichkov,,,,,0.0,,,,8.0
1994,50147,BEN,Benfica,Benfica,Portugal,Portugal,2655,Michel Preud-homme,66.0,1959-01-24,BEL,,MALE,,,,,,,,,0.0,,,,8.0
1994,50080,BAR,Barcelona,Barcelona,Spain,España,23017,Sergi Barjuán,53.0,1971-12-28,ESP,,MALE,DEFENDER,,,Sergi Berjuán,,,,,0.0,,,,8.0
1994,50066,IFK,Göteborg,Göteborg,Sweden,Suecia,2285,Thomas Ravelli,66.0,1959-08-13,SWE,,MALE,GOALKEEPER,,,Ravelli,,,,,0.0,,,,8.0
1994,50066,IFK,Göteborg,Göteborg,Sweden,Suecia,1883842,Pontus Kåmark,56.0,1969-04-05,SWE,SWE,MALE,DEFENDER,,,Kåmark,,,,,0.0,,,,8.0
1994,50037,BAY,Bayern München,Bayern München,Germany,Alemania,13850,Markus Babbel,53.0,1972-09-08,GER,,MALE,,,,,,,,,0.0,,,,8.0
1994,50080,BAR,Barcelona,Barcelona,Spain,España,11594,Carlos Busquets,58.0,1967-07-19,ESP,ESP,MALE,GOALKEEPER,UNKNOWN,,Busquets Barroso,,,,,0.0,,,,8.0
1994,50066,IFK,Göteborg,Göteborg,Sweden,Suecia,2167,Mikael Nilsson,57.0,1968-09-28,SWE,,MALE,DEFENDER,,,Nilsson,,,,,0.0,,,,8.0
1994,50037,BAY,Bayern München,Bayern München,Germany,Alemania,1878781,Thomas Helmer,60.0,1965-04-21,GER,GER,MALE,DEFENDER,UNKNOWN,,Helmer,,,,,0.0,,,,8.0
1994,50066,IFK,Göteborg,Göteborg,Sweden,Suecia,653,Magnus Johansson,54.0,1971-10-11,SWE,,MALE,DEFENDER,,,Johansson,,,,,0.0,,,,8.0
1994,50066,IFK,Göteborg,Göteborg,Sweden,Suecia,7147,Stefan Rehn,59.0,1966-09-22,SWE,,MALE,MIDFIELDER,,,Rehn,,,,,0.0,,,,8.0
1994,50147,BEN,Benfica,Benfica,Portugal,Portugal,1787,Vítor Paneira,59.0,1966-02-16,POR,,MALE,MIDFIELDER,,,Vítor Paneira,,,,,0.0,,,,8.0
1994,50058,MIL,Milan,Milan,Italy,Italia,421,Roberto Donadoni,62.0,1963-09-09,ITA,ITA,MALE,,,,Donadoni,,,,,0.0,,,,8.0
1994,50037,BAY,Bayern München,Bayern München,Germany,Alemania,11730,Markus Schupp,59.0,1966-01-07,GER,,MALE,MIDFIELDER,,,Schupp,,,,,0.0,,,,8.0
1994,50066,IFK,Göteborg,Göteborg,Sweden,Suecia,6650,Mikael Martinsson,59.0,1966-03-29,SWE,,MALE,MIDFIELDER,UNKNOWN,,Martinsson,,,,,0.0,,,,8.0
1994,50058,MIL,Milan,Milan,Italy,Italia,430,Daniele Massaro,64.0,1961-05-23,ITA,,MALE,FORWARD,,,Massaro,,,,,0.0,,,,8.0
1994,52359,HAJ,Hajduk Split,Hajduk Split,Croatia,Croacia,45921,Mirsad Hibic,52.0,1973-10-11,BIH,,MALE,DEFENDER,,,Hibic,,,,,0.0,,,,7.0
1994,52359,HAJ,Hajduk Split,Hajduk Split,Croatia,Croacia,23420,Nenad Pralija,54.0,1970-12-11,CRO,,MALE,MIDFIELDER,,,Pralija,,,,,0.0,,,,7.0
1994,50066,IFK,Göteborg,Göteborg,Sweden,Suecia,2302,Joachim Björklund,54.0,1971-03-15,SWE,,MALE,,UNKNOWN,,,,,,,0.0,,,,7.0
1994,52359,HAJ,Hajduk Split,Hajduk Split,Croatia,Croacia,22519,Darko Butorovic,55.0,1970-08-12,CRO,,MALE,DEFENDER,,,Butorovic,,,,,0.0,,,,7.0
1994,52359,HAJ,Hajduk Split,Hajduk Split,Croatia,Croacia,14361,Tonči Gabrić,64.0,1961-11-11,CRO,CRO,MALE,,,,,,,,,0.0,,,,7.0
1994,50080,BAR,Barcelona,Barcelona,Spain,España,,,,,,,,,,,,,,,,0.0,,,,7.0
1994,50147,BEN,Benfica,Benfica,Portugal,Portugal,5982,João Pinto,54.0,1971-08-19,POR,,MALE,MIDFIELDER,,,João Pinto,10,,,,0.0,,,,7.0
1994,50066,IFK,Göteborg,Göteborg,Sweden,Suecia,7867,Jesper Blomqvist,51.0,1974-02-05,SWE,,MALE,FORWARD,,,Blomqvist,,,,,0.0,,,,7.0
1994,50147,BEN,Benfica,Benfica,Portugal,Portugal,5735,Claudio Caniggia,58.0,1967-01-09,ARG,,MALE,FORWARD,,,Caniggia,,,,,0.0,,,,7.0
1994,50066,IFK,Göteborg,Göteborg,Sweden,Suecia,1293,Stefan Pettersson,62.0,1963-03-22,SWE,,MALE,FORWARD,UNKNOWN,,Pettersson,,,,,0.0,,,,7.0
1994,52359,HAJ,Hajduk Split,Hajduk Split,Croatia,Croacia,11537,Sacha Person,60.0,1965-02-28,CRO,,MALE,,,,Person,,,,,0.0,,,,7.0
1994,50080,BAR,Barcelona,Barcelona,Spain,España,143,José Mari Bakero,62.0,1963-02-11,ESP,,MALE,MIDFIELDER,,,Bakero,,,,,0.0,,,,7.0
1994,50147,BEN,Benfica,Benfica,Portugal,Portugal,5987,Antonio Guimaraes,58.0,1967-08-25,POR,,MALE,,,,Couto Guimaraes,,,,,0.0,,,,7.0
1994,52747,PSG,Paris,Paris,France,Francia,19480,Antoine Kombouaré,62.0,1963-11-16,FRA,,MALE,,,,Kombouare,,,,,0.0,,,,7.0
1994,50147,BEN,Benfica,Benfica,Portugal,Portugal,1769,Veloso,68.0,1957-01-31,POR,,MALE,DEFENDER,UNKNOWN,,Veloso,,,,,0.0,,,,7.0
1994,52747,PSG,Paris,Paris,France,Francia,12364,Patrick Colleter,60.0,1965-11-06,FRA,,MALE,DEFENDER,,,Colleter,,,,,0.0,,,,7.0
1994,50147,BEN,Benfica,Benfica,Portugal,Portugal,15611,Hélder,54.0,1971-03-21,POR,,MALE,DEFENDER,,,Hélder,,,,,0.0,,,,7.0
1994,50037,BAY,Bayern München,Bayern München,Germany,Alemania,22795,Alexander Zickler,51.0,1974-02-28,GER,,MALE,,,,,7,,,,0.0,,,,7.0
1994,50143,AJX,Ajax,Ajax,Netherlands,Holanda,6216,Edgar Davids,52.0,1973-03-13,NED,,MALE,MIDFIELDER,,,Davids,13,,,,0.0,,,,7.0
1994,50037,BAY,Bayern München,Bayern München,Germany,Alemania,1871926,Alain Sutter,57.0,1968-01-22,SUI,SUI,MALE,,UNKNOWN,,Sutter,,,,,0.0,,,,7.0
1994,50037,BAY,Bayern München,Bayern München,Germany,Alemania,9192,Oliver Kreuzer,60.0,1965-11-13,GER,,MALE,DEFENDER,,,Kreuzer,,,,,0.0,,,,7.0
1994,50037,BAY,Bayern München,Bayern München,Germany,Alemania,21539,Dieter Frey,53.0,1972-10-31,GER,,MALE,,,,Frey,,,,,0.0,,,,7.0
1994,50147,BEN,Benfica,Benfica,Portugal,Portugal,12413,Tavares,59.0,1966-04-23,POR,,MALE,MIDFIELDER,UNKNOWN,,Tavares,,,,,0.0,,,,7.0
1994,50147,BEN,Benfica,Benfica,Portugal,Portugal,6007,Isaías,62.0,1963-11-17,POR,,MALE,,UNKNOWN,,Isaías,,,,,0.0,,,,7.0
1994,50080,BAR,Barcelona,Barcelona,Spain,España,10214,Abelardo,55.0,1970-04-19,ESP,,MALE,DEFENDER,UNKNOWN,69619,Abelardo Fernández,,,,,0.0,,,,7.0
1994,52359,HAJ,Hajduk Split,Hajduk Split,Croatia,Croacia,22524,Tomislav Erceg,54.0,1971-10-22,CRO,,MALE,FORWARD,,,Erceg,,,,,0.0,,,,7.0
1994,50143,AJX,Ajax,Ajax,Netherlands,Holanda,24363,Nwankwo Kanu,49.0,1976-08-01,NGA,,MALE,FORWARD,,84297,Kanu,27,,,,0.0,,,,7.0
1994,50143,AJX,Ajax,Ajax,Netherlands,Holanda,19070,Peter van Vossen,57.0,1968-04-21,NED,,MALE,FORWARD,UNKNOWN,,Van Vossen,,,,,0.0,,,,7.0
1994,50058,MIL,Milan,Milan,Italy,Italia,5537,Giovanni Stroppa,57.0,1968-01-24,ITA,,MALE,,,,Stroppa,,,,,0.0,,,,7.0
1994,50129,AEK,AEK Athens,AEK Athens,Greece,Grecia,8903,Mihalis Kasapis,54.0,1971-06-06,GRE,,MALE,DEFENDER,,,Kasapis,,,,,0.0,,,,6.0
1994,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,6794,Gintaras Stauce,55.0,1969-12-24,LTU,,MALE,,,61565,,,,,,0.0,,,,6.0
1994,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,6581,Oleg Luzhny,57.0,1968-08-05,UKR,UKR,MALE,DEFENDER,,,Luzhny,,,,,0.0,,,,6.0
1994,50030,SAL,Salzburg,Salzburg,Austria,Austria,560,Heimo Pfeifenberger,58.0,1966-12-29,AUT,AUT,MALE,FORWARD,,,Pfeiffenberger,,,,,0.0,,,,6.0
1994,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,5390,Bertrand Crasson,54.0,1971-10-05,BEL,,MALE,DEFENDER,,,Crasson,,,,,0.0,,,,6.0
1994,50030,SAL,Salzburg,Salzburg,Austria,Austria,5190,Leopold Lainer,65.0,1960-09-10,AUT,,MALE,,,,Lainer,,,,,0.0,,,,6.0
1994,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,4788,Bülent Korkmaz,57.0,1968-11-24,TUR,TUR,MALE,DEFENDER,,,Bülent Korkmaz,,,,,0.0,,,,6.0
1994,50129,AEK,AEK Athens,AEK Athens,Greece,Grecia,4332,Michalis Vlachos,58.0,1967-09-20,GRE,,MALE,,,,Vlachos,,,,,0.0,,,,6.0
1994,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,3388,Johan Walem,53.0,1972-02-01,BEL,BEL,MALE,,,,,,,,,0.0,,,,6.0
1994,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,2664,John Bosman,60.0,1965-02-01,NED,,MALE,FORWARD,UNKNOWN,,Bosman,,,,,0.0,,,,6.0
1994,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,2663,Graeme Rutjes,65.0,1960-03-26,NED,,MALE,,,,Rutjes,,,,,0.0,,,,6.0
1994,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,2619,Hakan Şükür,54.0,1971-09-01,TUR,,MALE,FORWARD,,,Hakan Şükür,9,,,,0.0,,,,6.0
1994,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,2561,Filip De Wilde,61.0,1964-07-05,BEL,,MALE,GOALKEEPER,,,de Wilde,,,,,0.0,,,,6.0
1994,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,25563,Dmytro Tyapushkine,61.0,1964-11-06,UKR,,MALE,,,,Tyapushkine,,,,,0.0,,,,6.0
1994,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,24863,Serhiy Lezhentsev,54.0,1971-08-04,UKR,,MALE,DEFENDER,,,Lezhentsev,,,,,0.0,,,,6.0
1994,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,24824,Sedat Balkanli,60.0,1965-01-15,TUR,,MALE,,,,Balkanli,,,,,0.0,,,,6.0
1994,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,23137,Olexandr Shovkovskiy,50.0,1975-01-02,UKR,,MALE,,,,,1,,,,0.0,,,,6.0
1994,52747,PSG,Paris,Paris,France,Francia,21367,Oumar Dieng,52.0,1972-12-30,SEN,,MALE,DEFENDER,,,Dieng,,,,,0.0,,,,6.0
1994,50065,FCSB,FCSB,FCSB,Romania,Rumanía,21101,Daniel Prodan,53.0,1972-03-23,ROU,ROU,MALE,DEFENDER,,60412,Prodan,,,,,0.0,,,,6.0
1994,50129,AEK,AEK Athens,AEK Athens,Greece,Grecia,19506,Elias Atmatsidis,56.0,1969-04-24,GRE,,MALE,GOALKEEPER,,,Atmatsidis,,,,,0.0,,,,6.0
1994,50030,SAL,Salzburg,Salzburg,Austria,Austria,18937,Wolfgang Feiersinger,60.0,1965-01-30,AUT,,MALE,DEFENDER,,,Feiersinger,,,,,0.0,,,,6.0
1994,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,12497,Serhiy Kovalets,57.0,1968-09-05,UKR,,MALE,MIDFIELDER,,,Kovalets,,,,,0.0,,,,6.0
1994,50037,BAY,Bayern München,Bayern München,Germany,Alemania,11750,Jorge Campos,61.0,1964-08-17,BRA,,MALE,,,,De Amorim Campos,,,,,0.0,,,,6.0
1994,52682,MUN,Man Utd,Man Utd,England,Inglaterra,10142,Gary Pallister,60.0,1965-06-30,ENG,,MALE,DEFENDER,UNKNOWN,,Pallister,,,,,0.0,,,,6.0
1994,50065,FCSB,FCSB,FCSB,Romania,Rumanía,6730,Dumitru Stingaciu,61.0,1964-08-09,ROU,,MALE,GOALKEEPER,,,Stingaciu,,,,,0.0,,,,6.0
1994,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,4744,Andrei Piatnitsky,58.0,1967-09-27,RUS,,MALE,,,,Piatnitsky,,,,,0.0,,,,6.0
1994,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,1528,Danny Boffin,60.0,1965-07-10,BEL,,MALE,FORWARD,,52883,Boffin,,,,,0.0,,,,6.0
1994,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,14420,Mert Korkmaz,54.0,1971-08-16,TUR,,MALE,DEFENDER,,,Mert Korkmaz,,,,,0.0,,,,6.0
1994,50058,MIL,Milan,Milan,Italy,Italia,365,Dejan Savićević,59.0,1966-09-15,MNE,MNE,MALE,MIDFIELDER,UNKNOWN,,Savićević,,,,,0.0,,,,6.0
1994,50037,BAY,Bayern München,Bayern München,Germany,Alemania,36,Lothar Matthäus,64.0,1961-03-21,GER,GER,MALE,MIDFIELDER,UNKNOWN,,Matthäus,,,,,0.0,,,,6.0
1994,50129,AEK,AEK Athens,AEK Athens,Greece,Grecia,3085,Dimitrios Saravakos,64.0,1961-07-29,GRE,,MALE,,,,Saravakos,,,,,0.0,,,,6.0
1994,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,14116,Dmytro Mykhaylenko,52.0,1973-07-13,UKR,UKR,MALE,MIDFIELDER,UNKNOWN,89689,Mykhaylenko,5,,,,0.0,,,,6.0
1994,52747,PSG,Paris,Paris,France,Francia,11008,Valdo,61.0,1964-01-12,BRA,,MALE,MIDFIELDER,UNKNOWN,,Valdo,,,,,0.0,,,,6.0
1994,50030,SAL,Salzburg,Salzburg,Austria,Austria,5185,Peter Artner,59.0,1966-05-20,AUT,,MALE,,,,Artner,,,,,0.0,,,,6.0
1994,50030,SAL,Salzburg,Salzburg,Austria,Austria,5151,Mladen Mladenović,61.0,1964-09-13,CRO,,MALE,,,,Mladenović,,,,,0.0,,,,6.0
1994,50030,SAL,Salzburg,Salzburg,Austria,Austria,18942,Thomas Winklhofer,54.0,1970-12-30,AUT,,MALE,DEFENDER,,,Winklhofer,33,,,,0.0,,,,6.0
1994,50030,SAL,Salzburg,Salzburg,Austria,Austria,1352,Otto Konrad,61.0,1964-11-01,AUT,,MALE,GOALKEEPER,,,Konrad,,,,,0.0,,,,6.0
1994,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,2874,Nikolay Pisarev,57.0,1968-11-23,RUS,,MALE,FORWARD,,,Pisarev,,,,,0.0,,,,6.0
1994,50058,MIL,Milan,Milan,Italy,Italia,423,Filippo Galli,62.0,1963-05-19,ITA,,MALE,DEFENDER,,,Galli,,,,,0.0,,,,6.0
1994,52359,HAJ,Hajduk Split,Hajduk Split,Croatia,Croacia,8978,Zoran Vulic,64.0,1961-10-04,CRO,,MALE,,,,Vulic,,,,,0.0,,,,6.0
1994,50129,AEK,AEK Athens,AEK Athens,Greece,Grecia,3884,Vasilis Tsiartas,55.0,1970-01-01,GRE,GRE,MALE,MIDFIELDER,,,Tsiartas,,,,,0.0,,,,6.0
1994,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,21113,Andrei Tikhonov,55.0,1970-10-16,RUS,,MALE,,,,,90,,,,0.0,,,,6.0
1994,50129,AEK,AEK Athens,AEK Athens,Greece,Grecia,11979,Christos Kostis,53.0,1972-01-15,GRE,,MALE,FORWARD,,,Kostis,,,,,0.0,,,,6.0
1994,52682,MUN,Man Utd,Man Utd,England,Inglaterra,9533,Steven Bruce,64.0,1960-12-31,ENG,,MALE,DEFENDER,UNKNOWN,,Bruce,,,,,0.0,,,,6.0
1994,52359,HAJ,Hajduk Split,Hajduk Split,Croatia,Croacia,10450,Milan Rapaić,52.0,1973-08-16,CRO,,MALE,MIDFIELDER,,,Rapaić,11,,,,0.0,,,,6.0
1994,50065,FCSB,FCSB,FCSB,Romania,Rumanía,218,Ilie Stan,58.0,1967-10-17,ROU,,MALE,,,,Stan,,,,,0.0,,,,6.0
1994,50058,MIL,Milan,Milan,Italy,Italia,420,Alessandro Costacurta,59.0,1966-04-24,ITA,,MALE,DEFENDER,,,Costacurta,5,,,,0.0,,,,6.0
1994,52359,HAJ,Hajduk Split,Hajduk Split,Croatia,Croacia,14562,Stjepan Andrijasevic,58.0,1967-02-07,CRO,,MALE,,,,Andrijasevic,,,,,0.0,,,,6.0
1994,52682,MUN,Man Utd,Man Utd,England,Inglaterra,14672,Nicky Butt,50.0,1975-01-21,ENG,,MALE,,,,,22,,,,0.0,,,,6.0
1994,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,13892,Hamza Hamzaoglu,55.0,1970-07-01,TUR,,MALE,,,61592,,,,,,0.0,,,,6.0
1994,50080,BAR,Barcelona,Barcelona,Spain,España,15008,Josep Guardiola,54.0,1971-01-18,ESP,ESP,MALE,,,,,,,,,0.0,,,,6.0
1994,50037,BAY,Bayern München,Bayern München,Germany,Alemania,4841,Marcel Witeczek,57.0,1968-10-18,GER,,MALE,,,,Witeczek,,,,,0.0,,,,6.0
1994,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,14416,Arif Erdem,53.0,1972-01-02,TUR,,MALE,FORWARD,,,Arif Erdem,,,,,0.0,,,,6.0
1994,50080,BAR,Barcelona,Barcelona,Spain,España,5092,Guillermo Amor,57.0,1967-12-04,ESP,,MALE,,UNKNOWN,,,,,,,0.0,,,,6.0
1994,52747,PSG,Paris,Paris,France,Francia,22157,Raí,60.0,1965-05-15,BRA,BRA,MALE,,UNKNOWN,,Rai,,,,,0.0,,,,6.0
